"","X","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"329",6,"SIA/KL/MIN/160112/2020","1348/EC2/2019/SEIAA","Conversion TOR to EC Building Stone Quarry of Mr. Moidu.K","GRANITE BUILDING STONE QUARRY OF MOIDU K","WithdrawEC","EC",NA
"330",7,"SIA/KL/MIN/46586/2019","1573/EC3/2019/SEIAA","YESCO GRANITES LLP","CHALATTILKALLADITHODI SAINUDHEEN","Site Visit by SEAC(Pending)","EC",NA
"331",8,"SIA/KL/MIN/64241/2020","1699/EC4/2020/SEIAA","Proposed Building Stone Mine (Quarry, Minor Mineral Mining) project of  M/s Sera Granites India Private Limited is situated at Re-survey nos.- 25/1A (25/2308), 25/1A (25/2310), 25/1A (25/2309), 28 (28/274), 28 (28/133), 25/1A (25/2312), 28 (28/102), 25/1A (25/130), 28 (28/263), 28 (28/131), 25/1A (25/2306), 25/1A (25/2307), 25/1A (25/2339), 28 (28/134), 28 (28/262), 28 (28/101), 28 (28/130), 28 (28/132), 28 (28/275), 28 (28/261) in village-Nediyenga, Sreekandapuram Municipality, Taluk- Taliparam","M/S SERA GRANITES INDIA PRIVATE LIMITED","Delisted","EC",NA
"332",9,"SIA/KL/MIN/239769/2021","2062/EC3/2022/SEIAA","SABU KURIAKOSE","SABU KURIAKOSE","EC Granted","EC",NA
"333",10,"SIA/KL/MIN/44831/2019","1488/EC3/2019/SEIAA","Granite Bu","SEBASTIAN QUARRY","EC Granted","EC",NA
"334",1,"SIA/KL/MIN/191928/2021","","Chaliyar River Basin Kadavu 13","CHALIYAR RIVER BASIN","Delisted","EC",NA
"335",2,"SIA/KL/MIN/275539/2022","2068/EC2/2022/SEIAA","Granite Building Stone Quarry of Shibu S","SASI SHIBU","Agenda Uploaded by SEIAA","EC",NA
"336",3,"SIA/KL/MIN/127445/2019","1567/EC4/2019/SEIAA","Varghese Ordinary erath mining Project in Puthencruz Village","VARGHESE OE PROJECT","WithdrawEC","EC",NA
"337",4,"SIA/KL/MIN/159687/2020","1853/EC2/2020/SEIAA","Conversion TOR to EC Building Stone Quarry of Mr. Sebastian george","BUILDING STONE QUARRY OF MR SEBASTIAN GEORGE","ADS by SEAC","EC",NA
"338",5,"SIA/KL/MIN/285616/2022","2107/EC4/2022/SEIAA","Laterite Building stone quarry of Mr. Ashraf.K","ASHRAF KALATHINGAL","Rejection Letter Granted","EC",NA
"339",8,"SIA/KL/MIN/72952/2022","","Granite building stone quarry of M/s Deccan Rocks","GRANITE BUILDING STONE QUARRY OF M/S DECCAN ROCKS","WithdrawEC","EC",NA
"340",9,"SIA/KL/MIN/193415/2021","","chaliyar river  basin kadavu 17","CHALIYAR RIVER BASIN","Delisted","EC",NA
"341",10,"SIA/KL/MIN/193455/2021","","Chaliyar river basin Kadavu  20","CHALIYAR RIVER BASIN","Delisted","EC",NA
"342",2,"SIA/KL/MIN/169720/2020","1433/EC1/2019/SEIAA","Granite Building Stone Quarry of Mr. Muhammed Saleem.V (Conversion ToR to EC)","BUILDING STONE QUARRY OF MR MUHAMMED SALEEM V","EC Granted","EC",NA
"343",3,"SIA/KL/MIN/264160/2022","1348/EC2/2019/SEIAA","GRANITE BUIULDING STONE QUARRY OF MR. MOIDU K","GRANITE BUILDING STONE QUARRY OF MOIDU K","EC Granted","EC",NA
"344",4,"SIA/KL/MIN/277649/2022","2105/EC6/2022/SEIAA","GRANITE BUILDINGSTONE QUARRY OF ARIF","ARIF","Delisted","EC",NA
"345",5,"SIA/KL/MIS/105062/2019","1381/EC2/2019/SEIAA","Environmen","GOVT. GENERAL HOSPITAL, KOTTAYAM","EC Granted - Processed offline","EC",NA
"346",6,"SIA/KL/MIS/119987/2019","1468/EC3/2019/SEIAA","Proposed s","SAMANA HEALTH CARE SERVICES LLP","Delisted","EC",NA
"347",7,"SIA/KL/MIN/137709/2020","1650/EC4/2020/SEIAA","Granite Building Stone Quarry of Mr.Thayyullathil Chambolan Sreedharan","BUILDING STONE QUARRY OF MR SREEDHARAN T C","EC Granted","EC",NA
"348",8,"SIA/KL/MIN/145890/2020","1430/EC3/2019/SEIAA","Granite Building Stone Quarry of Mr. P.M. Moitheen","BUILDING STONE QUARRY OF  MR P M MOITHEEN","Rejection Letter Granted","EC",NA
"349",9,"SIA/KL/MIN/148539/2020","","Building Stone Quarry of Mr. Abraham Sebastian","BUILDING STONE QUARRY OF DR ABRAHAM SEBASTIAN","WithdrawEC","EC",NA
"350",10,"SIA/KL/MIN/273393/2022","2045/EC6/2022/SEIAA","K.Noushad","NOUSHAD KARUTHEDETH","Delisted","EC",NA
"351",1,"SIA/KL/MIN/184720/2020","","Chaliyar River Basin Kadavu 01","CHALIYAR RIVER BASIN","Delisted","EC",NA
"352",2,"SIA/KL/MIS/105731/2019","1384/EC2/2019/SEIAA","Samana Hap","SAMANA HEALTH CARE SERVICES LLP","WithdrawEC","EC",NA
"353",3,"SIA/KL/MIN/188469/2020","1868/EC4/2020/SEIAA","LATERITE BUILDING STONE QUARRY OF RIYAS N K","LATERITE BUILDING STONE QUARRY OF RIYAS N K","Delisted","EC",NA
"354",4,"SIA/KL/MIN/142587/2020","1665/EC2/2020/SEIAA","Building Stone Quarry of Mr K.V Bhaskaran","GRANITE BUILDING STONE QUARRY OF MR KV BHASKARAN","EC Granted","EC",NA
"355",5,"SIA/KL/MIN/142685/2020","","Muhammed Iqbal","MUHAMMEDIQBAL.","Delisted","EC",NA
"356",6,"SIA/KL/MIN/140559/2020","1792/EC2/2020/SEIAA","BABU V N","BABU V N","Delisted","EC",NA
"357",7,"SIA/KL/MIN/140622/2020","1722/EC3/2020/SEIAA","BUILDING STONE QUARRY OF MR JOY","JOY ARAKUZHA","EC Granted","EC",NA
"358",8,"SIA/KL/MIN/166510/2020","1811/EC3/2020/SEIAA","Building Stone Mine ( Quarry, Minor Mineral Mining ) project of M/s Chattupara Granites Private Limited at Survey Nos.734/1B-32, 734/1B-34-3, 734/1B-34-4 of Kalloorkkad Village, Muvattupuzha Taluk, Ernakulam District, Kerala in an area of 0.9700 hect","M/S CHATTUPARA GRANITES PRIVATE LIMITED","EC Granted","EC",NA
"359",9,"SIA/KL/MIN/274565/2022","2054/EC2/2022/SEIAA","LATERITE BUILDING STONE QUARRY  OF MR. GOVINDAN. K 0.0971 Ha IN BELUR VILLAGE VELLARIKKUND TALUK KASARAGOD DISTRICT","KEKKADAVAN GOVINDAN","Pending at PP due to eds","EC",NA
"360",10,"SIA/KL/MIN/185939/2020","","chaliyar River Basin Kadavu 03A","CHALIYAR RIVER BASIN","Delisted","EC",NA
"361",2,"SIA/KL/MIN/193489/2021","","chaliyar river basin kadavu 22","CHALIYAR RIVER BASIN","Delisted","EC",NA
"362",3,"SIA/KL/MIN/181216/2020","","Bharathapuzha River Basin Kadavu 7","BHARATHAPUZHA RIVER BASIN","Delisted","EC",NA
"363",4,"SIA/KL/MIN/44927/2019","1210(A)/EC2/2019/SEIAA","Environmen","H AND P GRANITES","EC Granted","EC",NA
"364",5,"SIA/KL/MIN/140382/2020","1674/EC2/2020/SEIAA","Granite Stone Quarry of Aishwarya Granites","GRANITE STONE QUARRY OF AISHWARYA GRANITES","EC Granted","EC",NA
"365",6,"SIA/KL/MIN/155091/2020","1816/EC6/2020/SEIAA","Granite Building Stone Quarry Owned by Amala Granite, Parlikkad, Thrissur","AMALAGRANITEPRODUCTS","EC Granted","EC",NA
"366",7,"SIA/KL/MIN/166371/2020","1758/EC4/2020/SEIAA","Granite Building Stone Quarry of MA Granites","M/S MA GRANITES","ADS by SEAC","EC",NA
"367",8,"SIA/KL/MIN/176603/2020","","Santhosh Govindan","SANTHOSH GOVINDAN","Delisted","EC",NA
"368",9,"SIA/KL/MIN/81144/2019","1421/EC1/2019/SEIAA","Granite Building Stone Quarry of Ms. Malabar Blue Metals","BUILDING STONE QUARRY OF M/S MALABAR BLUE METALS","EC Granted","EC",NA
"369",10,"SIA/KL/MIS/284787/2022","2099/EC6/2022/SEIAA","Environmental Clearance for the Proposed Expansion of Commercial Complex Project (“Ozone Mall”) to be developed by   M/s Inoa Properties & Developers LLP","INOA PROPERTIES & DEVELOPERS LLP","EC Granted","EC",NA
"370",1,"SIA/KL/MIN/234374/2021","2028/EC3/2022/SEIAA","MATHEW PM","MATHEW P M","EC Granted","EC",NA
"371",3,"SIA/KL/MIN/163826/2020","1837/EC6/2020/SEIAA","Granite Building Stone Quarry Owned by Shaukathali AK","GRANITE BUILDING STONE QUARRY OWNED BY SHAUKATHALI AK","EC Granted","EC",NA
"372",5,"SIA/KL/MIN/52716/2020","1654/EC6/2020/SEIAA","Granite Building Stone Quarry of Mr. Sajeer Moyin","SAJEER MOYIN","Agenda Uploaded by SEAC","EC",NA
"373",6,"SIA/KL/MIN/136866/2020","1719/EC3/2020/SEIAA","Granite Building Stone Quarry of M/s. Kadanadu Granites","M/S. KADANDU GRANITES","Rejection Letter Granted","EC",NA
"374",1,"SIA/KL/NCP/83033/2018","1193/EC1/2018/SEIAA","M/s Calicut Landmark Builders & Developers (India) Pvt. Ltd. proposes a mixed use development project at Village Pantheerankavu, Olavanna Panchayat, Kozhikode Taluk & District, Kerala","CALICUT LANDMARK BUILDERS & DEVELOPERS (INDIA) PVT. LTD.","EC Granted - Processed offline","EC",NA
"375",2,"SIA/KL/NCP/63451/2017","","Environmental Clearance for Expansion of Existing Hospital campus Project developed by M/s St. Gregorios International Cancer Care Centre","ST. GREGORIOS INTERNATIONAL CANCER CARE CENTRE","WithdrawEC","EC",NA
"376",3,"SIA/KL/MIN/62889/2017","","BUILDING STONE QUARRY OF MR SHAJITH V.P","BUILDING STONE QUARRY OF MR SHAJITH VP AT VALAYAM VILLAGE VADAKARA TALUK KOZHIKODE DISTRICT","WithdrawEC","EC",NA
"377",4,"SIA/KL/MIN/85061/2018","1195/EC2/2018/SEIAA","Stone Quarry project of M/s Kizhakethalackal Rocks at
Elappara Village, Peermade Taluk, Idukki District, Kerala for area of 12.4408 ha","KIZHAKETHALACKAL ROCKS","EC Granted - Processed offline","EC",NA
"378",7,"SIA/KL/MIN/45189/2019","1739/EC4/2019/SEIAA","Granite Bu","K V N ENGINEERING AND CONSTRUCTIONS","EC Granted","EC",NA
"379",9,"SIA/KL/MIN/229494/2021","2029/EC6/2022/SEIAA","JIMMY JOSE","JIMMY JOSE","Rejection Letter Granted","EC",NA
"380",1,"SIA/KL/MIN/420653/2023","2349/EC4/2023/SEIAA","LATERITE BUILDING STONE QUARRY OF Mr. MANOJ. M","MAVILA MANOJ","Agenda Uploaded by SEAC","EC",NA
"381",2,"SIA/KL/NCP/33260/2015","","Proposed Shopping Mall project at Ollur Village, Thrissur, Kerala of M/s HiLite Mall (Thrissur) LLP.","HILITE MALL THRISSUR LLP","Delisted","EC",NA
"382",3,"SIA/KL/MIN/437681/2023","2355/EC4/2023/SEIAA","Laterite Building Stone Quarry of Sameena V V","Semeena V","For further consideration(SEAC)","EC",NA
"383",4,"SIA/KL/MIN/71007/2017","1167/EC/SEIAA/KL/2017","Building Stone Quarry of Mr. Najeeb Hassan.N","BUILDING STONE QUARRY OF MR NAJEEB HASSAN N","Accepted By SEAC - EC ISSUED IN 81 SEIAA","EC",NA
"384",6,"SIA/KL/MIN/222222/2021","1920/EC4/SEIAA/2021","Granite Building Stone Quarry by Mr. Haridasan","QUARRY OWNED BY HARIDASAN","EC Granted","EC",NA
"385",8,"SIA/KL/MIN/32032/2019","","Quarry (Mi","M G BABU","Under examination of SEIAA - Processed offline","EC",NA
"386",9,"SIA/KL/MIN/152995/2020","1681/EC1/2020/SEIAA","Granite Building Stone Quarry of M/s Deepam Granites","GRANITE BUILDING STONE QUARRY OF M/S DEEPAM GRANITES","EC Granted","EC",NA
"387",10,"SIA/KL/MIN/153481/2020","","Chaliyar River Basin Project","CHALIYAR RIVER BASIN","Delisted","EC",NA
"388",1,"SIA/KL/INFRA2/418741/2023","2236/EC3/2023/SEIAA","‘Avigna Warehouse/Logistics Park’ at Parakkadavu, Ernakulam.","AVIGNA JEYA PRIVATE LIMITED","EC Granted","EC",NA
"389",2,"SIA/KL/MIN/52187/2016","","Building Stone Quarry of Kayyar Aggregates Pvt Ltd","KAYYAR AGGREGATES PRIVATE LIMITED","TransferToDEIAA","EC",NA
"390",3,"SIA/KL/MIN/38910/2016","1070/EC1/2016/SEIAA","Quarry project at Vellarada Village, Neyyatinkara Taluk, Thiruvananthapuram, District, Kerala for an area of 3.2658 hectares of M/s Travancore Readymix Pvt. Ltd.","TRAVANCORE READYMIX PRIVATE LIMITED","Delisted","EC",NA
"391",4,"SIA/KL/NCP/33221/2015","","Proposed Residential Project at Village Kowdiar, Thiruvananthapuram, Kerala in an area of 2.2703 hectare of M/s Heera Construction Co. Pvt. Ltd.","HEERA CONSTRUCTION COMPANY PVT LTD","Delisted","EC",NA
"392",5,"SIA/KL/MIN/443864/2023","","Granite Building Stone Quarry of Mr. Ilyas Babu","ILYAS BABU","Pending at PP due to eds","EC",NA
"393",6,"SIA/KL/MIN/424833/2023","","Proposed granite building stone quarry of Mr.Abraham Augustine","AUGUSTINE ABRAHAM","Pending at PP due to eds","EC",NA
"394",7,"SIA/KL/MIN/422067/2023","","Mr.Ranju K K ,Managing Director,M/s. Neeloor Aggregates , Private Limited","NEELOOR AGGREGATES PRIVATE LIMITED","Pending at PP due to eds","EC",NA
"395",8,"SIA/KL/MIN/402677/2022","2151/EC3/2022/SEIAA","Ordinary Earth Mining Project of Ms. Sanija Willson","SANIJA WILLSON","EC Granted","EC",NA
"396",9,"SIA/KL/MIN/60067/2016","","Building Stone Quarry of M/s Thekkinchuvadu Granites Pvt Ltd","THEKKINCHUVADU GRANITE PVT LTD","TransferToDEIAA","EC",NA
"397",10,"SIA/KL/MIN/94600/2019","1263/EC2/2019/SEIAA","K.M Jalal Quarry","GEC MINING SOLUTION","EC Granted - Processed offline","EC",NA
"398",1,"SIA/KL/MIN/217111/2021","1950/EC1/2022/SEIAA","Laterite Building Stone Quarry of Saji","LATERITE BUILDING STONE QUARRY OF SAJI","EC Granted","EC",NA
"399",2,"SIA/KL/MIN/265726/2022","1334/EC2/2019/SEIAA","Unnikrishnan","KORAH AND ASSOCIATES CONSULTANTS PRIVATE LIMITED","EC Granted","EC",NA
"400",3,"SIA/KL/MIN/90539/2019","1206/EC2/2019/SEIAA","QUARRYING OF ORDINARY EARTH  FROM KOTTUKAL BORROW AREA","LARSEN AND TOUBRO LIMITED","Under examination of SEIAA - Processed offline","EC",NA
"401",4,"SIA/KL/MIN/60837/2016","","Granite (Building stone) Quarry of M/s KKJ Group International (India) Pvt. Ltd.","KKJ GROUP INTERNATIONAL INDIA PRIVATE LIMITED","TransferToDEIAA","EC",NA
"402",5,"SIA/KL/MIN/82299/2018","","GRANITE BUILDING STONE QUARRY OF M/S KAVUMKAL GRANITES","GRANITE BUILDING STONE QUARRY OF M S KAVUMKAL GRANITES","Delisted","EC",NA
"403",6,"SIA/KL/NCP/31337/2019","","Environmental Clearance for the Proposed Mixed use Township Development Project ‘Landmark Trade Centre’ by M/s Calicut Landmark Builders & Developers (India) Pvt. Ltd.","CALICUT LANDMARK BUILDERS & DEVELOPERS (INDIA) PVT. LTD.","EC Granted - Processed offline","EC",NA
"404",7,"SIA/KL/MIN/446910/2023","2448/EC3/2023/SEIAA","Granite Building Stone Quarry of M/s M. K. N Bricks and Blue Metals (P) Ltd","MKN BRICKS AND BLUE METALS PRIVATE LIMITED","For further consideration(SEAC)","EC",NA
"405",8,"SIA/KL/NCP/33882/2015","","Environmental Clearance for proposed Hospital Project to be developed by M/s Dr. K.M. Cherian Institute of Medical Sciences Pvt. Ltd.","DR K M CHERIAN INSTITUTE OF MEDICAL SCIENCES PVT LTD","Delisted","EC",NA
"406",9,"SIA/KL/MIN/56676/2016","","Building Stone Quarry (Minor Mineral) mining project of M/s Parackal Rock Products is situated at Mazhuvannoor Village, Kunnathunadu Taluk, Ernakulam District, Kerala in area of 3.3068 hectares","PARACKAL ROCK PRODUCTS","TransferToDEIAA","EC",NA
"407",10,"SIA/KL/INFRA2/402758/2022","2139/EC4/2022/SEIAA","Proposed expansion of the hospital project ‘Santhi Hospital’ at Omassery, Kozhikode","ISLAMIC WELFARE TRUST OMASSERY","ADS by SEAC","EC",NA
"408",2,"SIA/KL/MIN/430726/2023","","Laterite Building Stone Quarry of Moidutty Haji","MOIDUTTY VARIKKOTTIL","Pending at PP due to eds","EC",NA
"409",3,"SIA/KL/NCP/67500/2017","1151/EC/SEIAA/KL/2017","Proposed expansion of multistoried residential apartment project by M/s. Sowparnika Projects and Infrastructure Pvt. Ltd.","SOWPARNIKA PROJECTS AND INFRASTRUCTURE PVT LTD","Accepted By SEAC - EC ISSUED IN 82 SEIAA","EC",NA
"410",4,"SIA/KL/MIN/416432/2023","2232/EC6/2023/SEIAA","ABDUL NOUFAL M.P","MOTHIRA ABDULNOUFAL","Rejection Letter Granted","EC",NA
"411",5,"SIA/KL/MIN/425701/2023","2313/EC2/2023/SEIAA","Proposed granite building stone quarry of HONEY VASANTH","VASANTH HONEY","Agenda Uploaded by SEAC","EC",NA
"412",6,"SIA/KL/MIN/434534/2023","2368/EC4/2023/SEIAA","Laterite Building Stone Quarry of P P Kunhikrishnan","PARAMMEL KUNHIKRISHNAN","Agenda Uploaded by SEAC","EC",NA
"413",7,"SIA/KL/MIN/442089/2023","2374/EC1/2023/SEIAA","Granite Building Stone Quarry of Mr. G. Raju","RAJU GANGADHARAN","For further consideration(SEAC)","EC",NA
"414",8,"SIA/KL/MIN/410423/2022","2194/EC4/2023/SEIAA","Laterite Building Stone of Ramachandran M K","RAMACHANDRAN MADATHIL KOLIYAT","EC Granted","EC",NA
"415",9,"SIA/KL/MIN/94172/2019","1258/EC2/2019/SEIAA","Granite Building Stone Quarry of M/s. Amala Industries","GRANITE BUILDING STONE QUARRY OF MS AMALA INDUSTRIES","EC Granted - Processed offline","EC",NA
"416",10,"SIA/KL/MIN/93154/2019","1235/EC2/2019/SEIAA","Mammed Kunhi Haji","MAMMED KUNHI HAJI","EC Granted","EC",NA
"417",1,"SIA/KL/MIN/260169/2022","","Laterite Building Stone Quarry of Muraleedharan L","MURALEEDHARAN LEKSHMANAN","WithdrawEC","EC",NA
"418",2,"SIA/KL/MIN/260489/2022","2023/EC1/2022/SEIAA","GRANITE BUILDING STONE QUARRY OF Mr. RUTWIN REDDY","RUTWIN PAPAKANNU","Rejection Letter Granted","EC",NA
"419",3,"SIA/KL/MIN/262702/2022","1996/EC6/2022/SEIAA","LATERITE BUILDING STONE QUARRY OF Mr. MOIDEENKUTTY. P IN PULPATTA VILLAGE O ERNAD TALUK IN MALAPPURAM DISTRICT","MOIDEENKUTTY PARAKKADAN","EC Granted","EC",NA
"420",4,"SIA/KL/MIN/262736/2022","1997/EC6/2022/SEIAA","Laterite Building Stone Quarry of NAUSHAD C K","NOUSHAD","EC Granted","EC",NA
"421",5,"SIA/KL/MIN/126728/2019","1782/EC4/2020/SEIAA","GRANITE AND BUILDING STONE QUARRY OF Mr.RAVI PALERI","GRANITE BUILDING STONE QUARRY OF  RAVI PALERI THRIPRANGOTOOR","Rejection Letter Granted","EC",NA
"422",6,"SIA/KL/MIN/126527/2019","1819/EC6/2020/SEIAA","GRANITE BUILDING STONE QUARRY OF Mr.P ABBAS","GRANITE BUILDING STONE QUARRY OF MR.P.ABBAS PULIKKAL","EC Granted","EC",NA
"423",7,"SIA/KL/MIN/126475/2019","1724/EC3/2020/SEIAA","Mr Tijo Lalu","TIJOLALU","EC Granted","EC",NA
"424",9,"SIA/KL/MIN/214224/2021","1900/EC4/2021/SEIAA","Granite Building Stone Quarry of M/s. Irikkur Rocks Private Limited","IRIKKUR ROCKS PRIVATE LIMITED","Agenda Uploaded by SEAC","EC",NA
"425",10,"SIA/KL/MIN/410780/2022","2201/EC4/2023/SEIAA","Laterite Building Stone of Rajesh N V","NJANDANMARE VEETTIL RAJESH","EC Granted","EC",NA
"426",2,"SIA/KL/MIN/232409/2021","1961/EC4/2022/SEIAA","LATERITE BUILDING STONE QUARRY OF MR SHAJI,KAKKAD VILLAGE,KOZHIKODE TALUK,KOZHIKODE DISTRICT, RESYNO 67/636,67/639,67/637,67/649,67/748 OVER AN AREA OF 0.9902 HA","LATERITE BUILDING STONE QUARRY OF MR SHAJI,KAKKAD VILLAGE,KOZHIKODE TALUK,KOZHIKODE DISTRICT IN RESYNO 67/636,67/639,67/637,67/649,67/748 OVER AN AREA OF 0.9902HA","EC Granted","EC",NA
"427",3,"SIA/KL/MIN/263360/2022","2064/EC3/2022/SEIAA","Laterite Building Stone Quarry of Vipin Sivadas","KORAH AND ASSOCIATES CONSULTANTS PRIVATE LIMITED","EC Granted","EC",NA
"428",4,"SIA/KL/MIN/191620/2021","","Chaliyar River  Basin Kadavu 09","CHALIYAR RIVER BASIN","Delisted","EC",NA
"429",5,"SIA/KL/MIN/140590/2020","1791/EC2/2020/SEIAA","Granite Building Stone Quarry of Mr.Joby John","GRANITE BUILDING STONE QUARRY OF MR JOBY JOHN","Rejection Letter Granted","EC",NA
"430",6,"SIA/KL/MIN/183523/2020","","Bharathapuzha River Basin Kadavu 24","BHARATHAPUZHA RIVER BASIN","Delisted","EC",NA
"431",7,"SIA/KL/MIS/230214/2021","","Valley View Apartment","M/S NBCC(I) LTD.","WithdrawEC","EC",NA
"432",8,"SIA/KL/MIN/189134/2020","1953/EC3/2022/SEIAA","Amal P Wilson","AMAL P WILSON","EC Granted","EC",NA
"433",9,"SIA/KL/MIS/52546/2018","1202/EC2/2018/SEIAA","Environmen","M/S DRAGONSTONE REALTY PRIVATE LIMITED","EC Granted","EC",NA
"434",5,"SIA/KL/MIN/42167/2016","","Quarry Project of Mr. Sathyan C. at Survey Nos. 270/2-1, 270/2-2, 270/2-3 & 270/4, Block No. 18, Malayalappuzha Village, Konni Taluk, Pathanamthitta District, Kerala in an area of 1.4730 hectares","SATHYAN C","TransferToDEIAA","EC",NA
"435",6,"SIA/KL/MIN/32220/2015","","proposed building stone quarry project is situated at  Village & Panchayat Ayyampuzha, Aluva taluk, Ernakulam District, Kerala in an area of 15.0589 hectares of M/s POABS Granite Products Pvt. Ltd.","POABS GRANITE PRODUCTS PVT LTD","Delisted","EC",NA
"436",7,"SIA/KL/MIN/406104/2022","2173/EC4/SEIAA/2022","Granite Building Stone Quarry of M/s.Kodancheri Granites and Stones Pvt Ltd","KOLORAMMAL RAJESAN","Agenda Uploaded by SEAC","EC",NA
"437",8,"SIA/KL/MIS/56889/2016","","Application for prior environmental clearances for the proposed building of Almas Ayurvedic Resort at Purathur for Almas Ayurvedic Hospitals and Research Centre Private Limited","KITCO LTD","Delisted","EC",NA
"438",9,"SIA/KL/MIN/436713/2023","2332/EC4/2023/SEIAA","Laterite Building Stone Quarry of Ganesh B","B GANESH","Agenda Uploaded by SEAC","EC",NA
"439",10,"SIA/KL/MIN/429176/2023","2291/EC4/2023/SEIAA","Laterite Building Stone Quarry of Santhosh Kumar K","KANUMATTIL SANTHOSH KUMAR","ADS by SEIAA","EC",NA
"440",1,"SIA/KL/MIN/74360/2019","1446/EC3/2019/SEIAA","Environmental Clearance for proposed Building Stone Mine  quarry project of Sri Eldho Kuruvilla (ML area = 2.3337 ha)  at Mazhuvannoor Village, Kunnathunadu Taluk, Ernakulam District, Kerala.","ELDHO KURUVILLA","EC Granted","EC",NA
"441",3,"SIA/KL/MIN/167340/2020","1860/EC1/2020/SEIAA","Mr Shibin William Varghese","SHIBIN    WILLIAM   VARGHESE","Delisted","EC",NA
"442",6,"SIA/KL/MIN/195293/2021","1895/EC6/2021/SEIAA","Laterite Building Stone quarry of YOUSUFALI T","LATERITE BUILDING STONE QUARRY OF YOUSUFALI T","WithdrawEC","EC",NA
"443",1,"SIA/KL/MIN/144881/2020","","Laterite Building Stone Quarry","DR M V SASIDHARAN","Delisted","EC",NA
"444",2,"SIA/KL/MIN/145130/2020","1664/EC1/2020/SEIAA","Building Stone Mine ( Quarry, Minor Mineral Mining ) project of M/s Capital Granites at Survey Nos. 2/3 & 3/2 at Shoranur II Village, Ottappalam Taluk, Palakkad District, Kerala for area of 2.4946 hec","M/S CAPITAL GRANITES","EC Granted","EC",NA
"445",4,"SIA/KL/MIN/153380/2020","","Bharathapuzha River Basin Kadavu 1","BHARATHAPUZHA RIVER BASIN","Delisted","EC",NA
"446",5,"SIA/KL/MIN/240229/2021","","Building stone quarry of  Sri.Sabu Thomas","BUILDING STONE QUARRY OF SRI.SABU THOMAS","Delisted","EC",NA
"447",7,"SIA/KL/MIN/275123/2022","2037/EC1/2022/SEIAA","Kottakkal Granite Industries Pvt Ltd","KOTTAKKAL GRANITE INDUSTRIES PRIVATE LIMITED","For further consideration(SEIAA)","EC",NA
"448",8,"SIA/KL/MIN/277892/2022","916/A1/2019/SEIAA","Ordinary Earth of Thambu S","THAMPU SUNDARAN","EC Granted","EC",NA
"449",1,"SIA/KL/MIN/132197/2019","1735/EC4/2019/SEIAA","NAFEESA","NAFEESA","EC Granted","EC",NA
"450",3,"SIA/KL/MIN/194573/2021","1889/EC6/2021/SEIAA","Laterite Building Stone Quarry of Mr. Asees Kadakkadan, Ponmala- Village, Tirur Taluk, Malappuram District","LATERITE BUILDING STONE QUARRY OF MR. ASEES KADAKKADAN","Rejection Letter Granted","EC",NA
"451",8,"SIA/KL/MIN/134156/2019","1698/EC4/2019/SEIAA","Building stone quarry of Sri.Abdurahiman.T","BUILDING STONE QUARRY OF SRI ABDURAHIMAN  T","Delisted","EC",NA
"452",9,"SIA/KL/MIN/134307/2019","1671/EC3/2020/SEIAA","Proposed Granite Building Stone Quarry of Mr. Muhammed Naha Salim","HARITHA CONSULTANTS","EC Granted","EC",NA
"453",10,"SIA/KL/MIN/134774/2020","1646/EC4/2020/SEIAA","Granite Building Stone Quarry Owned by Mr. Muhammed Themeem P C","QUARRY OWNED BY MUHAMMED THEMEEM PC","EC Granted","EC",NA
"454",1,"SIA/KL/MIN/40984/2019","","Granite Bu","MOIDEEN QUARRY UNIT","Delisted","EC",NA
"455",2,"SIA/KL/MIN/127152/2019","1565/EC4/2019/SEIAA","M V Ashok Kumar OE project, Onakkoor Village","ASHOK KUMAR O E PROJECT","Delisted","EC",NA
"456",3,"SIA/KL/MIN/127562/2019","1522/EC3/2019/SEIAA","Maneesh P Mohanan Quarry","MANEESH P   MOHANAN","EC Granted","EC",NA
"457",5,"SIA/KL/MIN/168033/2020","1822/EC4/2020/SEIAA","Granite Building Stone Quarry of Mukundan`","MUKUNDAN C","EC Granted","EC",NA
"458",6,"SIA/KL/MIN/276440/2022","1415(A)/EC2/2019/SEIAA","Proposed building stone quarry of Mr Binoy Jose","HARITHA CONSULTANTS","EC Granted","EC",NA
"459",8,"SIA/KL/MIN/280486/2022","2135/EC2/2022/SEIAA","Granite Building Stone Quarry of N Asokan","HARITHA CONSULTANTS","EC Granted","EC",NA
"460",9,"SIA/KL/MIN/265731/2022","1345/EC2/2019/SEIAA","Juby Stiji","KORAH AND ASSOCIATES CONSULTANTS PRIVATE LIMITED","EC Granted","EC",NA
"461",10,"SIA/KL/MIN/267208/2022","2080/EC2/2022/SEIAA","LATERITE BUILDING STONE QUARRY OF Mr.ERAMU K.M  KOLATHUR VILLAGE KASARAGOD TALUK KASARAGOD DISTRICT","KOLATHUR ERAMU","EC Granted","EC",NA
"462",1,"SIA/KL/MIN/136154/2020","1609/EC1/2020/SEIAA","Granite Building Stone Quarry of Mr. Abdul Vahid","GRANITE BUILDING STONE QUARRY OF MR. ABDUL VAHID. A","EC Granted","EC",NA
