"","X","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"645",3,"SIA/CG/MIN/37394/2019","OL/EC/SANDMINE/DHAMTARI/898","rajpur sand mine","GRAM PANCHAYAT RAJPUR SAND MINE","Delisted","EC",NA
"646",4,"SIA/CG/MIN/227197/2021","","Nardaha Limestone Mine","NARDAHA LIMESTONE MINE  OF PRAKASH BAJAJ","WithdrawEC","EC",NA
"647",6,"SIA/CG/MIN/447010/2023","OL/EC/MIN/BILASPUR/2685","LALWANI BRICK EARTH QUARRY","SUNIL LALWANI","Agenda Uploaded by SEAC","EC",NA
"648",7,"SIA/CG/MIN/48990/2016","","Ghatadwari Stone Mine","MATADIN JAISWAL","Delisted","EC",NA
"649",8,"SIA/CG/MIN/40601/2019","","Pratapgarh Sand Mining Project","GRAM PANCHAYAT PRATAPGARH","Delisted","EC",NA
"650",9,"SIA/CG/MIN/42395/2016","OL/EC/SANDMINE/DHAMTARI/340","Sarangpuri Sand Mine","SARPANCH SARANGPURI","EC Granted","EC",NA
"651",10,"SIA/CG/MIN/35896/2019","","ordinary quarry","ORDINARY STONE","WithdrawEC","EC",NA
"652",1,"SIA/CG/MIN/45232/2019","OL/EC/STONE_MIN/GARIYABAND/980","Barbhata Flagstone Mine","DAIMOND YADU","EC Granted","EC",NA
"653",2,"SIA/CG/MIN/38080/2019","OL/EC/MIN/KANKER/911A","Stone Quarry Village Makdi Singray","BHUPENDRA SINGH VISHWAKARMA","EC Granted - Processed offline","EC",NA
"654",3,"SIA/CG/MIN/41149/2016","OL/EC/LIMESTONE_MINE/JANJGIR-CHAMPA/314","Limestone quarry proponent MS Ravitej project pvt ltd","KIRARI LIME STONE QUARRY","Delisted","EC",NA
"655",4,"SIA/CG/MIN/67248/2017","OL/EC/LIME_STONE/DURG/625","Ruplela Brothers Limestone Mines","RUPRELA BROTHERS","Rejection Letter Granted","EC",NA
"656",5,"SIA/CG/MIN/270623/2022","OL/EC/MIN/JANJGIR_CHAMPA/2009","Hardi Ordinary Stone Mine of M/s. J.S. Infraworks Pvt. Ltd.","JS INFRAWORKS PRIVATE LIMITED","EC Granted","EC",NA
"657",6,"SIA/CG/MIN/416556/2023","OL/EC/MIN/MAHASAMUND/1583","Proposed Achholi Flagstone Mining Project of Shri Relashwar Chandrakar, Shri Mohan Lal Sahu, Shri. Vishnu sahu and Shri Roshan Dewangan in Achholi Flagstone mining Cluster village, Achholi: TEHSIL & District Mahasamund of Chhattisgarh","RALESHWARCHANDRAKAR S/O SHOBHRAMCHANDRAKAR","EC Granted","EC",NA
"658",7,"SIA/CG/MIN/415236/2023","OL/EC/MIN/MAHASAMUND/1595","Achholi Flagstone Mine Cluster Project","SHRI MOHAN LAL SAHU","EC Granted","EC",NA
"659",8,"SIA/CG/MIN/70899/2017","OL/EC/SAND_MINE/JANJGIR_CHAMPA/647","Khorsi Sand Mine","KHORSI SAND MINE","Delisted","EC",NA
"660",9,"SIA/CG/MIN/180833/2020","OL/EC/MIN/BALRAMPUR/1457","Bhelaikhurd Limestone Mine of Mukesh Agrawal","BHELAIKHURD LIMESTONE MINE OF MUKESH AGRAWAL","EC Granted","EC",NA
"661",10,"SIA/CG/IND1/434455/2023","OL/EC/IND1/RAIPUR/2540","M/s. Satyam Steel","GAUTAM PATEL","Rejected by SEIAA","EC",NA
"662",1,"SIA/CG/MIN/445331/2023","OL/EC/MIN/BALODA BAZAAR/2729","Binay Jaiswal","BINAY JAISWAL","Agenda Uploaded by SEAC","EC",NA
"663",6,"SIA/CG/MIN/400731/2022","OL/EC/MIN/KORIYA/2156","Crusher Stone Quarry","HARKESH TIWARI","For further consideration(SEAC)","EC",NA
"664",7,"SIA/CG/MIN/423972/2023","OL/EC/MIN/MAHASAMUND/2357","BIRAJPALI ORDINARY STONE QUARRY","DANVEER SHARMA","Agenda Uploaded by SEAC","EC",NA
"665",8,"SIA/CG/MIN/443493/2023","OL/EC/MIN/BASTAR/2050","Tikanpal Lime Stone Quarry","KARAN BHANUSALI","For further consideration(SEAC)","EC",NA
"666",10,"SIA/CG/MIN/33109/2015","","sarwani brick earth quarry Dhanraj ahuja niwasi kashyap colony bilaspur cg","SARWANI BRICK EARTH QUARRY","Delisted","EC",NA
"667",1,"SIA/CG/MIN/428141/2023","OL/EC/MIN/KORIYA/2403","Chitajhor  Crusher stone Quarry , Area - 0.45 ha(1.11 Acre) , Shri Akshay Chaturvedi","AKSHAY CHATURVEDI","For further consideration(SEAC)","EC",NA
"668",2,"SIA/CG/MIN/449065/2023","OL/EC/MIN/BILASPUR/2703","ATARRA BRICK EARTH QUARRY","ARJUN BHAGTANI","Agenda Uploaded by SEAC","EC",NA
"669",3,"SIA/CG/MIN/53842/2016","OL/EC/SANDMINE/KORIYA/456","dumariya sand quarry","DUMARIYA SAND","EC Granted","EC",NA
"670",5,"SIA/CG/MIN/35696/2019","","Kurud B","GRAM PANCHAYAT KURUD JANPAD PANCHAYAT ARANG","WithdrawEC","EC",NA
"671",6,"SIA/CG/MIN/36672/2017","OL/EC/MIN/RAJNANDGAON/664","Quartzite & Silica sand quarry at Village Bihao bord","GAUTAM CHAND DAKALIYA","EC Granted","EC",NA
"672",7,"SIA/CG/MIN/36797/2019","","Charama Sand Mine (CMO Nagar Panchayat)","NAGAR PANCHAYAT CHARAMA","Delisted","EC",NA
"673",8,"SIA/CG/MIN/150660/2020","OL/EC/MIN/RAJNANDGAON/1277","Kaushliya Devi Chakradhari Era Clay Mine","KAUSHLIYA DEVI CHAKRADHARI","EC Granted","EC",NA
"674",9,"SIA/CG/MIN/63500/2019","OL/EC/LIMESTONE/BASTAR/706","Adivasi Harijan Stone Crusher Co-Operative Society, Baranji","ADIVASI HARIJAN STONE CRUSHER CO-OPERATIVE SOCIETY, BARANJI,(LIMESTONE MINE)","For further consideration(SEAC)","EC",NA
"675",10,"SIA/CG/MIN/212741/2021","OL/EC/SANDMINE/DURG/1668","Bharda sand Mine","BHARDA SAND MINE, AREA 4.90 HA","EC Granted","EC",NA
"676",2,"SIA/CG/MIN/180843/2020","OL/EC/MIN/SURGUJA/1450","Karra Limestone Mine of Virendra Kumar Singh","KARRA LIMESTONE MINE OF VIRENDRA KUMAR SINGH","EC Granted","EC",NA
"677",3,"SIA/CG/MIN/42399/2016","OL/EC/SANDMINE_QUARRY/JANJGIR-CHAMPA/341","Devri Sand Quarry","SARPANCH DEVRI","Delisted","EC",NA
"678",4,"SIA/CG/MIN/42478/2016","OL/EC/LIMESTONE_MINE/RAJNANDGAON/343","Dumardihkala Lime Stone Query-2","SMT SANGEETA DEVI RUNGTA","Delisted","EC",NA
"679",5,"SIA/CG/IND/64605/2017","OL/EC/IND/RAIPUR/597","ISHWAR ISPAT INDUSTRIES PVT LTD","ISHWAR ISPAT INDUSTRIES PVT LTD","EC Granted","EC",NA
"680",9,"SIA/CG/MIN/428086/2023","OL/EC/MIN/MUNGELI/1451","M/s Narmada Minerals (Kirna Dolomite Stone Mine, Partner - Shri Mohan Lal Agrawal)","NARMADA MINERALS","EC Granted","EC",NA
"681",1,"SIA/CG/MIN/155904/2020","","Quarry Plan Village Nisda","PAWAN  CHANDRAKAR","Delisted","EC",NA
"682",2,"SIA/CG/MIN/428184/2023","OL/EC/MIN/SUKMA/2400","Konta Sand Quarry","NAGAR PANCHAYAT KONTA","Agenda Uploaded by SEAC","EC",NA
"683",3,"SIA/CG/NCP/49534/2016","OL/EC/B&C/RAIPUR/393","Harshit Landmark","HARSHIT LANDMARK BY SINGHANIA BUILDCON PVT LTD","EC Granted","EC",NA
"684",4,"SIA/CG/MIN/125977/2019","OL/EC/MIN/KANKER/1026","Mahud Sand Mine of Shaikh Aleemuddin","MAHUD SAND MINE OF SHAIKH ALEEMUDDIN","EC Granted","EC",NA
"685",5,"SIA/CG/MIN/182971/2020","OL/EC/MIN/RAJNANDGAON/1543","Shri Fanendra Kumar Jain","SHRI FANENDRA KUMAR JAIN","Rejection Letter Granted","EC",NA
"686",6,"SIA/CG/IND/37370/2019","OL/EC/IND/RAIPUR/896","Expansion of Steel Plant by Vaswani Industries Limited","VASWANI INDUSTRIES LIMITED","Rejected - Processed offline","EC",NA
"687",8,"SIA/CG/MIN/61961/2017","OL/EC/SAND_MINE/RAJNANDGAON/552","sonesarar sand mines","SACHIV SONESARAR","EC Granted","EC",NA
"688",9,"SIA/CG/MIN/52225/2016","OL/EC/SANDMINE/RAJNANDGAON/432","Dhodiya Sand Mine","SARPACH DHODIYA","EC Granted","EC",NA
"689",10,"SIA/CG/MIN/81546/2021","OL/EC/MIN/RAJNANDGAON/1297","","SAMIR PODDAR","Awaiting EC","EC",NA
"690",1,"SIA/CG/MIN/405088/2022","OL/EC/MIN/DHAMTARI/2177","Devpur Ordinary Stone Quarry Project","KHEMENDRA NATH SAHU","For further consideration(SEAC)","EC",NA
"691",2,"SIA/CG/MIN/453838/2023","","Dhaniram Kanvar","DHANIRAM KANVAR","Pending at PP due to eds","EC",NA
"692",4,"SIA/CG/IND/84533/2018","OL/EC/IND/RAIGARH/750","JAGDAMBA SPONGE PRIVATE LIMITED","JAGDAMBA SPONGE PRIVATE LIMITED","EC Granted","EC",NA
"693",7,"SIA/CG/MIN/48358/2018","OL/EC/MIN/DURG/735D","Sanjay Agrawal Medesara Limestone Mine","SANJAY AGRAWAL MEDESARA LIMESTONE MINE","EC Granted","EC",NA
"694",8,"SIA/CG/MIN/147973/2020","OL/EC/MIN/RAJNANDGAON/1239","Mahendra Sharma Joratarai Limestone Mine","MAHENDRA SHARMA LIME STONE MINE","EC Granted","EC",NA
"695",1,"SIA/CG/MIN/31563/2015","OL/EC/SANDMINE/SURGUJA/39","Kawalgiri sand mining","SARPANCH KAWALGIRI","EC Granted","EC",NA
"696",3,"SIA/CG/MIN/35068/2019","","M/s AMIT KUMAR BELCHANDAN LIMESTONE MINE SIBDI BBALOD CG","AMIT KUMAR BELCHANDAN LIMESTONE MINE SIBDI BALOD CG","Pending at PP due to eds","EC",NA
"697",4,"SIA/CG/MIN/62849/2017","OL/EC/LIME_STONE/DURG/565","Vikas Agrawal
Sahgaon Limestone Mine","VIKASH AGRAWAL","Rejection Letter Granted","EC",NA
"698",5,"SIA/CG/IND/171751/2020","OL/EC/MIN/RAIPUR/1384","SHRIRAM ROLLING MILL","SHRIRAM ROLLING MILL","EC Granted","EC",NA
"699",6,"SIA/CG/MIN/58883/2016","OL/EC/SANDMINE/BALOD/494","Kherud Sand Mine","SARPANCH GRAM PANCHAYAT KHERUD","Rejection Letter Granted","EC",NA
"700",7,"SIA/CG/MIN/31896/2015","OL/EC/SANDMINE/DANTEWADA/80","SAND MINE NAGAR PANCHAYAT DANTEWADA","NAGAR PANCHAYAT DANTEWADA","EC Granted","EC",NA
"701",9,"SIA/CG/MIN/447456/2023","OL/EC/MIN/JASHPUR/2694","Duldula Brick Earth Mine of Dinesh Prasad Gupta","DINESH GUPTA","Agenda Uploaded by SEAC","EC",NA
"702",10,"SIA/CG/MIN/164881/2020","","Singhanpuri Dolomite Stone  Mine of Vikash kumar jain","SINGHANPURI DOLOMITE STONE (LOW GRADE) MINE OF VIKASH KUMAR JAIN","Rejected - Processed offline","EC",NA
"703",1,"SIA/CG/MIN/179556/2020","OL/EC/MIN/SURAJPUR/1426","Tiwaragudi Bricks Earthclay Quarry & Fix chimney Brick Plant","SHRI SANJAY KUMAR SAHU","EC Granted","EC",NA
"704",2,"SIA/CG/MIN/33023/2015","OL/EC/SANDMINE/DHAMTARI/161","Gadadih sand Mine","CMO KURUD","EC Granted","EC",NA
"705",3,"SIA/CG/MIN/33508/2019","OL/EC/IND/KANKER/795","Capacity Expansion from 0.60 to 1.20 MTPA (1.0 MTPA Iron Ore above threshold value (+45% Fe) & 0.20 MTPA below threshold value Mineral (-45% Fe which is Part of Overburden)) & Installation of a new 0.48 MTPA Iron Ore Beneficiation Plant (Primary Dry/Wet) - M/s. Shri Bajrang Power & Ispat Limited","SHRI BAJRANG POWER ISPAT LIMITED","EC Granted","EC",NA
"706",4,"SIA/CG/NCP/72138/2018","OL/EC/NCP/RAIPUR/666","Multistoried Residential and commercial Project","AARTI INFRASTRUCTURE AND BUILDCON LIMITED","Delisted","EC",NA
"707",5,"SIA/CG/MIN/42477/2016","OL/EC/LIMESTONE_MINE/RAJNANDGAON/342","Dumardihkala Lime Stone Query","SMT SANGEETA DEVI RUNGTA","Delisted","EC",NA
"708",7,"SIA/CG/MIN/50140/2016","","Katangpali Dolomite Deposit","ARADHANA PATEL","Delisted","EC",NA
"709",8,"SIA/CG/MIN/219228/2021","OL/EC/MIN/MUNGELI/1754","M/S DANESHAWAR SAHU, BRICK EARTH MINE","DANESHAWAR SAHU BRICK EARTH MINE","EC Granted","EC",NA
"710",10,"SIA/CG/MIN/45984/2019","OL/EC/MIN/BALOD/1003","BHARDAKHURD ORDINARY SAND MINE BALOD CHHATTISGARH (5 Ha)","M/S NITIMA MINERALS DURG CHHATTISGARH","EC Granted","EC",NA
"711",3,"SIA/CG/MIN/56580/2016","","PIPLAWAND LIMESTONE DEPOSIT","UNITECH MINERS","Delisted","EC",NA
"712",4,"SIA/CG/MIN/43949/2019","","Smt. Pushplata Oswal","PUSHPLATA  OSWAL","Pending at PP due to eds","EC",NA
"713",5,"SIA/CG/MIN/35378/2015","OL/EC/STONE_MINE_QUARRY/BASTAR/230","Piplawand Stone Mine Quarry of Shri Ramesh Chhuttani","RAMESH CHHUTTANI","EC Granted","EC",NA
"714",6,"SIA/CG/MIN/221714/2021","OL/EC/MIN/BALRAMPUR/1747","Nawki Ordinary Stone Quarry","NAWKI ORDINARY STONE QUARRY","EC Granted","EC",NA
"715",8,"SIA/CG/MIN/32547/2015","OL/EC/SANDMINE/DURG/127","Hardi Sand Mine","SARPANCH HARDI","EC Granted","EC",NA
"716",9,"SIA/CG/IND/18219/2013","OL/EC/STEEL_&_ POWER/DURG/547","Topworth Steels and Power Private Limited","TOPWORTH STEELS AND POWER PVT LIMITED","EC Granted","EC",NA
"717",10,"SIA/CG/MIS/62100/2017","OL/EC/HOUSING_BOARD_PROJECT/BALOD/554","ATAL VIHAR YOJANA CHITOD BALOD","EE CGHB DHAMTARI","Rejection Letter Granted","EC",NA
"718",3,"SIA/CG/MIN/62666/2017","OL/EC/SAND_MINE/KONDAGAON/560","GRAM PANCHAYAT SINGANPUR
TEHSIL - KESHKAL
DISTRICT - KONDAGAON (CG)","GRAM PANCHAYAT SINGANPUR KONDAGAON","EC Granted","EC",NA
"719",5,"SIA/CG/MIN/226218/2021","OL/EC/MIN/SURGUJA/1791","Sonpurkhurd Bricks Earth Clay Quarry & Fix Chimney Brick Plant","SONPUR KHURD BRICKS","EC Granted","EC",NA
"720",9,"SIA/CG/IND1/404417/2022","OL/EC/IND1/RAIPUR/2168","SRS STEEL & POWER","VIVEK SAHNI","For further consideration(SEAC)","EC",NA
"721",3,"SIA/CG/MIN/35786/2015","","Quartz Mine","ULTIMATE ENVIROLYTICAL SOLUTION","Delisted","EC",NA
"722",5,"SIA/CG/MIN/64497/2017","OL/EC/SAND_MINE/DHAMTARI/590","mudpar sand mine","MUDPAR SAND MINE","EC Granted","EC",NA
"723",6,"SIA/CG/MIN/37416/2019","EL/OC/SANDMINE/RAIPUR/899","Kurud Sand Mine B","KURUD SAND MINE","EC Granted","EC",NA
"724",8,"SIA/CG/MIN/174929/2020","","Kharsura Bricks Earthclay Quarry & Fix Chimney Bricks Plant","KHARSURA BRICKS EARTHCLAY  QUARRY , SHRI RAVINDRA KUMAR JAISWAL , AREA - 2.18 HECT.","Delisted","EC",NA
"725",9,"SIA/CG/MIN/31719/2015","OL/EC/SANDMINE/BILASPUR/54","Ratkhandi Sand Mining","PANCHAYAT SACHIV","EC Granted","EC",NA
"726",1,"SIA/CG/MIN/58102/2016","","solar rocks partner","SOLAR ROCKS PARTNERS","Delisted","EC",NA
"727",6,"SIA/CG/MIN/32839/2015","OL/EC/SANDMINE/DHAMTARI/155","Parkhanda Sand Mine","CMO KURUD","EC Granted","EC",NA
"728",7,"SIA/CG/MIN/226282/2021","OL/EC/MIN/BALRAMPUR/1792","Gopalpur Bricks Earth clay Quarry & Fix Chimney Brick Plant","SHRI RAMKISHUN YADAV","EC Granted","EC",NA
"729",9,"SIA/CG/MIN/38183/2019","OL/EC/MIN/BALODA_BAZAAR/910","Amakoni Limestone Quarry Mine","ASHOK BAJPAYEE","Delisted","EC",NA
"730",10,"SIA/CG/MIS/116563/2019","OL/EC/MIS//RAIPUR/949","Sun and Sun Inframetric Pvt Limited","SUN AND SUN INFRAMETRIC PVT LIMITED","EC Granted - Processed offline","EC",NA
"731",1,"SIA/CG/MIN/261633/2022","","Pendritarai Limestone Quarry","AMRIT KAUR","Delisted","EC",NA
"732",2,"SIA/CG/CMIN/427584/2023","OL/EC/MIN/JANJGIR_CHAMPA/2058","Expansion of coal washery from 0.99 MTPA to 2.48 MTPA at Kanhaibandh, tehsil Janjgir, district Janjgir Champa, Chhattisgarh by Mahavir Coal Washery Private Limited","MAHAVIR COAL WASHERIES PRIVATE LIMITED","EC Granted","EC",NA
"733",4,"SIA/CG/MIN/32724/2015","OL/EC/SANDMINE/JANJGIR-CHAMPA/152","Pithampur sand mine","GRAM  PANCHAYAT PITHAMPUR","EC Granted","EC",NA
"734",5,"SIA/CG/MIS/58269/2016","OL/EC/NCP/RAIPUR/480","WHITE SYMPHONY
by Parthivi Construction Pvt. Limited","PARTHIVI CONSTRUCTION PRIVATE LIMITED","EC Granted","EC",NA
"735",10,"SIA/CG/MIN/212643/2021","OL/EC/SANDMINE/GARIABANDH/1680","gadhidih sand mine","GADHIDIH SAND MINE","EC Granted","EC",NA
"736",1,"SIA/CG/IND/246050/2021","OL/EC/IND/RAIPUR/1878","Nav Durga Ispat Pvt Ltd","NAV DURGA ISPAT PVT LTD.","EC Granted","EC",NA
"737",2,"SIA/CG/MIN/48477/2018","OL/EC/MIN/DURG/710","Ratna Pandey Sahgaon Limestone Mine","RATNA PANDEY MINE","EC Granted","EC",NA
"738",3,"SIA/CG/MIN/48677/2016","OL/EC/MIN/DURUG/539","Bhagat Ram Sahu Nandini Khundini Limestone Mine","BHAGAT RAM SAHU","EC Granted","EC",NA
"739",4,"SIA/CG/MIN/36167/2015","OL/EC/SANDMINE/JASHPUR/252","Sandmining","SACHIVBUDHADAND","EC Granted","EC",NA
"740",5,"SIA/CG/IND/71861/2017","OL/EC/IND/RAIPUR/660","backward Integration of Rolling mill","SARTHAK ISPAT PRIVATE LIMITED","Rejection Letter Granted","EC",NA
"741",6,"SIA/CG/CMIN/66004/2017","","Ruprela Brothers Limestone Mines, Sahegaon.","RUPRELA BROTHERS","WithdrawEC","EC",NA
"742",8,"SIA/CG/MIN/269128/2022","OL/EC/MIN/BALRAMPUR/1999","VIRENDRANAGAR ORDINARY STONE QUARRY","SUBHASH VERMA","EC Granted","EC",NA
"743",9,"SIA/CG/MIN/412376/2023","OL/EC/MIN/RAJNANDGAON/2252","M/s Bharat Builders (Prop – Smt. Shanti Devi)","BHARAT BUILDERS PROP SHANTI DEVI","EC Granted","EC",NA
"744",10,"SIA/CG/MIN/92898/2019","","Berlakala Bricks Earth Quarry","DAYARAM YADAV","Delisted","EC",NA
"745",1,"SIA/CG/MIN/213249/2021","OL/EC/SANDMINE/GARIABANDH/1673","Parsadajoshi Sand Mine (1) of Sankalp Janghel","PARSADAJOSHI SAND MINE - 1 OF SANKALP JANGHEL","EC Granted","EC",NA
"746",2,"SIA/CG/IND/228653/2021","OL/EC/IND/RAIPUR/1814","Expansion of manufacturing capacity of Re-rolled Products through Rolling Mill from 30,000 TPA to 59,400 TPA by  Abhilasha Ispat Udyog","M/S ABHILASHA ISPAT UDYOG","Rejection Letter Granted","EC",NA
"747",3,"SIA/CG/MIN/135213/2020","OL/EC/STONE_MIN/SUKMA/1100","RAMARAM ORDINARY STONE QUARRY","RAMARAM STONE QUARRY","EC Granted","EC",NA
"748",4,"SIA/CG/MIN/145506/2020","OL/EC/MIN/MUNGELI/1207","Bagharra Sand Mine","GANGA PRASAD KASHYAP","EC Granted","EC",NA
"749",5,"SIA/CG/MIN/201008/2021","OL/EC/MIN/KORIYA/1579","Kudeli ordinary stone quarry","KUDELI SAND QUARRY","EC Granted","EC",NA
"750",6,"SIA/CG/MIN/61356/2021","OL/EC/MIN/RAIGARH/1574","Proposed Gudeli Limestone Mining Project;, Area:2.836 Hect.; Production Capacity of Limestone : 170038.13  tonnes Near Village:- Gudeli, Tehsil:- Sarangarh, District:- Raigarh (C.G.).","TULSI BASANT","EC Granted","EC",NA
"751",7,"SIA/CG/MIN/419925/2023","OL/EC/MIN/MAHASAMUND/1608","Sher & Salehbhatha mining Cluster","BRIJLAL DIWAN","Rejection Letter Granted","EC",NA
"752",9,"SIA/CG/MIN/49129/2016","","Amethi Sand Mine","SARPANCH AMETHI","Delisted","EC",NA
"753",10,"SIA/CG/MIN/94962/2019","OL/EC/SANDMINE/MAHASAMUND/774","GRAM PANCHAYAT CHINORI ORDINARY SAND MINE 
TEHSIL - CARAMA
DISTRICT - KANKER
(CHHATTISGARH)","GRAM PANCHAYAT CHINORI ORDINARY SAND MINE KANKER CG","EC Granted","EC",NA
"754",1,"SIA/CG/IND/211530/2021","OL/EC/IND/RAIPUR/1650","Modification in product from existing 57800 TPA Iron Billets into 57800 TPA TMT bar production through proposed hot charging mill unit","RAMA UDYOG PRIVATE LIMITED","EC Granted","EC",NA
"755",3,"SIA/CG/MIN/432560/2023","OL/EC/MIN/KORIYA/2513","Smt. Shobha Choudha (Proprietor of  M/s. Koriya Stone Crusher )","SHOBHA CHOUDHA","For further consideration(SEIAA)","EC",NA
"756",4,"SIA/CG/MIN/449575/2023","","M/s Shelke Construction Pvt. Ltd.","SHELKE CONSTRUCTIONS PRIVATE LIMITED","Under examination of SEIAA","EC",NA
"757",6,"SIA/CG/MIN/147920/2020","OL/EC/MIN/RAJNANDGAON/1247","DUMARDIHKALAN LIMESTONE QUARRY","ARCHANA DAS LIMESTONE QUARRY","EC Granted","EC",NA
"758",1,"SIA/CG/MIN/215024/2021","OL/EC/MIN/BALRAMPUR/1705","Paraswarkala Sand Mine of Ghuran Marawi","GHURAN MARAWI","EC Granted","EC",NA
"759",2,"SIA/CG/MIN/220887/2021","OL/EC/MIN/RAIGARH/1740","barbhauna sand mine","BARBHAUNA SAND MINE","Agenda Uploaded by SEIAA","EC",NA
"760",3,"SIA/CG/MIN/224773/2021","OL/EC/MIN/MUNGELI/1766","Badiyadih Limestone Mine-2","QUARRY PLAN OF BADIYADIH LIMESTONE","Under examination of SEIAA after SEAC","EC",NA
"761",4,"SIA/CG/MIN/136564/2020","OL/EC/SAND_MINE/KANKER/1126","Charama Sand Quarry","KANKER SAND QUARRY","EC Granted","EC",NA
"762",6,"SIA/CG/MIN/258893/2022","OL/EC/MIN/BILASPUR/1952","M s Rashi Steel And Power Limited","RASHI STEEL AND POWER LIMITED","EC Granted","EC",NA
"763",7,"SIA/CG/MIN/441389/2023","OL/EC/MIN/KORBA/2648","Bhilaikhurd Sand Quarry","KHAJANCHI KUMHAR","Under examination of SEIAA after SEAC","EC",NA
"764",8,"SIA/CG/MIN/441939/2023","OL/MODIEC/MIN/MAHASAMUND/1841","Mudhena flagstone quarry, Project Proponant Saroj kumar sahu","SAROJ SAHU","Under examination of SEIAA after SEAC","EC",NA
"765",9,"SIA/CG/MIN/32920/2015","OL/EC/LIMESTONEMINE/BILASPUR/156","Suraiya Bano Limestone Mine","SARKAR MINERAL","EC Granted","EC",NA
"766",1,"SIA/CG/MIN/31981/2015","OL/EC/LIMESTONE/RAIPUR/91","Agrasen Minerals","AGRASEN MINERALS","EC Granted","EC",NA
"767",2,"SIA/CG/MIN/51246/2016","","Sand Quarry, village Lamkeni,
Mahasamund","GRAMPANCHYAT LAMKENI","Delisted","EC",NA
"768",3,"SIA/CG/MIN/149538/2020","OL/EC/MIN/J_CHAMPA/1310","Shri. Ram Prakash Jaiswal","RAM  PRAKASH","EC Granted","EC",NA
"769",6,"SIA/CG/MIN/32470/2015","OL/EC/SANDMINE/BILASPUR/124","GOPALPUR SAND MINE","PANCHAYAT SACHIV","Rejection Letter Granted","EC",NA
"770",7,"SIA/CG/MIN/66541/2021","OL/EC/MIN/KANKER/1761","Bhirod Sand Quarry","BHIROD SAND QUARRY","EC Granted","EC",NA
"771",8,"SIA/CG/MIN/443152/2023","OL/EC/MIN/JANJGIR_CHAMPA/1597","Taraod limestone mine","NEEL SINGH","Agenda Uploaded by SEAC","EC",NA
"772",9,"SIA/CG/MIN/93858/2019","OL/TOR/STONEMINE/KORIYA/771","Mudijhariya Ordinary Stone Quarry","M/S ISMILE TRADERS","EC Granted","EC",NA
"773",1,"SIA/CG/IND/32248/2015","OL/EC/SANDMINE/BALODABAZAR/105","Datrengi Sand Project","SACHIVDATRENGI","EC Granted","EC",NA
"774",2,"SIA/CG/MIN/35501/2015","OL/EC/sand_mine/BALODA_BAZAR/233","Siriyadih Sand Mine","GRAM PANCHAYAT SIRIYADIH","Rejection Letter Granted","EC",NA
"775",10,"SIA/CG/MIN/141855/2020","OL/EC/MIN/BALOD/1166","MULLEGUDA ORDINARY SAND MINE BALOD CG","MULEGUDA SAND MINES BALOD CG","EC Granted","EC",NA
"776",1,"SIA/CG/MIN/41191/2016","OL/EC/SANDMINE/JANJGIR-CHAMPA/316","Hathnevra Sand Quarry","HATHNEVRA GRAM PANCHAYAT","EC Granted","EC",NA
"777",4,"SIA/CG/MIN/191398/2021","OL/EC/MIN/SURGUJA/1508","Amdi Limestone mine of Suraj Prasad Gupta","AMDI LIMESTONE MINE OF  SURAJ PRASAD GUPTA","EC Granted","EC",NA
"778",5,"SIA/CG/MIN/31816/2015","OL/EC/STONEMINE/BALODABAZAR-BHATAPARA/74","","LAXMI MINERALS","EC Granted","EC",NA
"779",6,"SIA/CG/MIN/152124/2020","OL/EC/MIN/RAJNANDGAON/1304","Khairagarh Minerals Baldeopur Limestone Mine","RAHUL MHASKEY","Awaiting EC","EC",NA
"780",7,"SIA/CG/MIN/48549/2018","OL/EC/MIN/DURG/730","Alpa Shrivastava Medesara Limestone Mine","ALPA SHRIVASTAVA MEDESARA LIMESTONE MINE","EC Granted","EC",NA
"781",8,"SIA/CG/MIN/204079/2021","OL/EC/MIN/DURG/1617","Lime Stone Quarry Dhaur","SANGEETA KUMBHKAR","EC Granted","EC",NA
"782",9,"SIA/CG/MIN/245850/2021","OL/EC/MIN/KORIYA/1875","Bade Kaluwa Ordinary Stone Mine of Sandeep Kumar Jaiswal","BADE KALUWA ORDINARY STONE MINE  OF SANDEEP KUMAR JAISWAL","EC Granted","EC",NA
"783",1,"SIA/CG/MIN/179986/2020","OL/EC/MIN/KORBA/1431","Konkona Ordinary Stone Temporary Permit Quarry  (3)	of Dilip Buildcon Limited","KONKONA ORDINARY STONE TEMPORRAY PERMIT QUARRY 3","EC Granted","EC",NA
"784",2,"SIA/CG/MIN/34405/2019","","bidora sand mine","BIDORA SAND MINE","Pending at PP due to eds","EC",NA
"785",4,"SIA/CG/MIN/406445/2022","OL/EC/MIN/BALOD/1605","Kurdi Farshi Pathar Mining Project of Ashwin patel","ASHWIN PATEL","EC Granted","EC",NA
"786",5,"SIA/CG/MIN/446882/2023","OL/EC/MIN/RAIPUR/1849","M/S. Bhagwati Stone  Proprietor Smt. Minki Agrawal","DHANSULI LIMESTONE QUARRY OF M/S. BHAGWATI STONE","Agenda Uploaded by SEAC","EC",NA
"787",6,"SIA/CG/MIN/446464/2023","OL/EC/MIN/BALODA_BAZAR/2708","Umadev Yadav","UMA YADAV","Agenda Uploaded by SEAC","EC",NA
