"","X","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"305",9,"SIA/JH/MIN/44746/2019","EC/SEIAA/2018-19/2236/2019","HATHIGARH STONE MINE","HATHIGARH STONE MINE MS JHARKHAND STONE MINERALS","EC Granted","EC",NA
"306",10,"SIA/JH/MIN/44757/2019","EC/SEIAA/2018-19/2237/2019","POKHARIA STONE MINE","POKHARIA STONE MINE    WILLIAM RITURAJ","EC Granted","EC",NA
"307",1,"SIA/JH/MIN/448904/2023","EC/SEIAA/2023-24/3050/2023","Tasu Stone & Morrum Deposit","SHAMSHAD ANSARI","EC Granted","EC",NA
"308",2,"SIA/JH/MIN/448927/2023","EC/SEIAA/2023-24/3028/2023","LAKHIPAHARI STONE MINE","BIBEKA TIWARY","EC Granted","EC",NA
"309",3,"SIA/JH/MIN/409404/2022","EC/SEIAA/2022-23/2443/2022","Sidpahari Stone Mining Project (4.11 Acre/1.66Ha) at Village – Sidpahari, Anchal: Hiranpur, District - Pakur, (Jharkhand) M/S Lutfal Stone and Granite","M/S   LUTFAL    STONE    AND   GRANITE","EC Granted","EC",NA
"310",4,"SIA/JH/MIN/413701/2023","EC/SEIAA/2022-23/2723/2023","RANO STONE MINE","MUKESH KUMAR","EC Granted","EC",NA
"311",5,"SIA/JH/NCP/74890/2018","EC/SEIAA/2018-19/2100/2018","Construction of Government Medical College and Hospital, Dumka, Jharkhand","JHARKHAND STATE BUILDING CONSTRUCTION CORPORATION LIMITED","EC Granted","EC",NA
"312",6,"SIA/JH/MIN/32235/2015","EC/SEIAA/2015-16/1547/2015","KHAPRAJOLA STONE MINE","MS CRYSTAL CONSULTANTS","Delisted","EC",NA
"313",7,"SIA/JH/MIN/75460/2018","","M/s Jharkhand State Mineral Development Corporation Limited, Proposed Riverbed Sand Mining Project from Chatta River Located at Village –Kudri & Okra, Plot No.-790 Part, 2704, 3262, Khata no.- 55,190,546, Thana-Torpa, District- Khunti, Jharkhand","MS JSMDC RANCHI","Delisted","EC",NA
"314",8,"SIA/JH/CMIN/17590/2016","EC/SEIAA/2016-17/1983/2016","-1","HOD (E&F) (ON BEHALF OF PROJECT)","Delisted","EC",NA
"315",9,"SIA/JH/MIN/446400/2023","EC/SEIAA/2023-24/2967/2023","Kori Brick Clay Deposit","DHANANJAY GUPTA","EC Granted","EC",NA
"316",10,"SIA/JH/MIN/433286/2023","EC/SEIAA2023-24/2865/2023","Ghutiyabara Ashana Stone Deposit","ASIM KUMAR","EC Granted","EC",NA
"317",1,"SIA/JH/MIS/282654/2022","EC/SEIAA/2022-23/2498/2022","Affordable Housing for LIG and EWS “Global Platinum Argora Ranchi”","GLOBAL INFRA","EC Granted","EC",NA
"318",2,"SIA/JH/MIN/282756/2022","EC/SEIAA/2022-23/2641/2022","BRICK SOIL MINING FOR M/S MAA BRICKS IN MOUZA TETEBANDA RAMPUR","NIRMAL SAHU","EC Granted","EC",NA
"319",3,"SIA/JH/IND2/18612/2017","","-1","VHPL","Delisted","EC",NA
"320",4,"SIA/JH/MIN/60875/2016","","TAMANNA STONE WORKS
(Marikuti Stone Mine, 13.31 Ac)","MS CRYSTAL CONSULTANTS","WithdrawEC","EC",NA
"321",5,"SIA/JH/MIN/60876/2016","","BLACK STONE WORKS
(Deshpokharia & Amjhor Stone Mine, 16.93 Ac)","MS CRYSTAL CONSULTANTS","WithdrawEC","EC",NA
"322",6,"SIA/JH/MIN/447170/2023","EC/SEIAA/2023-24/2978/2023","Proposed mining of Brick Clay (Earth) from Sehal Brick Clay Deposit over an area of 1.37 Acres (0.55 ha.), at Khata No. 181; Plot No. 1379(P) at Village -Sehal, Circle - Ghaghra, District – Gumla, Jharkhand for M/s Sona Bricks","NITESH PRAJAPATI","EC Granted","EC",NA
"323",7,"SIA/JH/MIN/448520/2023","EC/SEIAA/2023-24/3067/2023","Simaldhab Stone Mine","AVINASH RANJAN","EC Granted","EC",NA
"324",8,"SIA/JH/MIN/34694/2015","EC/SEIAA/2015-16/1954/2015","DUMBO SAND MINE
(PROP ANIL ORAON)","MS CRYSTAL CONSULTANTS","TransferToDEIAA","EC",NA
"325",9,"SIA/JH/MIN/409008/2022","EC/SEIAA/2022-23/2685/2022","Ulatu Stone Mine","DWARIKA CHOUDHARY","EC Granted","EC",NA
"326",10,"SIA/JH/MIN/65871/2017","EC/SEIAA/2017-18/2057/2017","HAZAM STONE DEPOSIT (15.37Ha)","MS TANGENT CONSTRUCTION INDIA PVT LTD","EC Granted","EC",NA
"327",1,"SIA/JH/MIN/434283/2023","","Borna Stone Mine (3.49Ha.) of Krishna Kumar Saha","KRISHNA SAHA","WithdrawEC","EC",NA
"328",2,"SIA/JH/MIN/448806/2023","EC/SEIAA/2023-24/3012/2023","Brick Soil Mining For M/s Shree Ganpati Bricks","SHRAWAN JAISWAL","EC Granted","EC",NA
"329",3,"SIA/JH/MIN/433131/2023","EC/SEIAA2023-24/2863/2023","Dhubadih Stone Deposit (Area –1.18 Ha or 2.92 Acre)","SURAJ KUMAR","EC Granted","EC",NA
"330",4,"SIA/JH/MIN/443317/2023","EC/SEIAA/2023-24/2944/2023","Margaro Stone Deposit","SHIVAYOGI BALIKAI","EC Granted","EC",NA
"331",5,"SIA/JH/MIN/425210/2023","EC/SEIAA/2023-24/2805/2023","Talpahari Stone Mine","ISHAQUE SHAIKH","EC Granted","EC",NA
"332",6,"SIA/JH/MIN/447180/2023","EC/SEIAA/2023-24/3007/2023","Maa Tara Stone Works","BRIJ SHARMA","EC Granted","EC",NA
"333",7,"SIA/JH/MIN/63927/2017","EC/SEIAA/2016-17/2025/2017","M/s Rajmahal Traders 
Madalo Sand Mine
Area 58.00 acre/ 23.48 Ha","OVERSEAS MIN TECH CONSULTANTS","EC Granted","EC",NA
"334",8,"SIA/JH/INFRA2/403440/2022","EC/SEIAA/2022-23/2657/2022","Residential Building project “Rose Avenue”","SARSWATI CONSULTANCY AND CONSTRUCTION","EC Granted","EC",NA
"335",9,"SIA/JH/MIN/448771/2023","EC/SEIAA/2023-24/3026/2023","M/S RISU BRICKS","VIVEK KUMAR","EC Granted","EC",NA
"336",10,"SIA/JH/MIN/432548/2023","EC/SEIAA2023-24/2856/2023","Raedih Stone Deposit (Area - 2.26 ha)","NILESH RANJAN","EC Granted","EC",NA
"337",1,"SIA/JH/MIN/242413/2021","EC/SEIAA/2021-22/2479/2021","Aguidangra Brick Earth Deposit","KANAK BRICKS","EC Granted","EC",NA
"338",1,"SIA/JH/MIN/429903/2023","EC/SEIAA/2023-24/2845/2023","GASEDAG STONE DEPOSITE","MAA VINDHYAVASINI STONE MINES","EC Granted","EC",NA
"339",2,"SIA/JH/MIN/430452/2023","EC/SEIAA/2023-24/2568/2023","Validation of EC of Kujam I Bauxite Mine (Area- 80.87 ha) with production Capacity of Bauxite 150000 TPA near Villages: Kujam, Dewragini & Chatam, Taluka: Bishunpur, District: Gumla, Jharkhand.","HINDALCO INDUSTRIES LTD JHARKHAND","EC Granted","EC",NA
"340",3,"SIA/JH/IND2/20600/2016","EC/SEIAA/2014-15//2015","PROPOSED BULK LPG STORAGE AND BOTTOLING FACILITY","MR RAMANA KUMAR DEEPALA","EC Granted","EC",NA
"341",4,"SIA/JH/NCP/75825/2018","EC/SEIAA/2018-19/2102/2018","Ashiana Aditya","ASHIANA HOUSING LIMITED","EC Granted","EC",NA
"342",5,"SIA/JH/MIN/444670/2023","EC/SEIAA/2023-24/2922/2023","Production of 45,046 TPA granite gneiss through semi-mechanised opencast mining method with maximum excavation of 46,499 TPA spread over 5.25 acres (2.12 ha.) in village Nawadiha, P.S. Petarwar, district Bokaro, state Jharkhand for M/s Jyoti Minerals","MOHAN JAIN","Rejection Letter Granted","EC",NA
"343",6,"SIA/JH/MIN/78843/2018","","Paharpur Sarkand river sand mines, vill. Paharpur Sarkand, Mouza - 632 P.S. Deoghar, Dist: Deoghar, Jharkhand over an area of 53.25 Ha","JHARKHAND STATE MINERAL DEVELOPMENT CORPORATION","WithdrawEC","EC",NA
"344",7,"SIA/JH/MIN/429134/2023","EC/SEIAA/2023-24/2843/2023","BISODIH STONE DEPOSITE","SANJAY RAY","EC Granted","EC",NA
"345",8,"SIA/JH/MIN/49993/2016","","Malpahari (Plot No.: 226) Stone Mining Project","MADHUCON","Delisted","EC",NA
"346",9,"SIA/JH/MIN/448933/2023","EC/SEIAA/2023-24/3054/2023","MOHANPUR STONE & SOIL  MINE","AJAY PATHAK","EC Granted","EC",NA
"347",10,"SIA/JH/MIN/62596/2017","EC/SEIAA/2016-17/1991/2017","Mundali Stone Deposit 
(Minor Mineral) 8.92  acres/3.61 ha","MS JAI SRIRAM PATHAR UDYOG","EC Granted","EC",NA
"348",1,"SIA/JH/MIN/43983/2019","EC/SEIAA/2018-19/2207/2019","M/s Rajbir Construction Pvt. Ltd.","MS RAJBIR CONSTRUCTION BIR KUMAR AGARWAL","EC Granted","EC",NA
"349",2,"SIA/JH/MIS/58084/2020","","Proposed Residential & Commercial Building belongs to Shekhar Buildcon Pvt. Ltd.","SHEKHAR BUILDCON PVT. LTD.","Delisted","EC",NA
"350",3,"SIA/JH/MIS/185391/2020","","Group Housing Project “Hope Residency”","HOPE RESIDENCY","Delisted","EC",NA
"351",4,"SIA/JH/MIS/283760/2022","EC/SEIAA/2022-23/2620/2022","“Panchmukhi Enclave” by Anaadi Group","RAJIV UPADHYAY","EC Granted","EC",NA
"352",7,"SIA/JH/MIN/282512/2022","EC/SEIAA/2022-23/2608/2022","BRICK SOIL MINING FOR M/S D.K.B. BRICKS IN MOUZA CHAMPADIH","DEVENDRA KUMAR","EC Granted","EC",NA
"353",8,"SIA/JH/MIN/209868/2021","","M/S Aman Bricks","CRYSTAL CONSULTANTS","Delisted","EC",NA
"354",10,"SIA/JH/MIN/443213/2023","EC/SEIAA/2023-24/2736/2023","Kunhara Kalan Stone Deposit","MOHAMMAD ALAM","EC Granted","EC",NA
"355",1,"SIA/JH/MIN/447308/2023","EC/SEIAA/2023-24/3004/2023","Dalmadih Stone Deposit","M/S TIJRAJ BUILDCON","EC Granted","EC",NA
"356",2,"SIA/JH/MIN/67767/2017","","Govindpur Balu Ghat Mining Project","BINDHYAVASINI COMMERCIAL SERVICES PVT. LTD","WithdrawEC","EC",NA
"357",3,"SIA/JH/MIN/429519/2023","EC/SEIAA/2023-24/2827/2023","Markacho Stone Deposit","SANTOSH MEHTA","EC Granted","EC",NA
"358",5,"SIA/JH/MIS/232146/2021","EC/SEIAA/2022-23/2604/2022","SDS Enclave","M/S S.D. SINGH CONSTRUCTION COMPANY PVT LTD","EC Granted","EC",NA
"359",6,"SIA/JH/MIN/228935/2021","EC/SEIAA/2021-22/2438/2021","Bharnia Stone Deposit of M/s Vridhi Construction","M/S VRIDHI CONSTRUCTION","EC Granted","EC",NA
"360",10,"SIA/JH/MIN/43245/2019","EC/SEIAA/2018-19/2176/2019","MANJHLADIH STONE MINE","MS MANMODE MINERALS PVT LTD      SHRI NILU MARIYA AND PARTNER","EC Granted","EC",NA
"361",1,"SIA/JH/MIN/444549/2023","EC/SEIAA/2023-24/2932/2023","Singari Stone Deposit","RAHUL SHAH","EC Granted","EC",NA
"362",2,"SIA/JH/MIN/18063/2013","","Tekrahatu Limestone Mine","SRI BANWARILALL NEWATIA","Delisted","EC",NA
"363",3,"SIA/JH/MIN/62713/2017","","Nildaha Stone Mine
M/s Jamtara Trade","MD. AFTAB ALAM","Delisted","EC",NA
"364",4,"SIA/JH/MIN/412413/2022","EC/SEIAA/2022-23/2705/2023","PANDIASAI STONE BLOCK  (Area - 4.00 Acres or 1.618 Ha)","MANOJ SINGHDEO","EC Granted","EC",NA
"365",5,"SIA/JH/MIN/32187/2015","EC/SEIAA/2015-16/1526/2015","Chalpahar & Patnibona Stone Mine","MS CRYSTAL CONSULTANTS","EC Granted","EC",NA
"366",6,"SIA/JH/CMIN/413519/2023","EC/SEIAA/2022-23/2655/2023","SELECTED DHORI (LOWER) OPEN CAST MINE","CENTRAL COALFIELDS LIMITED","EC Granted","EC",NA
"367",7,"SIA/JH/MIN/447221/2023","EC/SEIAA/2023-24/3048/2023","SADHWADIH STONE MINE","INDU DEVI","EC Granted","EC",NA
"368",8,"SIA/JH/INFRA2/405970/2022","EC/SEIAA/2022-23/2657/2022","Proposed Residential Building","SHREE TRIVENI REALTORS LLP","EC Granted","EC",NA
"369",9,"SIA/JH/MIN/448956/2023","EC/SEIAA/2023-24/3064/2023","Moti Brick Clay Mine","SHRICHAND SAHU","EC Granted","EC",NA
"370",10,"SIA/JH/MIN/448950/2023","EC/SEIAA/2023-24/3070/2023","Tubed Sand Deposit","DHARMENDRA MEHTA","EC Granted","EC",NA
"371",7,"SIA/JH/INFRA2/430244/2023","EC/SEIAA/2023-24/2873/2023","Proposed Commercial Cum Residential “Eminence Mall” & Hospital Project","MORIAS INFRASTRUCTURE PRIVATE LIMITED","EC Granted","EC",NA
"372",8,"SIA/JH/INFRA2/433155/2023","EC/SEIAA/2023-24/2859/2023","SANGRAM SAI TOWNSHIP PHASE 2","Tata Steel Limited","EC Granted","EC",NA
"373",1,"SIA/JH/MIN/183452/2020","","ASIT KUMAR MANDAL STONE MINE","M/S ASIT KUMAR MANDAL STONE MINE","Delisted","EC",NA
"374",2,"SIA/JH/MIN/54315/2019","EC/SEIAA/2020-21/2172/2020","JYOTI PAHARI Kyanite mine","Jharkhand State Mineral Development Corporation Limited","EC Granted","EC",NA
"375",3,"SIA/JH/MIN/214406/2021","EC/SEIAA/2021-22/2371/2021","BABA STONE AND MORUM MINES SHRI UMAKANT PRASAD JAISWAL","BABA STONE AND MORUM MINES OF SHRI UMAKANT PRASAD JAISWAL","EC Granted","EC",NA
"376",4,"SIA/JH/IND/66215/2018","EC/SEIAA/2017-18/2066/2017","Modification-cum expansion of existing Re-Rolling Mill of M/s Saluja Steel & Power (P) Ltd at Mouza- Mohanpur, P.S.- Mahtohdih, Dist.- Gridih, Jharkhand","SALUJASTEELANDPOWERPVTLTD","EC Granted","EC",NA
"377",5,"SIA/JH/MIS/59747/2019","EC/SEIAA/2018-19/2132/2018","New Ranchi High Court Building and Residential Complex","BUILDING CONSTRUCTION DEPARTMENT GOVERMENT OF JHARKHAND RANCHI","EC Granted","EC",NA
"378",6,"SIA/JH/MIN/183344/2020","","Utasara Stone Deposit of M/s Vishwakarma Stone Works","OVERSEAS MIN-TECH CONSULTANTS","Delisted","EC",NA
"379",9,"SIA/JH/MIS/114543/2019","EC/SEIAA/2018-19/2225/2019","Housing Complex under Pradhan Mantri Awas Yojana (urban) [Package B]","ADITYAPUR MUNICIPAL CORPORATION","EC Granted","EC",NA
"380",5,"SIA/JH/MIN/32787/2015","EC/SEIAA/2015-16/1679/2015","KHESHMI STONE MINE
(PROP. SRI KAMAL KUMAR AGARWAL)","MS CRYSTAL CONSULTANTS","EC Granted","EC",NA
"381",6,"SIA/JH/INFRA2/431687/2023","EC/SEIAA/2023-24/2771/2023","Vinayak Square","VIDHI DEVELOPERS PRIVATE LIMITED","EC Granted","EC",NA
"382",7,"SIA/JH/MIN/447251/2023","EC/SEIAA/2023-24/3001/2023","KORAMBE STONE BLOCK","HIRALAL SAHU","EC Granted","EC",NA
"383",8,"SIA/JH/MIN/32365/2015","EC/SEIAA/2015-16/1563/2015","Banspahar Stone Mine
(By M/s Paharia Stone Works)","MS CRYSTAL CONSULTANTS","EC Granted","EC",NA
"384",9,"SIA/JH/MIN/73827/2018","EC/SEIAA/2018-19/2073/2018","SUNDIPUR SAND MINING PROJECT","CRYSTAL CONSULTANTS","EC Granted","EC",NA
"385",10,"SIA/JH/MIN/50684/2016","","Rajesh Kumar Verma","RAJESH KUMAR VERMA","TransferToDEIAA","EC",NA
"386",1,"SIA/JH/MIN/447222/2023","EC/SEIAA/2023-24/3016/2023","M/S Mata Bricks","AWDHESH KUMAR","EC Granted","EC",NA
"387",2,"SIA/JH/MIN/33278/2015","EC/SEIAA/2015-16/1691/2015","KANADIH STONE MINE
(PROP SANTOSH SANGA)","MS CRYSTAL CONSULTANTS","EC Granted","EC",NA
"388",3,"SIA/JH/IND2/442593/2023","SEIAA/2023-24/2737/2023","SHEONARAIN JAISWAL PVT. LTD. (GRAIN BASED DISTILLERY WITH COGENERATION PLANT)","SHEONARAIN JAISWAL PRIVATE LIMITED","EC Granted","EC",NA
"389",4,"SIA/JH/MIN/75798/2018","","Mahuda sand bed over an area of 7.0 Ha at Vill: Mahuda, Bagmara, Dhanbad, Jharkhand","JHARKHAND STATE MINERAL DEVELOPMENT CORPORATION","Delisted","EC",NA
"390",5,"SIA/JH/MIN/35964/2019","EC/SEIAA/2018-19/2107/2018","Kusumghata River Bed Sand Mine of GUMANI River","JHARKHAND  STATE  MINERAL DEVELOPMENT CORPORATION LTD","EC Granted","EC",NA
"391",6,"SIA/JH/MIN/188595/2020","EC/SEIAA/2020-21/2282/2020","“Nimchua Stone Mine” by M/s Popular Stone Works Prop- Shri Jamirul Islam","M/S POPULAR STONE WORKS","EC Granted","EC",NA
"392",7,"SIA/JH/MIS/119413/2019","EC//SEIAA/2018-19/2216/2019","Construction (including structural design) of 665 dwelling units in 19 number of G + 6 blocks (19 Blocks with 35 dwelling units each) at Mohanpur, Deoghar under Pradhan Mantri Awas Yojna (urban) (Pack","CRYSTAL CONSULTANTS","EC Granted","EC",NA
"393",8,"SIA/JH/MIS/287714/2022","EC/SEIAA/2022-23/2575/2022","Proposed Residential Cum Commercial Complex “Symphony City”","CHANDAN SINGH","EC Granted","EC",NA
"394",9,"SIA/JH/MIN/288755/2022","EC/SEIAA/2022-23/2695/2023","Pundri Brick Soil Deposit Ms M.S.C. Bricks","MS M S C BRICKS","EC Granted","EC",NA
"395",10,"SIA/JH/MIN/286719/2022","EC/SEIAA/2022-23/2627/2022","TENTOPOSI STONE DEPOSIT OF AAROHI IMPEX & TRADE LINKS (4.50 ACRES)","ABHISHEK AGARWAL","EC Granted","EC",NA
"396",1,"SIA/JH/MIS/283348/2022","EC/SEIAA/2022-23/2550/2022","“Proposed Residential Complex Samriddhi Park”","ILIKA ESTATES PRIVATE LIMITED","EC Granted","EC",NA
"397",2,"SIA/JH/MIN/127597/2019","EC/SEIAA/2020-21/2299/2021","Brick Soil Mining For M/s Rama Bricks in Mouza Kudlong","CRYSTAL CONSULTANTS","EC Granted","EC",NA
"398",3,"SIA/JH/MIN/222416/2021","EC/SEIAA/2021-22/2395/2021","Murgadanga Stone Deposit Project","M/S SRI GANESH STONE WORKS","Rejection Letter Granted","EC",NA
"399",4,"SIA/JH/MIN/164206/2020","","NASIM ANSARI STONE MINES","NASIM ANSARI STONE MINES","WithdrawEC","EC",NA
"400",5,"SIA/JH/MIN/208446/2021","EC/SEIAA/2021-22/2337/2021","LABAPARA STONE MINE OF SHRI MADHURENDRA JHA","LABAPARA STONE MINE OF SHRI MADHURENDRA JHA","EC Granted","EC",NA
"401",6,"SIA/JH/MIS/115596/2019","EC/SEIAA/2018-19/2131/2019","Proposed Rehabilitation & Resettlement Package for HEC Displaced Persons at Site-1, H.E.C. Area, Aani Dhruwa, Ranchi, Jharkhand by Greater Ranchi Development Agency Limited","GREATER RANCHI DEVELOPMENT AGENCY LIMITED","Deferred by SEAC","EC",NA
"402",7,"SIA/JH/MIN/183418/2020","","Keri Quartzite Deposit of M/s Maa Padmawati Enterprises","OVERSEAS MIN-TECH CONSULTANTS","Delisted","EC",NA
"403",8,"SIA/JH/MIS/283149/2022","EC/SEIAA/2022-23/2552/2022","Residential Apartment Project “SG Exotica”","GAUTAM MODI","EC Granted","EC",NA
"404",10,"SIA/JH/INFRA2/415619/2023","EC/SEIAA/2023-24/2601/2023","Residential Housing Complex “Sky Dale”","MORIAS INFRASTRUCUTE PRIVATE LIMITED","Awaiting EC","EC",NA
"405",1,"SIA/JH/MIN/61666/2017","EC/SEIAA/2016-17/2003/2017","MATKU QUARTZITE MINE","SAFE ENVIRONMENT","EC Granted","EC",NA
"406",2,"SIA/JH/MIN/63878/2017","EC/SEIAA/2016-17/2014/2017","M/s Swastik Traders
Gopalpur Sand Mine","OVERSEAS MIN TECH CONSULTANTS","EC Granted","EC",NA
"407",3,"SIA/JH/MIN/413820/2023","EC/SEIAA/2022-23/2719/2023","Amjhar Stone Deposit","UMESH SAHA","EC Granted","EC",NA
"408",7,"SIA/JH/MIN/42650/2019","EC/SEIAA/2018-19/2218/2019","Sadhwadih Stone Mine (Khata No. 17 & 39) Area 2.79 ha","STONE DEPOSIT OF SADHWADIH BY ASHOK PRASAD AND PARTNER","EC Granted","EC",NA
"409",8,"SIA/JH/MIS/282819/2022","EC/SEIAA/2022-23/2516/2022","Expansion of Group Housing Project Located at Plot No. 2558,2560,2561,2564,2565,2566,2567,2568,2569,2570,2571 &2572 of Khata No 15, 63, 188","NISITH KESHARI","EC Granted","EC",NA
"410",1,"SIA/JH/MIN/436291/2023","","GASEDAG STONE DEPOSIT","SUMIT JAYSWAL","WithdrawEC","EC",NA
"411",2,"SIA/JH/MIN/448925/2023","EC/SEIAA/2023-24/3052/2023","TUNDAHUTU STONE DEPOSIT","SHAILESH SINGH","EC Granted","EC",NA
"412",3,"SIA/JH/MIN/61685/2017","EC/SEIAA/2016-17/1998/2017","Simariya Stone Mine","M/S PAWANPUTRA STONE WORKS","Deferred by SEAC","EC",NA
"413",4,"SIA/JH/CMIN/411426/2022","EC/SEIAA/2023-24/2992/2023","Expansion of Jarangdih Opencast Coal Mine","CENTRAL COALFIELDS LIMITED","EC Granted","EC",NA
"414",5,"SIA/JH/MIN/429266/2023","EC/SEIAA/2023-24/2833/2023","Production of 1,26,543 TPA granite gneiss through semi-mechanised opencast mining method with maximum excavation of 1,34,193 TPA spread over 4.46 acres (1.804 ha.) in village Keliadabar, P.S. Pindrajora, district Bokaro, state Jharkhand for M/s Jyoti Minerals","MOHAN JAIN","EC Granted","EC",NA
"415",6,"SIA/JH/MIN/448647/2023","EC/SEIAA/2023-24/3031/2023","555 BRICKS","JITENDRA SINGH","EC Granted","EC",NA
"416",7,"SIA/JH/MIN/34691/2015","","DUMBO SAND MINE
(PROP ANIL ORAON)","MS CRYSTAL CONSULTANTS","WithdrawEC","EC",NA
"417",8,"SIA/JH/MIN/402787/2022","EC/SEIAA/2023-24/2961/2023","Jhaljamira Stone Block - A","HIRALAL SAHU","EC Granted","EC",NA
"418",9,"SIA/JH/MIN/447428/2023","EC/SEIAA/2023-24/2995/2023","Nari Brick Clay Deposit","UDAY GUPTA","EC Granted","EC",NA
"419",10,"SIA/JH/INFRA2/436878/2023","","Proposed Residential Housing Under Pradhan Mantri Awas Yojna at BHUSUR Site A & B Ranchi Jharkhand. By Jharkhand Urban Infrastructure development Co. Ltd.","JHARKHAND URBAN INFRASTRUCTURE DEVELOPMENT COMPANY LIMITED","Pending at PP due to eds","EC",NA
"420",1,"SIA/JH/MIS/287540/2022","EC/SEIAA/2022-23/2561/2022","“Proposed Multistoried Apartment”","BABITA","EC Granted","EC",NA
"421",2,"SIA/JH/MIN/75880/2018","EC/SEIAA/2018-19/2086/2018","KABRAKALAN SAND MINING PROJECT","CRYSTAL CONSULTANTS","EC Granted","EC",NA
"422",3,"SIA/JH/MIN/32402/2015","EC/SEIAA/2015-16/1561/2015","Deshpokharia & Amjhor Stone Mine
(M/s Black Stone Works)","MS CRYSTAL CONSULTANTS","EC Granted","EC",NA
"423",4,"SIA/JH/MIN/447311/2023","EC/SEIAA/2023-24/2986/2023","VINEET ENTERPRISES  STONE MINE","VINEET KEJRIWAL","EC Granted","EC",NA
"424",5,"SIA/JH/IND1/448941/2023","EC/SEIAA/2023-24/3057/2023","Tasu Stone Mine","AJAY PATHAK","EC Granted","EC",NA
"425",6,"SIA/JH/CMIN/10903/2014","EC/SEIAA/2014-15/460/2014","Rajhara Opencast Project","HOD (E&F) (ON BEHALF OF PROJECT)","EC Granted","EC",NA
"426",7,"SIA/JH/MIN/18088/2014","","Stone mine with crusher","M/S MANDHAN MINERALS CORPORATION","Delisted","EC",NA
"427",8,"SIA/JH/INFRA2/412897/2023","EC/SEIAA/2022-23/2667/2023","Group Housing Project “Garden Vallley” located at Plot No.- 847, 848, 858, 1089,  Khata No.-77, at village- Hesag, Ward No.- 52, Hatia, P.S.- Jagarnathpur, P.S. No.- 247, District- Ranchi, Jharkhand- 834003 by M/s Vinayak Developers and Associates","VINAYAK DEVELOPERS AND ASSOCIATES","EC Granted","EC",NA
"428",9,"SIA/JH/MIN/427601/2023","EC/SEIAA/2023-24/2820/2023","Temrai Stone Deposit (2.72 ha.)","ARUN SINGH","EC Granted","EC",NA
"429",10,"SIA/JH/MIN/61451/2016","","Kurruchattarpur, Katkaiya & Keradih Sand Mining Project located on Sankh River","KURRUCHATTARPUR, KATKAIYA & KERADIH SAND MINING PROJECT","Delisted","EC",NA
"430",1,"SIA/JH/MIN/404537/2022","EC/SEIAA/2022-23/2702/2023","Proposed excavation of 2400 CUM brick earth from Bhandaria brick earth mining by manual mining method from Village - Bhandaria , Thana - Ghatsila, Thana no. - 869, District - East Singhbhum, Jharkhand for M/s Ambey Construction, Proprietor - Partha Pratim Shaw","PARTHA SHAW","EC Granted","EC",NA
"431",2,"SIA/JH/INFRA2/419548/2023","EC/SEIAA/2022-23/2772/2023","Residential and Commercial Project","BINOD SINGH","EC Granted","EC",NA
"432",3,"SIA/JH/MIN/425582/2023","EC/SEIAA/2023-24/2454/2023","SURAIDIH STONE MINE","SURAIDIH STONE MINE OF M/S LAXMI GANESH STONE WORKS","EC Granted","EC",NA
"433",4,"SIA/JH/MIN/436057/2023","EC/SEIAA/2023-24/2893/2023","KUSUMDANGA STONE MINE","KUSUMDANGA STONE MINE OF J.R.L. ENGICON PRIVATE LIMITED , PROPRIETOR- SHRI RAHUL KUMAR SHAH","EC Granted","EC",NA
"434",5,"SIA/JH/MIN/75989/2018","EC/SEIAA/2018-19/2081/2018","JONR SAND MINING PROJECT","CRYSTAL CONSULTANTS","EC Granted","EC",NA
"435",6,"SIA/JH/MIN/428064/2023","EC/SEIAA/2023-24/2819/2023","Jhagrudih Stone Deposit - I (Area 1.210 Hactare)","ARVIND PATHAK","EC Granted","EC",NA
"436",7,"SIA/JH/MIN/406875/2022","EC/SEIAA/2022-23/2687/2022","Lakhibad Stone Deposit Project of M/S Varun Singh Sisodia Pvt. Ltd.","VARUN SINGH","EC Granted","EC",NA
"437",8,"SIA/JH/MIN/439971/2023","EC/SEIAA/2023-24/2994/2023","KASHMAR STONE MINE","ASHISH AGARWAL","EC Granted","EC",NA
"438",9,"SIA/JH/MIN/407867/2022","","Sahara Brick Field","SAHARA BRICKS SAHIBGANJ","Pending at PP due to eds","EC",NA
"439",10,"SIA/JH/MIN/432892/2023","EC/SEIAA/2023-24/2868/2023","BHATONDHA STONE MINE","VIKRAM SINGH","EC Granted","EC",NA
"440",1,"SIA/JH/MIN/2582/2013","EC/SEIAA/2013-14/81/2013","Govindpur sand mine","HOD (E&F) (ON BEHALF OF PROJECT)","Delisted","EC",NA
"441",2,"SIA/JH/MIN/434351/2023","","BORNA STONE MINE (2.731 Ha.) of Krishna Kumar Saha","KRISHNA SAHA","WithdrawEC","EC",NA
"442",3,"SIA/JH/MIN/432426/2023","EC/SEIAA/2023-24/2850/2023","GASEDAG STONE MINE WITH CRUSHER","TRIDEO STONE MINES","EC Granted","EC",NA
"443",4,"SIA/JH/MIN/35155/2019","EC/SEIAA/2018-19/2214/2019","Mahil Stone Deposit","M/S CLASSIC ENGICON PVT. LTD.","EC Granted","EC",NA
"444",5,"SIA/JH/MIS/190477/2020","EC/SEIAA/2020-21/2291/2020.","Panache 99 Building Complex (Residential Building & Commercial Building)","CRYSTAL CONSULTANTS","EC Granted","EC",NA
