,Unnamed: 0,X...,Proposal.No.,File.No.,Project.Name,Company,Proposal.Status,Project.Type,View,Form_Type
15580,15581,5,SIA/RJ/MIN/435839/2023,18923,"Granite Mining Project”, M.L. No:- 71/2022, Ref. No.- 20221000068369",PRIYANKA VYAS,EC Granted,EC,, 
15581,15582,8,SIA/RJ/MIN/409081/2022,17764,"Proposed Granite Mining Project, M.L No.- 22/2022, Area- 1.4329 Ha (Pvt. Land), Ref. No- 20221000063971, Khasra No.- 2956/425 & 2955/425, Near village- Rorda, Tehsil- Girwa (kurabad), Dist.- Udaipur (Raj.) of applicant M/s Shree Pashupati Granite.",SHREE PASHUPATI GRANITE,EC Granted,EC,, 
15582,15583,1,SIA/RJ/MIN/251844/2022,16041,"“Granite Mining Project, M.L.No.14/2021 Reference No. 20211000043305”",KUSHPAL SOLANKI,EC Granted,EC,, 
15583,15584,2,SIA/RJ/MIN/71277/2019,16094,"China Clay (Minor Mineral) Mining Project in Cluster 6” (M.L. No. 31/2013, Area-4.0016Ha.) with Production capacity -84000TPA[Salable Mineral - 75600 TPA & Waste - 8400 TPA]  located Near village – Pateli, Tehsil– Jayal , District– Nagaur  (Rajasthan) by M/s D.M. Mines & Minerals.",SHETAN RAM,EC Granted,EC,, 
15584,15585,3,SIA/RJ/MIN/252355/2022,16022,"Quartz and Feldspar (Minor Mineral) Mining Project” (Reference. No.-20211000033747),M.L.No-20/2021, Area-2.5974Ha.) with Production capacity -103671 TPA (ROM) {Saleable Mineral -62202TPA & Waste-31101TPA}  located Near village –Kareda, Tehsil– Kareda",BHAGWAN CHUNDAWAT,EC Granted,EC,, 
15585,15586,5,SIA/RJ/MIN/90215/2019,,"Asalpur Masonary Stone Mine ML No. 168/1998,Production 99636 TPA.With Crusher Unit (M/s Ritesh Stone Crusher) Unit Production 2000 TPD & Unit Area 2000 Sqm.",MS RITESH STONE CRUSHER,Delisted,EC,, 
15586,15587,6,SIA/RJ/MIN/31886/2019,,"Suliya Granite Mining Project Plot No 05/2018,",SH RAMKARAN GURJAR,Delisted,EC,, 
15587,15588,5,SIA/RJ/MIN/445621/2023,,"Expansion Manakpur LimeStone (Minor Mineral) Mining Project, M.L. No.-74/2001, Area– 2.961128 Ha. Expansion Capacity- FROM 60300 TPA to 250500 TPA (ROM)Near village–  Manakpur, Tehsil–  Nagaur, District–Nagaur, Rajasthan. Owner-Sh.Surja Ram S/O Sh. Kachra Ram",SURJA RAM,Pending at PP due to eds,EC,, 
15588,15589,1,SIA/RJ/MIN/288808/2022,17473,"“Quartz & Feldspar Mining Project, Ref. No.-20221000052040, ML No.-28/2022",GAJANAND MINES,EC Granted,EC,, 
15589,15590,5,SIA/RJ/MIN/56482/2016,,SANDSTONE MINING PROJECT(Q.L NO-579)BHOMIYA JI KA THAN,KRIPRA RAM JI,Under examination of SEIAA - Processed offline,EC,, 
15590,15591,6,SIA/RJ/MIN/57421/2016,,"Quartz & Feldspar Mining Project M.L. No-97/05, M.L. Area 4.995 ha Near Village-Ladi Ka Bas, Tehsil-Neem Ka Thana, District- Sikar (Rajasthan)",SHANTI MEENA,Under examination of SEIAA - Processed offline,EC,, 
15591,15592,7,SIA/RJ/MIN/68264/2019,,Biriyakheri & Rooppura Lime Stone (Dimensional) & Bajri Mine Cluster (Applied for Approval of EIA/EMP and EC),M/S UTTAM STONE MINERAL PVT. LTD,Delisted,EC,, 
15592,15593,8,SIA/RJ/MIN/238465/2021,16890,"“Quartz, Feldspar mining Project, ML No. 15/2021”",LAXMAN SINGH S/O KHUMAN SINGH,Rejection Letter Granted,EC,, 
15593,15594,1,SIA/RJ/MIN/455750/2023,19763,"Proposed Inclusion of Mineral Marble & Enhancement in Production Capacity From Production 16,551 TPA (Rom) To 366,680 TPA(ROM) IN Existing (Non- Operational) Quartz & Feldspar & Marble Mine Project Khasra no. – 1790,1903 & 22 Area- 4.2947 Ha, M.L. No.- 65/2014 , Near village- Sodela-Binol, Tehsil- Rajsamand, Dist.- Rajsamand(Raj) of applicant M/s Mahadev Mines & Minerals",MAHADEV MINES AND MINERALS,Agenda Uploaded by SEIAA,EC,, 
15594,15595,2,SIA/RJ/MIN/455778/2023,,Re-appraisal of Environmental Clearance granted by DEIAA to SEIAA in compliance of MoEF & CC O.M. dated 28.04.2023 & Hon’ble NGT order dated 07.12.2022 of Serpentine Mining Project (M.L.No.24/2010) M/s Shree Karni Marmo,SHRI KARNI MARMO,Pending at PP due to eds,EC,, 
15595,15596,3,SIA/RJ/MIN/457433/2024,19959,"Re-appraisal of EC granted by DEIAA to SEIAA in compliance of MoEF & CC O.M. dated 28.04.2023 &Hon’ble NGT order dated 07.12.2022 of Marble (Minor Mineral) Mining Project, M.L. No.-79/1997, Area– 2.25 Ha., Production Capacity- 3,88,430 TPA, Near village–Dundpuri, Tehsil– Rajgarh, District– Alwar (Rajasthan). In favor of  M/s Shruti Marmo Pvt. Ltd..",SHRUTI MARMO PRIVATE LIMI,Agenda Uploaded by SEIAA,EC,, 
15596,15597,5,SIA/RJ/MIN/41927/2016,,Gunawati Marble Mine ( Q . L .No. 135 ),MS KHINWA NUNU PUSHPA MARBLES,Under examination of SEIAA - Processed offline,EC,, 
15597,15598,6,SIA/RJ/MIN/42753/2016,,"ProposedKala Ghata Masonary Stone Mine, M.L.No. 319/96, N/v- Kala ghata, Tehsil & Dist. Jalore Raj.",MANJU DEVI JI,TransferToDEIAA,EC,, 
15598,15599,7,SIA/RJ/MIN/48897/2016,,QL. NO. 71 DANTALA SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,, 
15599,15600,8,SIA/RJ/MIN/49419/2016,,MANPURA LIMESTONE KHANDA FARSI Q.L. AREA PLOT NO.-221,ANIL TIWARI,Under examination of SEIAA - Processed offline,EC,, 
15600,15601,7,SIA/RJ/MIN/81452/2021,17457,,OM PRAKASH,EC Granted,EC,, 
15601,15602,6,SIA/RJ/MIN/414415/2023,18110,"Granite Mining Project Ref. No.-20221000062176, M.L. No: 108/2022",NIRMALA SOLANKI,EC Granted,EC,, 
15602,15603,7,SIA/RJ/MIN/409886/2022,18034,"Ball clay silica sand mining project, Reference No. 20221000061417",NIMISHA BALARA,EC Granted,EC,, 
15603,15604,8,SIA/RJ/MIN/414978/2023,18119,"Granite Mining Lease M.L.No. 20/2022 (Ref. No. 20221000051249), Area 1.8106 ha. at khasra no. 1791,  near village- Gagera, Tehsil – Hurda & District- Bhilwara (Rajasthan)",SHRI KIRAN GRANITE MINES,EC Granted,EC,, 
15604,15605,1,SIA/RJ/MIN/445256/2023,,"Re Appraisal of EC Granted from DEIAA, Nagaur of “Existing Masonry Stone (Minor Mineral) mining project” [M.L. No.– 176/1991] over an Area of 0.8856 Hectares located Near Village– Loadsar, Tehsil- Ladnun, District- Nagaur (Rajasthan) with Production Capacity– 90,227 TPA by Shri Tara Chand as per MOEFCC OM Dated 28.04.2023.",TARA JAT,WithdrawEC,EC,, 
15605,15606,2,SIA/RJ/INFRA2/445125/2023,832,"Proposed Residential Project “ A-6(a) Statue Circle"" Situated at Plot No. A-6(a), Statue Circle, C-Scheme, Jaipur (Raj.).",AKSHAT APARTMENTS PRIVATE LIMITED,EC Granted,EC,, 
15606,15607,4,SIA/RJ/MIN/423237/2023,18608,Paloda Quartz & Feldspar Applied ML Area (M.L. NO.: 09/2022),GTANCHAND JAIN VARDHAMAN JAIN,EC Granted,EC,, 
15607,15608,5,SIA/RJ/MIN/422664/2023,18447,"GRANITE MINING PROJECT, M.L. No. -52/2019",SITA DEVI W/O DINESH KUMAR GURJAR,EC Granted,EC,, 
15608,15609,6,SIA/RJ/MIN/423431/2023,,"Proposed Masonary Stone Mining Project Khasra no. - 1538,1537/3158 and 1358, Area- 1.00Ha, M.L. No.- 27/2008 ,Near village-Govindgarh, Tehsil- Pisangan, Dist.- Ajmer  (Raj) of applicant  M/s Radhakishan Infra Devlopers Pvt Limited",RADHAKISHAN BENIWAL,WithdrawEC,EC,, 
15609,15610,10,SIA/RJ/MIN/66883/2019,15864,Taswariya Granite Mine Cluster (Applied for Approval of EIA/EMP and EC),M/S NANAK MARBLES PVT. LTD,EC Granted,EC,, 
15610,15611,9,SIA/RJ/MIN/258221/2022,16390,"Udaipur Khurd Granite Applied ML area (M.L. NO.: 69/2021, REF. NO.- 20211000047905)",M/S LIKE GRANITES,EC Granted,EC,, 
15611,15612,1,SIA/RJ/MIN/277976/2022,17175,"Smt. Durga Bai  Masonary StoneMining Project  M.L.No.- 05/2021, Ref. No.- 20211000041882",DURGA BAI,EC Granted,EC,, 
15612,15613,1,SIA/RJ/MIN/454878/2023,,"“Sawar Marble Mine”, Village- Sawar, Tehsil- Kekdi, District- Ajmer , State- Rajasthan, Mining Area-1.5913 Ha.",VIJAY SAINI,Pending at PP due to eds,EC,, 
15613,15614,8,SIA/RJ/MIN/454457/2023,,"Proposed Enhancement in Existing Production Capacity from 13320  TPA (ROM)  to 200000 TPA (ROM) and inclusion of mineral Granite in existing Masonry Stone Mining Project , M.L.No. 110/2005, Area- 1.0 Ha. (Govt. Land) , Khasra No.- 687, Near Village- Parakhiya, Tehsil- Sumerpur Dist.- Pali (Raj.) of applicant Shri Niranjan Maderna S/o Shri Bhuraram Maderna.",NIRANJAN MADERNA,Pending at PP due to eds,EC,, 
15614,15615,1,SIA/RJ/INFRA2/408935/2022,,Test Scenario <1ha FC-A,AMAR SINGH,Pending at PP due to eds,EC,, 
15615,15616,1,SIA/RJ/MIN/251219/2022,16941,"“Sand Stone Mining Project, (QL. No. 118)”",OM PARIHAR,EC Granted,EC,, 
15616,15617,2,SIA/RJ/MIN/251569/2022,16404,"Granite & Masonary Stone Area, Plot No. 70",MUKESH KUMAR JINDAL,EC Granted,EC,, 
15617,15618,3,SIA/RJ/MIN/251327/2022,,Kasti Sand stone Mine,PRITHVI SINGH PANWAR,Delisted,EC,, 
15618,15619,4,SIA/RJ/MIN/252415/2022,16170,M/s Shree Balaji Construction Company,JAGDISH MIL,EC Granted,EC,, 
15619,15620,1,SIA/RJ/MIN/408175/2022,18052,"Kurna Granite Applied ML Area (Ref. No.: 20221000060989, Khasra No.: 3 & 4)",PRAKASH MEGHWAL,EC Granted,EC,, 
15620,15621,2,SIA/RJ/MIN/132843/2019,13338,Bajri Mining Project (Ref. No. 2019100008853),MONICA MEHTA,Delisted,EC,, 
15621,15622,7,SIA/RJ/MIN/51142/2016,,SALARMALA Q.L. AREA PLOT D-147,BHERU LAL,Under examination of SEIAA - Processed offline,EC,, 
15622,15623,9,SIA/RJ/MIN/446892/2023,,"Proposed Project of Bajri, Gravel, Kankar, Murrum, Ball Clay & Silica Sand Mining (Ref. No. 20201000018738, Lease Area: 3.9897ha) Production Capacity 4,24,750 TPA (R.O.M), N/v–Samorkhi, Tehsil –Kolayat, District – Bikaner (Rajasthan) By Sh. Shobhit Daga S/o Sh. Sh. Ram Kumar Daga",SHOBHIT DAGA,Pending at PP due to eds,EC,, 
15623,15624,10,SIA/RJ/MIN/446556/2023,19282,"Proposed “Granite (Minor Mineral) Mining Project” (Ref.No.- 20211000031468, Area-1.4886Ha.) ; Near village –Rajpura, Tehsil- Malpura, District– Tonk (Rajasthan) by Shri Banwari Lal S/o Shri Pusu Ram",BANWARI LAL S/O SHRI PUSA RAM,WithdrawEC,EC,, 
15624,15625,2,SIA/RJ/MIN/451361/2023,19529,"Proposed Quartz and Feldspar Mining Lease (M. L. No. 125/2022, Area 1.0386 ha.) at khasra No. 1076, 1077 & 3292/1070, Near village- Shambhugarh, Tehsil- Asind, District- Bhilwara (Rajasthan)",NIRMAL KANWAR,EC Granted,EC,, 
15625,15626,5,SIA/RJ/INFRA2/433895/2023,,Commercial Project,MS EMERGING ESTATES LLP,WithdrawEC,EC,, 
15626,15627,6,SIA/RJ/MIN/433654/2023,18798,"""Masonry Stone Mining Project, Plot no.-141""",NARAYANSINGH SONIGARA,EC Granted,EC,, 
15627,15628,7,SIA/RJ/MIN/435057/2023,,"PHULIYA KALA MASONRY STONE AND GRANITE PROJECT, M.L. 16/2002",RAFIQ KHAN,Pending at PP due to eds,EC,, 
15628,15629,1,SIA/RJ/MIN/450111/2023,19511,Re-appraisal of Environmental Clearance granted by DEIAA to SEIAA in compliance of MoEF & CC O.M. dated 28.04.2023 & Hon’ble NGT order dated 07.12.2022 of Sand Stone Mining Project (M.L.No.465/2002),STONE SHIPPERS,ADS by SEAC,EC,, 
15629,15630,1,SIA/RJ/MIN/36231/2015,,Banta Quartz & Feldespar Mining Project (ML No. 69/06),MANISHA GUPTA,Under examination of SEIAA - Processed offline,EC,, 
15630,15631,9,SIA/RJ/MIN/443157/2023,19197,"Shri Heera Lal Meena Granite (Minor Mineral) Mining project, over an area 1.5657 Hectare with Proposed Production capacity- 1,54,872 TPA (ROM) , Ref. No. 2019100009435 and total cluster area is 7.8283 hectare of cluster area (Total 6 Mining Project) located Near Village- Doongari Kala, Tehsil- Malpura, & District- Tonk (Rajasthan) -Under Violation",HEERA MEENA,EC Granted,EC,, 
15631,15632,5,SIA/RJ/MIN/438948/2023,,"Existing Granite Mining Project M.L. No. 11/2012 Area-3.0 Ha, Near village-Lakha, Tehsil-Fatehgarh, District-Jaisalmer (Raj.) of applicant M/s Vindhyachal Marbles Pvt. Ltd.",VINDHYACHAL MARBLES PRIVATE LIMITED,Pending at PP due to eds,EC,, 
15632,15633,6,SIA/RJ/MIN/434050/2023,18800,"M/s Rajwadi Enterprises , Sandstone & Khanda (Masonary Stone) mining Project (Plot No. - 58), at Village- Dhaneshwar, Tehsil - Talera, District - Bundi and State- Rajasthan.",VIRENDRA SINGH,EC Granted,EC,, 
15633,15634,5,SIA/RJ/MIN/447641/2023,19370,"M/S Shree Rishi Granites, ML No. 94/2021, Granite Mine  project",SHREE RISHI GRANITES,Agenda Uploaded by SEIAA,EC,, 
15634,15635,6,SIA/RJ/MIN/446644/2023,,"M/s Sharma Marmo Associates Pvt. Ltd., Re-appraisal of Environment Clearance granted by DEIAA to SEIAA in compliance of MoEF & CC O.M. dated 28/04/2023 & Hon’ble NGT order dated 07/12/2022 for Marble Mining Project (M.L. No.19/1996)",SHARMA MARMO ASSOCIATES PRIVATE LIMITED,Pending at PP due to eds,EC,, 
15635,15636,7,SIA/RJ/MIN/446630/2023,19679,"M/s Sharma Marmo Associates Pvt. Ltd., Re-appraisal of Environment Clearance granted by DEIAA to SEIAA in compliance of MoEF & CC O.M. dated 28/04/2023 & Hon’ble NGT order dated 07/12/2022 for Marble Mining Project (M.L. No.14/2010)",SHARMA MARMO ASSOCIATES PRIVATE LIMITED,Agenda Uploaded by SEIAA,EC,, 
15636,15637,1,SIA/RJ/MIN/448851/2023,,"Proposed Enhancement in Existing Production Capacity from 166666 TPA (ROM)  to 500320 TPA (ROM) of Limestone Mining Project , M.L.No. 96/2008, Area- 4.0 Ha. (Govt. & Pvt. Land), Khasra No.- 458, 459, 460 & 465/2, Near Village- Chechat, Tehsil- Ramganjmandi & Dist.- Kota (Raj.) of applicant M/s P.C. Bangur Minerals Ltd.",P.C. BANGUR MINERALS LIMITED,Pending at PP due to eds,EC,, 
15637,15638,2,SIA/RJ/MIN/448421/2023,,"Proposed Iron Ore Mine, ML No. 140/2011",ANURAG JAIN,Pending at PP due to eds,EC,, 
15638,15639,3,SIA/RJ/MIN/448549/2023,,"Re-appraisal of EC granted by DEIAA to SEIAA in compliance of MoEF&CC O.M. dated 28/04/2023 & Hon’ble NGT order dated 07/12/2022 of Yellow Orcher Mining Project, M.L.No.01/1999 of Shri Akshay Gupta, Area – 4.00 Hact.,",AKSHAY GUPTA,Pending at PP due to eds,EC,, 
15639,15640,4,SIA/RJ/MIN/449749/2023,,"Expansion in production capacity From 24,236 TPA(ROM) to 1,32401 TPA (ROM), Quartz ,Feldspar & Granite Mining Project, M.L. No. 58/2011, Area-4.38 Ha,Near Village- Bheru Khera, Tehsil- Deogarh, District- Rajsamand, State-Rajasthan of applicant Shri Mohan Singh S/o Shri  Jodh Singh ji Rawat.",MOHAN CHOUHAN,Pending at PP due to eds,EC,, 
15640,15641,3,SIA/RJ/MIN/187846/2020,14804,"Proposed Sandstone Mining Project;  Q.L.Plot No. 20, Area:- 1800 SQ.M. (Govt. Waste Land); Near village – Bijoliya Khurd-B, Tehsil: Bijoliya, District: Bhilwara (Rajasthan) of M/s. Pink City Commercial Pvt. Ltd",M/S PINK CITY COMMERCIAL PVT. LTD,Delisted,EC,, 
15641,15642,3,SIA/RJ/MIN/40967/2016,,Moti Ka Gol Siliceous Earth Mine (ML 14/10),PRIYANKA,Under examination of SEIAA - Processed offline,EC,, 
15642,15643,4,SIA/RJ/MIN/42150/2016,,MANPURA OLD LIMESTONE KHANDA FARSI Q.L. AREA PLOT NO.-376 A,CHENA RAM,Under examination of SEIAA - Processed offline,EC,, 
15643,15644,5,SIA/RJ/MIN/42174/2016,,manpura old limestone khanda farsi q.l. area plot no.-735,RATANLAL,Under examination of SEIAA - Processed offline,EC,, 
15644,15645,6,SIA/RJ/MIN/49420/2016,,MANPURA OLD LIMESTONE KHANDA FARSI Q.L. AREA PLOT NO.-630,ANIL TIWARI,Under examination of SEIAA - Processed offline,EC,, 
15645,15646,7,SIA/RJ/MIN/50505/2016,F/SEIAA/OLRJEC/2016/3839,QL. NO. 20 KERU SANDSTONE,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,, 
15646,15647,8,SIA/RJ/MIN/50843/2016,,Parewar Silica Sand Mining Project (M.L. No. 169/2013) Area 4.50 Hect.,PUNA,Under examination of SEIAA - Processed offline,EC,, 
15647,15648,9,SIA/RJ/MIN/51172/2016,,SALARMALA Q.L. AREA PLOT NO.- 313,BHERU LAL,Under examination of SEIAA - Processed offline,EC,, 
15648,15649,4,SIA/RJ/MIN/39389/2016,,SANDSTONE MINING PROJECT M.L.NO.-35/05,LAXMAN MEENA,Under examination of SEIAA - Processed offline,EC,, 
15649,15650,5,SIA/RJ/MIN/39759/2016,,"Baniyala Ki Dhani (tan- Mahawa) Quartzite Mine
M.L. No. 170/2004",MS SHRI BALAJI MINERALS,TransferToDEIAA,EC,, 
15650,15651,6,SIA/RJ/MIN/40288/2016,,Quartz & Feldspar Mining Project (ML No.20/2012),SHANKAR LAL TELI,TransferToDEIAA,EC,, 
15651,15652,1,SIA/RJ/MIN/258110/2022,16409,"“Granite Mining Project, Ref No.-20211000034202”",RAJU SONI,EC Granted,EC,, 
15652,15653,2,SIA/RJ/MIN/262884/2022,16628,"Lalji ki Dungri Masonry Stone Mining Project, Plot No 61",CHANDRA PRAKASH,EC Granted,EC,, 
15653,15654,5,SIA/RJ/MIN/451396/2023,19541,Sindru Masonary Stone Mine with Crusher,MANJU,Delisted,EC,, 
15654,15655,4,SIA/RJ/MIN/12765/2015,,Dunkar Marble Mine,ASHOK GUPTA,Under examination of SEIAA - Processed offline,EC,, 
15655,15656,4,SIA/RJ/MIN/82417/2018,17827,,ASSOCIATED SOAPSTONE DISTRIBUTING CO PVT LTD,EC Granted,EC,, 
15656,15657,7,SIA/RJ/MIN/36443/2015,,"Bhalri Khera Mica, Qurtz & Feldspar Mining Project(M.L. No.-157/2003)",BHUDOLIYA MICA MINING PVT LTD,TransferToDEIAA,EC,, 
15657,15658,9,SIA/RJ/MIN/402836/2022,18016,Granite mining lease,NITESH JAIN,WithdrawEC,EC,, 
15658,15659,8,SIA/RJ/MIN/74700/2021,16637,Sand Stone Mining Project,ABHIMANYU PANWAR,EC Granted,EC,, 
15659,15660,10,SIA/RJ/MIN/284447/2022,17371,"Quartz & Feldspar Mining Project, Ref No: 20211000044629, M.L. No. 11/2021 Near Village-Hariyav, Tehsil: Vallabhanagar, District- Udaipur (Raj.) By  M/s Tulsi Minerals C/o Shri Mahaveer Prasad Jain",TULSI MINERALS,EC Granted,EC,, 
15660,15661,5,SIA/RJ/MIN/43102/2019,12661,Radhaballabhpura Bajri Mine ( Ref. No. 2019100008809),SHRI BHANWAR SINGH KAVIA AND SMT LAXMI KANWAR,Delisted,EC,, 
15661,15662,10,SIA/RJ/MIN/404637/2022,18149,Vishnu Dutt Mittal M L no.-Old 136/1988 New 375/1991,VISHNU MITTAL,For further consideration(SEAC),EC,, 
15662,15663,3,SIA/RJ/MIN/412312/2022,,M/s. Shri Balaji Mines & Minerals,SHRI BALAJI MINES AND MINERALS,WithdrawEC,EC,, 
15663,15664,8,SIA/RJ/MIN/269043/2022,16885,"“Masonry Stone Mining Project, Delineated Plot No.-32”",DAGAR INFRASTRUCTURE,EC Granted,EC,, 
15664,15665,3,SIA/RJ/INFRA2/418869/2023,756,Mall cum Multiplex-Hotel Building,PACIFIC DEVELOPMENT CORPORATION LIMITED,EC Granted,EC,, 
15665,15666,5,SIA/RJ/MIN/428587/2023,18637,"Proposed “China Clay (Minor Mineral) Mining Project” (Ref.No.- 20201000016112, Area-1.6371Ha.) ; Near village –Borwa, Tehsil- Jayal, District– Nagaur (Rajasthan) by M/s. Shakun Appliances Private Limited.",SHAKUN APPLIANCES PRIVATE LIMITED,EC Granted,EC,, 
15666,15667,9,SIA/RJ/MIN/456616/2023,,"EC Reappraisal and Expansion  Quartz & Feldspar Mining Lease (M.L. No. 02/1997, Area-4.97039) At Khasra No. 1031/911,911, Near  Village- Tikhi, Tehsil-Deogarh, District-Rajsamand (Raj.) of Neeraj Kumar Mansinghka",NEERAJ MANSINGHKA,Pending at PP due to eds,EC,, 
15667,15668,6,SIA/RJ/MIN/431125/2023,,"Addition of Mining Lease Area of Gap Plot No. 51/2019 (0.4932 ha.) and Plot No. 52/2019 (0.4311 ha.) in Existing Masonry Stone Mining Project with Proposed Crusher Unit having Crushing Capacity of 800 TPD, M.L. No.-127/2004",SARITA JAIN,Pending at PP due to eds,EC,, 
15668,15669,7,SIA/RJ/MIN/431086/2023,,"Existing Masonry Stone Mining Lease ( M.L. No. 267/04, Area- 1.0 Ha) At Khasra No. 1855 Near Village- Kushlawali Dhani, Tehsil- Khetri, Dist. -Jhunjhunu (Raj.) of Shri Kamlesh Kumar Chetani",KAMLESH CHETANI,Pending at PP due to eds,EC,, 
15669,15670,4,SIA/RJ/MIN/53325/2016,,QL. NO. 1839 KERU SANDSTON,UDAIPUR MIN TECH  PVT  LTD,Under examination of SEIAA - Processed offline,EC,, 
15670,15671,5,SIA/RJ/MIN/54568/2016,,"NITISH KUMAR
MASONRY STONE & PATTI KATLA MINING PROJECT [M.L. NO. -70/2002, AREA - 1.0 HA., N/V- NEEM KA THANA, SIKAR, RAJASTHAN]",MS NITISH KUMAR,Under examination of SEIAA - Processed offline,EC,, 
15671,15672,7,SIA/RJ/MIN/428358/2023,18620,"Granite (Minor mineral) Mining Project, M.L. No-15/2021, Area-1.9640 Ha. With Proposed Production capacity-200861 TPA (ROM) & Total Cluster area is 9.9529 Ha. Located at Near Village – Kundwa, Tehsil- Deogarh, District - Rajsamand by  M/S Everest Minerals",RAMESH AGARWAL,EC Granted,EC,, 
15672,15673,3,SIA/RJ/IND2/17527/2015,,Pinnacle Industries,WOLKEM W,Under examination of SEIAA - Processed offline,EC,, 
15673,15674,4,SIA/RJ/MIN/39300/2016,,sawa old ql area (plot no 267),DEVISINGH,Under examination of SEIAA - Processed offline,EC,, 
15674,15675,3,SIA/RJ/MIN/424523/2023,18521,"Masonary Stone STP Mining Project(Ref No.20221000071856, Area-0.9768) At Khasra No. 276 & 277 Near Village - Junejo Ki dhani, Tehsil- Phalodi , District-Jodhpur(Rajasthan)",VRC CONSTRUCTIONS INDIA PRIVATE LIMITED,EC Granted,EC,, 
15675,15676,8,SIA/RJ/MIN/429045/2023,18655,"“Proposed Masonry Stone Mining Project”, Delineated Plot No.- 80,",MAHAVEER SOMANI,Delisted,EC,, 
15676,15677,1,SIA/RJ/MIN/401669/2022,,"“Bharla Tan Nimod” Proposed Masonry Stone Mine, M.L. No- 41/2006, Area- 1.00 Hectare, Near Village- BharlaTan Nimod, Tehsil – Neem ka thana, District – Sikar (Rajasthan) M/s Futuristic Infratech",RAJSINGH KHATANA,Pending at PP due to eds,EC,, 
15677,15678,2,SIA/RJ/MIN/403261/2022,17919,Cluster No. 79 Baghera Granite Mine,SHREE BHUPENDRA SINGH RATHORE S/O SHREE VIRENDRA SINGH RATHORE,EC Granted,EC,, 
15678,15679,6,SIA/RJ/MIN/400852/2022,17572,"M/s Balaji Stone ,Sand stone Mining Project  Ref. No.- 20221000059815 & Q.L No. 16/2022 N/v- Umaji Ka Khera, Tehsil.- Bijoliya, Dist.- Bhilwara (Raj.)",BALAJI STONE,EC Granted,EC,, 
15679,15680,7,SIA/RJ/MIN/401634/2022,,PHULIYA KALA MASONRY STONE AND GRANITE PROJECT,RAFIQ KHAN,Under examination of SEAC,EC,, 
15680,15681,5,SIA/RJ/MIN/451606/2023,19519,"Proposed Granite Mining Project (ML Area- 1.0442 Ha and M.L. No.-160/2022, N/v- Bhagjana, Tehsil– Kareda, District-Bhilwara, (Rajasthan)",JHARANA MAHADEV GRANITES,EC Granted,EC,, 
15681,15682,9,SIA/RJ/MIN/82400/2021,17942,,M/S TIRUPATI EARTH AND PROJECT WORKS PRIVATE LIMITED,EC Granted,EC,, 
15682,15683,10,SIA/RJ/MIS/290821/2022,703,“14 Woodland Park” promoted by Woodland Park Buildcon LLP,WOODLAND PARK BUILDCON LLP.,EC Granted,EC,, 
15683,15684,1,SIA/RJ/MIN/440741/2023,19035,"Proposed Granite Mining Project Ref. No.20221000049954 Area1.9227Ha, Near village-Dhos, Tehsil-Sarwar, District-Ajmer (Raj.) of applicant Shri Avdhesh Bhardwaj S/O Shri Rajendra Prasad Sharma & Co- Applicant Shri Giriraj Sharma S/o Shri Shrinarayan Sharma",AVDHESH BHARDAWAJ,EC Granted,EC,, 
15684,15685,2,SIA/RJ/MIN/441949/2023,19229,"Jethwai  Lime Stone (Flooring)  Mine (Minor Mineral) Mining Project, M.L. No.-   584/2002 , Area– 1.00Ha., Near Village–Jethwai,Tehsil–  Jaisalmer, District– Jaisalmer (Rajasthan).In favour of AMIT KUMAR MEHRA S/O Sh. RAM NARAYAN .",VINAY MEHRA,Agenda Uploaded by SEIAA,EC,, 
15685,15686,4,SIA/RJ/MIN/58571/2018,14647,"Limestone Mine, M.L. No. 195/90",RADHEY CHEMICALS,EC Granted,EC,, 
15686,15687,6,SIA/RJ/INFRA2/455272/2023,857,Proposed Expansion of Manipal Hospital Jaipur,MANIPAL HEALTH ENTERPRISES PRIVATE LIMITED,Agenda Uploaded by SEIAA,EC,, 
15687,15688,7,SIA/RJ/MIN/456055/2023,,"Re-appraisal of Environment Clearance granted by DEIAA to SEIAA in compliance of MoEF & CC O.M. dated 28/04/2023 & Hon’ble NGT order dated 07/12/2022 of Masonary Stone Mining Project (M.L. No. 888/2003), at Village- Dahina, Tehsil – Roopwas, District– Bharatpur, State – Rajasthan.",RAMVEER,Pending at PP due to eds,EC,, 
15688,15689,8,SIA/RJ/MIN/456678/2023,,"M/s Kshetrapal Marble,M.L. No. 22/2007,Re-appraisal of Environment Clearance granted by DEIAA to SEIAA in compliance of MoEF & CC O.M. dated 28/04/2023 & Hon’ble NGT order dated 07/12/2022 of Marble Mining Project",KSHETRAPAL MARBLE,Pending at PP due to eds,EC,, 
15689,15690,1,SIA/RJ/MIN/39880/2016,,"Randhisar Stone Ballast Mine
M.L. No. 52/1990",SHRI YOGESH KUMARA SHRAMA,TransferToDEIAA,EC,, 
15690,15691,2,SIA/RJ/MIN/264202/2022,16529,"EC Expansion for Marble and Masonry Stone Mining Lease (M.L. No 281/04, Area: 4.0 Ha)  at Khasra No.-1672,1673 of Village- Ramkumarpura, Tehsil Khetri, District Jhunjhunu (Rajasthan)",SURESH KUMAR CHOUDHARY,WithdrawEC,EC,, 
