,proposal_no,file_no,proposal_name,state,district,tehsil,date_submission,tor_approval,project_category,company_proponent,status
68,SIA/OR/MIN/29537/2018,To be assigned,"BHATAKALI HILL STONE QUARRY OVER AN AREA 7.145 HA. IN VILLAGE BHATAKALI, UNDER POLASARA TAHASIL OF GANJAM DISTRICT.",Orissa,Ganjam,Chhatrapur,29 Oct 2018, TOR Not Granted Yet,Non-Coal Mining,CHANDRAMA PRADHAN,DelistedD
69,SIA/OR/MIN/29311/2018,29311/27-NCMB1/10-2018,"Dalita Iron & Manganese Mine at Village-Dalita, Tehsil-Koida, District-Sundargarh. Odisha over 22.165 Ha. of mine lease area",Orissa,Sundargarh,Koida,11 Oct 2018,01 Dec 2019,Non-Coal Mining,B C DAGARA,TOR GrantedL
70,SIA/OR/MIN/29280/2018,29280/26-NCMB1/10-2018,"Gonua Iron & Manganese Mine at Village -  Mandajoda, Tehsil-Koida, District-Sundargarh, Odisha over 12.08 Ha. of mine lease area",Orissa,Sundargarh,Koida,11 Oct 2018,01 Dec 2019,Non-Coal Mining,B C DAGARA,TOR GrantedL
71,SIA/OR/IND2/29455/2018,29455/557-IND2/10-2018,"Proposal for production of 1.080 KLD Mahua Flower Based Country Liquor Unit, Main Out Still Liquor Shop, Harbhanga, at Harbhanga, Dist: Boudh",Orissa,Boudh,Harbhanga,09 Oct 2018, TOR Not Granted Yet,Industrial Projects - 2,SRI DANARDAN PARIDA,MoveToTORtoECL
72,SIA/OR/IND2/29362/2018,29362/556-IND2/10-2018,production capacity of 0.810 KLD of country liquor in favour of Saharpada Main O S Shop in village Saharpada of Kendujhar District,Orissa,Kendujhar,Kendujhar Town,04 Oct 2018,14 Dec 2018,Industrial Projects - 2,MANJULA DWIBEDI,TOR GrantedL
73,SIA/OR/IND2/29275/2018,29275/555-IND2/10-2018,produxtion capacity of 1.080 KLD of country liquor in favour of Tikira O S Shop at Village Tikira if tahasil Ghatagaon in Keonjhar district,Orissa,Kendujhar,Ghatgaon,04 Oct 2018, TOR Not Granted Yet,Industrial Projects - 2,MANJULA DWIBEDI,MoveToTORtoECL
74,SIA/OR/IND2/29206/2018,29206/561-IND2/09-2018,Mahua flower based Country Liquor manufacturing unit with Licensed Deck capacity of 3.780 KLD Consisting of 2 X 1.890 KL capacity Stills of Kuarmunda OS Shop.,Orissa,Sundargarh,Biramitrapur,26 Sep 2018, TOR Not Granted Yet,Industrial Projects - 2,SANJAY KUMAR JAISWAL,MoveToTORtoECL
75,SIA/OR/IND2/29201/2018,To be assigned,Mahua flower based Country Liquor manufacturing unit with Licensed Deck capacity of 17.550 KLD (Consisting of 9 X 1.620 KL and 2 X 1.485 KL capacities of Stills) of Rourkela O. S. Shop with distillation center at Kuarmunda.,Orissa,Sundargarh,Biramitrapur,26 Sep 2018, TOR Not Granted Yet,Industrial Projects - 2,SANJAY KUMAR JAISWAL,DelistedD
76,SIA/OR/IND2/29175/2018,29175/530-IND2/09-2018,"474 liters per day production capacity Jangalpadu Main Out Still Shop under parlakhemundi tahasil of Gajapati district, Odisha",Orissa,Gajapati,Parlakhemundi,26 Sep 2018, TOR Not Granted Yet,Industrial Projects - 2,SRI MADHAB PATRO,MoveToTORtoECL
77,SIA/OR/IND2/28971/2018,28971/560-IND2/09-2018,"PRODUCTION OF 1.08 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, TILEIMAL MAIN O S LIQUOR SHOP AT- TILEIMAL, DIST. - BOUDH",Orissa,Boudh,Kantamal,22 Sep 2018, TOR Not Granted Yet,Industrial Projects - 2,KRUSHNA CHANDRA SAHU,MoveToTORtoECL
78,SIA/OR/IND2/28968/2018,28968/559-IND2/09-2018,"PRODUCTION OF 0.81 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, MALIKUD MAIN O S LIQUOR SHOP AT- MALIKUD, DIST. - BOUDH",Orissa,Boudh,Kantamal,22 Sep 2018, TOR Not Granted Yet,Industrial Projects - 2,KRUSHNA CHANDRA SAHU,MoveToTORtoECL
79,SIA/OR/IND/28587/2018,28587/38-IND/09-2018,"PROPOSED PRODUCTION OF M.S ROD-200000 TPA & IRON BILLET- 200000 TPA, AT- SARUA INDUSTRIAL ESTATE, KHORDHA.",Orissa,Khordha,Begunia,22 Sep 2018, TOR Not Granted Yet,Industrial Projects - 1,MS NEW LAXMI STEEL AND POWER PVT LTD,DelistedL
80,SIA/OR/IND2/28962/2018,28962/558-IND2/09-2018,"PRODUCTION OF 1.89 KLD MAHUA FLOWER BASED COUNTRY LIQUOR MANUFACTURE UNIT, KANTAMAL MAIN O S LIQUOR SHOP AT-DEULDUNGURI, KANTAMAL, DIST. - BOUDH",Orissa,Boudh,Kantamal,22 Sep 2018, TOR Not Granted Yet,Industrial Projects - 2,KRUSHNA CHANDRA SAHU,MoveToTORtoECL
81,SIA/OR/IND/28573/2018,28573/37-IND/09-2018,"PROPOSED PRODUCTION OF STEEL STRUCTURE/M.S ROD-200000 TPA & IRON BILLET- 200000 TPA, AT- SARUA INDUSTRIAL ESTATE, KHORDHA.",Orissa,Khordha,Begunia,22 Sep 2018, TOR Not Granted Yet,Industrial Projects - 1,MS NEW LAXMI INDUSTRIES PVT LTD,DelistedL
82,SIA/OR/IND2/29127/2018,29127/554-IND2/09-2018,"Production of 2.43 KLD Mahua Flower Based Country Liquor Manufacturing Unit,  Damodarpur Main Out Still Shop at Bamodarpur Village, Tehsil-Baripada , Dist –Mayurbhanj, Odisha",Orissa,Mayurbhanj,Baripada Sadar,22 Sep 2018, TOR Not Granted Yet,Industrial Projects - 2,NIROJ KUMAR GUPTA,DelistedL
83,SIA/OR/IND2/29145/2018,29145/553-IND2/09-2018,"Production of 1.35 KLD Mahua Flower Based Country Liquor Manufacturing Unit,  Kathasirisi Main Out Still Shop at Karthasirisi Village, Tehsil-Suleipada , Dist –Mayurbhanj, Odisha",Orissa,Mayurbhanj,Suliapada,22 Sep 2018, TOR Not Granted Yet,Industrial Projects - 2,UPENDRA  SINGH,DelistedL
84,SIA/OR/IND2/29144/2018,29144/552-IND2/09-2018,"Production of 1.35 KLD Mahua Flower Based Country Liquor Manufacturing Unit,  Badasahi Main Out Still Shop at Badasahi Village, Tehsil-Badasahi , Dist –Mayurbhanj, Odisha",Orissa,Mayurbhanj,Baripada Sadar,22 Sep 2018, TOR Not Granted Yet,Industrial Projects - 2,SATYABRATA SAHU,MoveToTORtoECL
85,SIA/OR/IND2/29143/2018,29143/551-IND2/09-2018,"Production of 0.810 KLD Mahua Flower Based Country Liquor Manufacturing Unit,  Purunabaripada Main Out Still Shop at Chaturi Village, Tehsil-Gopabandhunagar , Dist –Mayurbhanj, Odisha",Orissa,Mayurbhanj,Baripada Sadar,22 Sep 2018, TOR Not Granted Yet,Industrial Projects - 2,RAJESH KUMAR BEHERA,MoveToTORtoECL
86,SIA/OR/IND2/29142/2018,29142/550-IND2/09-2018,"Production of 1.08 KLD Mahua Flower Based Country Liquor Manufacturing Unit,  Kendua Main Out Still Shop at Kendua Village, Tehsil-Samakhunta , Dist –Mayurbhanj, Odisha",Orissa,Mayurbhanj,Khunta,22 Sep 2018, TOR Not Granted Yet,Industrial Projects - 2,PARAMESWAR SAHU,Rejected - Processed offlineL
87,SIA/OR/IND2/29138/2018,29138/549-IND2/09-2018,"Production of 2.43 KLD Mahua Flower Based Country Liquor Manufacturing Unit,  Betnoti Main Out Still Shop at Sathilo Village, Tehsil-Betnoti , Dist –Mayurbhanj, Odisha",Orissa,Mayurbhanj,Betanati,22 Sep 2018, TOR Not Granted Yet,Industrial Projects - 2,NIROJ KUMAR GUPTA,Rejected - Processed offlineL
88,SIA/OR/IND2/29136/2018,29136/548-IND2/09-2018,"Production of 1.89 KLD Mahua Flower Based Country Liquor Manufacturing Unit,  Swarupvilla Main Out Still Shop at Swarupvilla Village, Tehsil-Baripada, Dist –Mayurbhanj, Odisha",Orissa,Mayurbhanj,Baripada Sadar,22 Sep 2018, TOR Not Granted Yet,Industrial Projects - 2,NIROJ KUMAR GUPTA,MoveToTORtoECL
89,SIA/OR/IND2/29126/2018,29126/547-IND2/09-2018,"Production of 1.35 KLD Mahua Flower Based Country Liquor Manufacturing Unit,  Ragdha Main Out Still Shop at Ragdha Village, Tehsil-Baripada , Dist –Mayurbhanj, Odisha",Orissa,Mayurbhanj,Baripada Sadar,22 Sep 2018, TOR Not Granted Yet,Industrial Projects - 2,NIROJ KUMAR GUPTA,DelistedL
90,SIA/OR/IND2/29072/2018,29072/546-IND2/09-2018,"Production of 1.89 KLD Mahua Flower Based Country Liquor Manufacturing Unit,  Kulgi Main Out Still Shop at Kulgi Village, Tehsil-Bahalda , Dist –Mayurbhanj, Odisha",Orissa,Mayurbhanj,Bahalda,22 Sep 2018, TOR Not Granted Yet,Industrial Projects - 2,MANMATH KUMAR BINDHANI,MoveToTORtoECL
91,SIA/OR/IND2/29048/2018,29048/545-IND2/09-2018,"Production of 0.810 KLD Mahua Flower Based Country Liquor Manufacturing Unit,  Manada Main Out Still Shop at Badmanada  Village, Tehsil-Bisoi , Dist –Mayurbhanj, Odisha",Orissa,Mayurbhanj,Bisoi,22 Sep 2018, TOR Not Granted Yet,Industrial Projects - 2,SUSIL KUMAR SAHU,Rejected - Processed offlineL
92,SIA/OR/IND2/29047/2018,29047/544-IND2/09-2018,"Production of 0.810 KLD Mahua Flower Based Country Liquor Manufacturing Unit,  Kaptipada Main Out Still Shop at Kaladahi Village, Tehsil-Kaptipada , Dist –Mayurbhanj, Odisha",Orissa,Mayurbhanj,Kaptipada,22 Sep 2018, TOR Not Granted Yet,Industrial Projects - 2,ANTARYAMI BEHERA,MoveToTORtoECL
93,SIA/OR/IND2/29046/2018,29046/543-IND2/09-2018,"Production of 1.35 KLD Mahua Flower Based Country Liquor Manufacturing Unit,  Begunadiha Main Out Still Shop at Raidandia Village, Tehsil-Udala , Dist –Mayurbhanj, Odisha",Orissa,Mayurbhanj,Udala,22 Sep 2018, TOR Not Granted Yet,Industrial Projects - 2,ANTARYAMI BEHERA,MoveToTORtoECL
94,SIA/OR/IND2/29041/2018,29041/542-IND2/09-2018,"Production of 0.54 KLD Mahua Flower Based Country Liquor Manufacturing Unit,  Badadalima Main Out Still Shop at Badadalima Village, Tehsil-Tiring , Dist –Mayurbhanj, Odisha",Orissa,Mayurbhanj,Tiringi,22 Sep 2018, TOR Not Granted Yet,Industrial Projects - 2,MANAS KUMAR MOHANTY,MoveToTORtoECL
95,SIA/OR/IND2/29039/2018,29039/541-IND2/09-2018,"Production of 0.540 KLD Mahua Flower Based Country Liquor Manufacturing Unit,  Mankadpada Main Out Still Shop at Gayalamara Village, Tehsil-Udala , Dist –Mayurbhanj, Odisha",Orissa,Mayurbhanj,Udala,22 Sep 2018, TOR Not Granted Yet,Industrial Projects - 2,MANAS KUMAR MOHANTY,MoveToTORtoECL
96,SIA/OR/IND2/29038/2018,29038/540-IND2/09-2018,"Production of 2.16 KLD Mahua Flower Based Country Liquor Manufacturing Unit,  Chitrada Main Out Still Shop at Purunapani Village, Tehsil- Muruda , Dist –Mayurbhanj, Odisha",Orissa,Mayurbhanj,Muruda,22 Sep 2018, TOR Not Granted Yet,Industrial Projects - 2,MANAS KUMAR MOHANTY,MoveToTORtoECL
97,SIA/OR/IND2/29028/2018,29028/539-IND2/09-2018,"Production of 1.89 KLD Mahua Flower Based Country Liquor Manufacturing Unit,  Rasgobindapur Main Out Still Shop at Dahisahi Village, Tehsil-Rasgobindapur , Dist –Mayurbhanj, Odisha",Orissa,Mayurbhanj,Rasagobindapur,22 Sep 2018, TOR Not Granted Yet,Industrial Projects - 2,KALPANA PUSTI,MoveToTORtoECL
98,SIA/OR/IND2/29027/2018,29027/538-IND2/09-2018,"Production of 2.7 KLD Mahua Flower Based Country Liquor Manufacturing Unit,  Jugpura Main Out Still Shop at Nimuhan Village, Tehsil-Betnoti , Dist –Mayurbhanj, Odisha",Orissa,Mayurbhanj,Betanati,22 Sep 2018, TOR Not Granted Yet,Industrial Projects - 2,KALPANA PUSTI,MoveToTORtoECL
99,SIA/OR/IND2/29067/2018,29067/537-IND2/09-2018,"Production of 2.70 KLD Mahua Flower Based Country Liquor Manufacturing Unit,  Joshipur Main Out Still Shop at Jashipur Village, Tehsil-Jashipur , Dist –Mayurbhanj, Odisha",Orissa,Mayurbhanj,Jashipur,22 Sep 2018, TOR Not Granted Yet,Industrial Projects - 2,NARENDRA KUMAR GUPTA,DelistedL
100,SIA/OR/IND2/28435/2018,28435/536-IND2/09-2018,"Production of 1.620 KLD Mahua Flower Based Country Liquor Manufacturing Unit,  Singda Main Out Still Shop at Singda Village, Tehsil-Karanjia , Dist –Mayurbhanj, Odisha",Orissa,Mayurbhanj,Karanjia,22 Sep 2018, TOR Not Granted Yet,Industrial Projects - 2,NARENDRA KUMAR GUPTA,DelistedL
