,proposal_no,file_no,proposal_name,state,district,tehsil,date_submission,tor_approval,project_category,company_proponent,status
81,SIA/OR/MIN/51895/2020,To be assigned,"Badnuagaon Brick Earth Quarry over an area of 2.472 Ha. of M/s S. R. Bricks for production of 2,800 CuM per Annum of Brick Earth for manufacturing of Bricks.",Orissa,Sundargarh,Rajagangapur,03 Mar 2020, TOR Not Granted Yet,Non-Coal Mining,S R BRICKS,DelistedD
82,SIA/OR/MIN/51761/2020,51761/19-MINB1/02-2020,"Enhancement in Production of Iron ore from 0.5 million TPA to 1 million TPA ROM & setting up two mobile crushing units of 150 TPH each & two mobile screening units of 150 TPH each in Raikela Iron Ore Mines over an area of 45.932 ha. of M/s National Enterprises in village- Raikela under Tehsil- Koida, Subdivision- Bonai in Sundargarh district of Odisha",Orissa,Sundargarh,Koida,29 Feb 2020,16 Jul 2020,Non-Coal Mining,NATIONAL  ENTERPRISES,TOR GrantedL
83,SIA/OR/IND2/51535/2020,51535/90-IND2/02-2020,Production of 540 ltrs per day of country liquor (max.) production at Dapala village in Kantamal Tahasil in the district of Boudh of Odisha State.,Orissa,Boudh,Kantamal,25 Feb 2020,01 Jan 1900,Industrial Projects - 2,SMT MIRA DEVI,TOR GrantedL
84,SIA/OR/IND2/51532/2020,51532/89-IND2/02-2020,Production of 1350 ltrs per day of country liquor (max.) production at Kusanga village in Harabhanga Tahasil in the district of Boudh of Odisha State.,Orissa,Boudh,Harbhanga,25 Feb 2020,01 Jan 1900,Industrial Projects - 2,SMT MIRA DEVI,TOR GrantedL
85,SIA/OR/IND2/51476/2020,51476/91-IND2/02-2020,"PRODUCTION OF1.0 KLD MAHUA FLOWER BASED OUT STILL COUNTRY LIQUOR MANUFACTURING UNIT, MAIN O S LIQUOR SHOP, NIMAKHANDI, AT/P.O-NIMAKHANDI PENTHA,P.S/TAHASIL: DIGAPAHANDI, DIST. - GANJAM OF LICENSEE SRI SIMANCHALA SAHU.",Orissa,Ganjam,Digapahandi,23 Feb 2020,01 Jan 1900,Industrial Projects - 2,SRI SIMANCHALA SAHU,TOR GrantedL
86,SIA/OR/IND2/51267/2020,51267/88-IND2/02-2020,Production of 4428 ltrs per day of country liquor (max.) production at Chandanbada village under Chikiti Tahsil in the district of Ganjam of Odisha State.,Orissa,Ganjam,Golanthara,19 Feb 2020,01 Jul 2020,Industrial Projects - 2,M BALA RAJU,TOR GrantedL
87,SIA/OR/IND2/51244/2020,51244/87-IND2/02-2020,Production of 6792 ltrs per day of country liquor (max.) production at Jaleswarpur village under Berhampur Tahsil in the district of Ganjam of Odisha State.,Orissa,Ganjam,Brahmapur Sadar,18 Feb 2020,01 Jul 2020,Industrial Projects - 2,BHASKAR SAHU,TOR GrantedL
88,SIA/OR/IND2/51192/2020,51192/86-IND2/02-2020,Production of 5532 ltrs per day of country liquor (max.) production at Mahuda village under Kukudakhandi Tahsil in the district of Ganjam of Odisha State.,Orissa,Ganjam,Brahmapur Sadar,17 Feb 2020,01 Jul 2020,Industrial Projects - 2,SRI DUSMANTHA KUMAR PALAI,TOR GrantedL
89,SIA/OR/IND2/51148/2020,51148/85-IND2/02-2020,Production of 2532 ltrs per day of country liquor (max.) production at Hatipada village under Kanisi Tahsil in the district of Ganjam of Odisha State.,Orissa,Ganjam,Golanthara,17 Feb 2020,01 Jul 2020,Industrial Projects - 2,R HERAMBA REDDY,TOR GrantedL
90,SIA/OR/IND2/51147/2020,51147/84-IND2/02-2020,Production of 8850 ltrs per day of country liquor (max.) production at Haripur village under Chikiti Tahsil in the district of Ganjam of Odisha State.,Orissa,Ganjam,Golanthara,17 Feb 2020,01 Jul 2020,Industrial Projects - 2,E JAGADISWAR RAO,TOR GrantedL
91,SIA/OR/IND2/51141/2020,51141/83-IND2/02-2020,Production of 1644 ltrs per day of country liquor (max.) production at Podamari village under Sanakhemundi Tahsil in the district of Ganjam of Odisha State.,Orissa,Ganjam,Digapahandi,16 Feb 2020,01 Jul 2020,Industrial Projects - 2,SRI TRINATH SAHU,TOR GrantedL
92,SIA/OR/IND2/51140/2020,51140/82-IND2/02-2020,Production of 2022 ltrs per day of country liquor (max.) production at Lunilathi (Pattapur) village under Digapahandi Tahsil in the district of Ganjam of Odisha State.,Orissa,Ganjam,Patapur,16 Feb 2020,01 Jan 1900,Industrial Projects - 2,BARUN  PRADHAN,TOR GrantedL
93,SIA/OR/IND2/51137/2020,51137/81-IND2/02-2020,"Production of 1.896 KLD of country liquor from the manufacturing unit of Baradi O.S. Shop of Sri Rajendra Kumar Sahu located at Baradi under Saroda Tahsil of Ganjam district, Odisha",Orissa,Ganjam,Surada,16 Feb 2020,01 Jan 1900,Industrial Projects - 2,SRI RAJENDRA KUMAR SAHU,TOR GrantedL
94,SIA/OR/IND2/51129/2020,51129/80-IND2/02-2020,"Production of 2.370 KLD of country liquor from the manufacturing unit of Khallikote O.S. Shop of Smt. Geetanjali Bisoi located at Khalikote of Ganjam district, Odisha.",Orissa,Ganjam,Khalikote,16 Feb 2020,01 Jul 2020,Industrial Projects - 2,GEETANJALI BISOI,TOR GrantedL
95,SIA/OR/IND2/51126/2020,To be assigned,"Production of 4.428 KLD of country liquor from manufacturing unit of Chandanabada O.S. Shop of Sri M. Tulasaya located at Chandanabada under Chikiti Tahsil of Ganjam district, Odisha,",Orissa,Ganjam,Golanthara,16 Feb 2020, TOR Not Granted Yet,Industrial Projects - 2,SRI M TULASAYA,DelistedD
96,SIA/OR/IND2/51125/2020,51125/79-IND2/02-2020,"Production of 2.370 KLD of country liquor from the manufacturing unit of Kalabada O.S. Shop of Sri B Mohan Rao located at Kalabada under Chikiti Tahsil of Ganjam district, Odisha",Orissa,Ganjam,Digapahandi,15 Feb 2020,01 Jul 2020,Industrial Projects - 2,SRI B MOHAN RAO,TOR GrantedL
97,SIA/OR/MIN/39776/2019,39776/04-MINB1/02-2020,"TENTUAPADA SAND QUARRY (5.66 Ha.), At- Tentuapada, Tahasil- Digapahandi, Ganjam",Orissa,Ganjam,Digapahandi,15 Feb 2020,01 Jan 1900,Non-Coal Mining,PRAVA RANJAN MISHRA,TOR GrantedL
98,SIA/OR/IND2/51092/2020,51092/78-IND2/02-2020,"Production of 4.74 KLD of country liquor from the manufacturing unit of New Anantei O.S. Shop of Sri Sisir Kumar Bisoi located at Anantei under Kukudakhandi Tahsil of Ganjam district, Odisha",Orissa,Ganjam,Brahmapur Sadar,15 Feb 2020,01 Jul 2020,Industrial Projects - 2,SISIR KMAR BISHOYI,TOR GrantedL
99,SIA/OR/IND2/51090/2020,51090/77-IND2/02-2020,"Production of 3.318 KLD of country liquor from the manufacturing unit of Dengapadar O.S. Shop of Smt. Tapoi Mallik located at Dengapadar of Ganjam district, Odisha",Orissa,Ganjam,Brahmapur Sadar,15 Feb 2020,01 Jul 2020,Industrial Projects - 2,TOPAI MALLIK,TOR GrantedL
100,SIA/OR/IND2/51059/2020,51059/76-IND2/02-2020,"Production of 2.532 KLD of country liquor from the manufacturing unit of Badakushasthali O.S. Shop of Sri G. Guru Prasad Reddy located at Badakushasthali under Narendrapur P.S. of Ganjam district, Odisha,",Orissa,Ganjam,Brahmapur Sadar,14 Feb 2020,01 Jan 1900,Industrial Projects - 2,G GURU PRASAD REDDY,TOR GrantedL
