,proposal_no,file_no,proposal_name,state,district,tehsil,date_submission,tor_approval,project_category,company_proponent,status
72,SIA/OR/MIN/77733/2022,77733/266-MINB1/06-2022,"Marjitapur Sand Quarry over an area of 12.50acres or 5.058 ha in village Marjitapur, Tahasil- Dharmasala in Jajpur district, Odisha",Orissa,,,07-Jun-22,29-Jul-22,Non-Coal Mining,JAYANTA JENA,TOR GrantedL
73,SIA/OR/MIN/77894/2022,77894/267-MINB1/06-2022,New proposed project of Bholasingi Sand Quarry with proposed excavation of 4500 CUM/year of sand of Tahasildar Chikiti having an area of 6.437 Ha,Orissa,,,07-Jun-22,18-Jan-23,Non-Coal Mining,TAHASILDAR CHIKITI,TOR GrantedL
74,SIA/OR/MIN/77884/2022,77884/268-MINB1/06-2022,"Dhunkapada Stone Quarry over an area of 17.968 acres or 7.271 hectares bearing Khata No. 1382, Plot No. 5896, 5897 & 5898 in the village Dhunkapada, Tahasil Polasara, District Ganjam, State Odisha.",Orissa,,,07-Jun-22,01-Jan-00,Non-Coal Mining,PADMALOCHAN BISWAL,TOR GrantedL
75,SIA/OR/MIN/77787/2022,77787/264-MINB1/06-2022,"Lahandabud Sand Quarries Over 32.00 Ac Or 12.949 Ha In village Lahandabud under Jharsuguda Tahasil of Jharsuguda District, Odisha",Orissa,,,06-Jun-22,01-Jan-00,Non-Coal Mining,TAHASILDAR JHARSUGUDA ( ON BEHALF OF SUCCESSFUL BIDDER),TOR GrantedL
76,SIA/OR/MIN/77689/2022,77689/265-MINB1/06-2022,"Katikela Sand Quarries, Cluster-2 (Constitute of Katikela sand Quarry C & D)  Over 35.00 Ac Or 14.164 Ha In village Katikela under Jharsuguda Tahasil of Jharsuguda District, Odisha",Orissa,,,06-Jun-22,01-Jan-00,Non-Coal Mining,TAHASILDAR JHARSUGUDA ( ON BEHALF OF SUCCESSFUL BIDDER),TOR GrantedL
77,SIA/OR/MIN/77658/2022,77658/262-MINB1/06-2022,"Katikela Sand Quarries, Cluster-1 (Constitute of Katikela sand Quarries A & B)  Over an area 30.50 Ac Or 12.343 Ha In village Katikela Under Jharsuguda Tahasil of Jharsuguda District, Odisha",Orissa,,,04-Jun-22,01-Jan-00,Non-Coal Mining,TAHASILDAR JHARSUGUDA ( ON BEHALF OF SUCCESSFUL BIDDER),TOR GrantedL
78,SIA/OR/MIN/72488/2022,72488/263-MINB1/06-2022,"Irpiguda Stone Quarry over an area of 31.431 acres or 12.720 hectares bearing Khata no. 60, Plot no. 343 in Irpiguda village of Balliguda Tahasil, District Kandhamal Sate Odisha",Orissa,,,04-Jun-22,01-Jan-00,Non-Coal Mining,TAHASILDAR BALLIGUDA,TOR GrantedL
79,SIA/OR/MIN/77700/2022,77700/260-MINB1/06-2022,"Kusumi Stone Quarry over an area of 2.965 Acers or 1.199 hectares bearing Khata No. 325, Plot No. 166 in the village Kusumi, Tahasil Kukudakhandi in District Ganjam, State Odisha submitted under cluster approach with total cluster area 11.139 Hectares with consisting of 5 stone quarries.",Orissa,,,02-Jun-22,01-Jan-00,Non-Coal Mining,SWAPNA BEHERA,TOR GrantedL
80,SIA/OR/MIN/77694/2022,77694/261-MINB1/06-2022,"Kusumi Stone Quarry over an area of 6.110 Acers or 2.472 hectares bearing Khata No. 325, Plot No. 147 in the village Kusumi, Tahasil Kukudakhandi in District Kukudakhandi, State Odisha submitted under cluster approach with total cluster area 11.139 Hectares with consisting of 5 stone quarries.",Orissa,,,02-Jun-22,01-Jan-00,Non-Coal Mining,SWAPNA BEHERA,TOR GrantedL
81,SIA/OR/MIN/77506/2022,77506/257-MINB1/05-2022,"Uppalada Stone Quarry - IV over an area of 4.928ha./12.177Ac.  (submitted under cluster approach of total area -39.811ha.) located in village - Uppalada, Tahasil- Paralakhemundi in Gajapati district of Odisha.",Orissa,,,30-May-22,01-Jan-00,Non-Coal Mining,GOPAL ANNI,TOR GrantedL
82,SIA/OR/MIN/77499/2022,77499/258-MINB1/05-2022,"Uppalada Stone Quarry - VIII over an area of 5.90ha./14.578Ac. (submitted under cluster approach of total area -39.811ha.) located in village - Uppalada, Tahasil- Paralakhemundi in Gajapati district of Odisha.",Orissa,,,30-May-22,01-Jan-00,Non-Coal Mining,KOMALI GUNNA,TOR GrantedL
83,SIA/OR/MIN/77479/2022,77479/259-MINB1/05-2022,"Uppalada Stone Quarry - IX over an area of 4.750ha./11.737Ac. (submitted under cluster approach of total area -39.811ha.) located in village - Uppalada, Tahasil- Paralakhemundi in Gajapati district of Odisha.",Orissa,,,30-May-22,01-Jan-00,Non-Coal Mining,JAGANBABU JILLUDIMUDI,TOR GrantedL
84,SIA/OR/CMIN/77309/2022,77309/29-CMIN/05-2022,"Environment Clearance for Additional 2.4 MTPA of Coal Washery unit in the existing Coal Crushing and Screening Plant of capacity 2.4 MTPA at Village - Remuan, Tehsil – Talcher, District – Angul, Odisha by M/s K R Enterprises.",Orissa,,,27-May-22, TOR Not Granted Yet,Coal Mining,K R ENTERPRISES,Agenda Uploaded by SEIAAL
85,SIA/OR/MIN/77341/2022,To be assigned,"Uppalada Stone Quarry- IV over an area of 4.928 Ha. / 12.177 Acre submitted under cluster approach of (Uppalada Stone Quarry – I,II, III, IV,V, VIII, IX) is a stone mining project over total area of 38.811 Ha. located in village - Uppalada, Tahasil - Paralakhemundi in District - Gajapati of Odisha in favor of the Lessee Sri anni Gopal Rao",Orissa,,,27-May-22, TOR Not Granted Yet,Non-Coal Mining,GOPAL ANNI,WithdrawTORL
86,SIA/OR/MIN/68477/2021,68477/256-MINB1/05-2022,"Uppalada Stone Quarry under cluster approach (Uppalada Stone Quarry – II, III, IV, VIII, IX) is a stone mining project over an area of 30.421 Ha. / 75.171 acres located in village - Uppalada, Tahasil - Paralakhemundi in District - Gajapati of Odisha.",Orissa,Gajapati,Parlakhemundi,27-May-22, TOR Not Granted Yet,Non-Coal Mining,"TAHSILDAR, PARALAKHEMUNDI",Rejection Letter GrantedL
87,SIA/OR/MIS/77289/2022,77289/12-MIS-V/05-2022,Regularization of existing Lower Basement + Upper Basement + Ground+ 5th storied Multi specialty Hospital & one Ground + 6th  storied Diagnostic Center,Orissa,,,26-May-22,18-Jan-23,INFRA-2,UTKAL HEALTHCARE PRIVATE LIMITED,TOR GrantedL
88,SIA/OR/MIN/77190/2022,77190/254-MINB1/05-2022,"Benipalli Sand Bed over an area of 15.525 acres or 6.283 hectares  bearing Khata no. 859, Plot no. 210 & 211 in village Benipalli, Tahasil Bellaguntha, District Ganjam, State Odisha submitted under cluster approach with total cluster area 12.4445  Hectares consisting of 2 sand quarries.",Orissa,,,23-May-22,01-Jan-00,Non-Coal Mining,SUNIL PRADHAN,TOR GrantedL
89,SIA/OR/MIN/77182/2022,77182/255-MINB1/05-2022,"Girisola Sand Bed over an area of 15.225 acres or 6.1615 hectares  bearing Khata no.  970, Plot no.  01 in village Girisola, Tahasil Bellaguntha, District Ganjam, State Odisha submitted under cluster approach with total cluster area 12.4445  Hectares consisting of 2 sand quarries.",Orissa,,,23-May-22,01-Jan-00,Non-Coal Mining,SRI SANTUNU KUMAR BEHERA,TOR GrantedL
90,SIA/OR/MIN/74739/2022,74739/253-MINB1/05-2022,"Mundabani Cluster Stone Quarry covering 9.712 ha. of land including applied area of  Mundabani-I Stone Quarry over an area of 7.00 acres or 2.833 hectares and three more stone quarries Mundabani- IV Stone Quarry, Mundabani-V Stone Quarry & Mundabani- VII Stone Quarry in  village Mundabani under Bangiriposi Tahasil in Mayurbhanj District Odisha.",Orissa,,,20-May-22,21-Jul-22,Non-Coal Mining,TAHASILDAR BANGIRIPOSI MAYURBHANJ,TOR GrantedL
91,SIA/OR/MIN/76663/2022,76663/87-MINB1/05-2022,"Enhancement in Production of Iron ore from 0.41 million TPA to 3 million TPA ROM with total excavation of 4.073 million TPA (ROM of 3 million TPA + 1.073 million TPA waste) and setting up a 100 TPH Jigging & Washing Plant, two mobile Jaw Crushers of 200 TPH capacity each, two mobile Cone Crushers of 200 TPH capacity each & two Vibratory Dry Screen Plants of 200 TPH Capacity each in Sanindpur Iron & Manganese Mines over an area of 70.917 ha. of M/s National Enterprises in village- Sanindpur",Orissa,,,19-May-22,03-Nov-22,Non-Coal Mining,NATIONAL  ENTERPRISES,TOR GrantedL
92,SIA/OR/MIN/76993/2022,76993/251-MINB1/05-2022,"Mantrajholla Stone Quarry – VI Stone Quarry over an area of 5.00 acres or 2.023 hectares bearing Khata no. 20, Plot no. 102 in Mantrajholla village of Rayagada Tahasil, District- Rayagada, State Odisha submitted under cluster approach with total cluster area 11.936 Hectares with consisting of 8 stone quarries.",Orissa,,,17-May-22,01-Jan-00,Non-Coal Mining,MADARAO KONDAGARE,TOR GrantedL
93,SIA/OR/MIN/76984/2022,76984/252-MINB1/05-2022,"Balia Sand Bed is a sand mining project over an area of 12.850acres/ 5.20Ha. located in villages – Balia and Aladigaon, Tahasil - Purushottampur in District - Ganjam of Odisha",Orissa,,,17-May-22,29-Jul-22,Non-Coal Mining,SARAT BEHERA,TOR GrantedL
94,SIA/OR/MIN/76955/2022,76955/250-MINB1/05-2022,"Kanaka Sand Bed (under cluster approach) is a sand mining project over an area of 77.123acres/ 31.211Ha. located in village - Kanaka, Tahasil - Purushottampur in District - Ganjam  of Odisha (Total cluster area – 35.43ha.)",Orissa,,,15-May-22,01-Jan-00,Non-Coal Mining,KRUPA MUDULI,TOR GrantedL
95,SIA/OR/MIN/76946/2022,76946/249-MINB1/05-2022,"Mantrajholla Stone Quarry – IV Stone Quarry over an area of 3.00 acres or 1.214 hectares bearing Khata no. 20, Plot no. 118 in Mantrajholla village of Rayagada Tahasil, District- Rayagada, State Odisha submitted under cluster approach with total cluster area 11.936 Hectares with consisting of 8 stone quarries.",Orissa,,,14-May-22,01-Jan-00,Non-Coal Mining,NARSINGH MANDANGI,TOR GrantedL
96,SIA/OR/IND2/76300/2022,76300/07-IND2/05-2022,"Proposal for production of 0.540  KLD Mahua Flower Based Country Liquor Manufacturing Unit, Jhumpura Main Out Still Shop at Bhaluka,Tahasil- Jhumpura Dist- Keonjhar.",Orissa,,,13-May-22, TOR Not Granted Yet,Industrial Projects - 2,GOPAL SAHU,WithdrawTORL
97,SIA/OR/MIN/68337/2021,To be assigned,"Mundilo - Patenigaon Devi Nadi Sand Quarry (under cluster approach) is a sand mining project over a total area of 27.263acres/ 11.033Ha. located in villages - Mundilo and Patenigaon , Tahasil - Jagatsinghpur in District - Jagatsinghpur  of Odisha",Orissa,Jagatsinghapur,Jagatsinghapur,12-May-22, TOR Not Granted Yet,Non-Coal Mining,SUSIL KUMAR MOHANTY,DelistedD
98,SIA/OR/IND2/76011/2022,76011/664-MINB2/05-2022,"Proposal for production of 0.540  KLD Mahua Flower Based Country Liquor Manufacturing Unit, Jagamohanpur Main Out Still Shop at Jagamohanpur, Tahasil- Telkoi, Dist- Keonjhar.",Orissa,,,11-May-22, TOR Not Granted Yet,Industrial Projects - 2,DILLIP PRADHAN,Rejection Letter GrantedL
99,SIA/OR/MIN/76344/2022,76344/665-MINB1/05-2022,Parsurampur Decorative Stone Deposit over 10.513 ha. of Sri K. Saptagiri,Orissa,,,10-May-22,01-Jan-00,Non-Coal Mining,K SAPTAGIRI,TOR GrantedL
100,SIA/OR/MIN/76374/2022,76374/248-MINB1/04-2022,"Kadambiriguda Sand Quarry over an area of 14.550 acres or 5.888 hectares bearing Khata No. 10, Plot No. 71 in the village Kadambiriguda, under Tahasil Rayagada, District Rayagada, State Odisha",Orissa,,,02-May-22,02-Aug-22,Non-Coal Mining,MANOJ SAHU,TOR GrantedL
