"","X","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"1016",2,"SIA/TG/IND2/160730/2020","SIA/TG/IND2/160730/2020","Expansion of Active Pharma Ingredients (Bulk Drugs and Intermediates) Manufacturing Unit (from 5.93 TPD to 20 TPD) and co-generation power plant from 1 x 2 MW to 2 x 2 MW  Hetero Labs Ltd., Unit I","DASAMI LAB PVT LTD","EC Granted","EC",NA
"1017",3,"SIA/TG/MIS/153745/2020","SIA/TG/MIS/153745/2020","PHOENIX TECHNOBUILD PRIVATE LIMITED","PHOENIX GROUP","EC Granted","EC",NA
"1018",7,"SIA/TG/MIS/66755/2021","SIA/TG/MIS/66755/2021","Aparna Cyber Heights (Site - 3) by M/s. Aparna Constructions and Estates Private Limited and Others",". APARNA CONSTRUCTION AND ESTATES PRIVATE LIMITED & OTHERS","EC Granted","EC",NA
"1019",6,"SIA/TG/MIN/34674/2019","SIA/TG/MIN/34674/2019","M/s Sri Sai Vaishnavi Stone Crushers","MS SRI SAI VAISHNAVI STORE CRUSHER","Delisted","EC",NA
"1020",7,"SIA/TG/MIS/63759/2017","SIA/TG/MIS/63759/2017","Building 16 By M/s Trion Properties Private Limited","TRION PROPERTIES PVT. LTD.,","Rejection Letter Granted","EC",NA
"1021",8,"SIA/TG/MIN/211059/2021","SIA/TG/MIN/211059/2021","Mining of ordinary sand over an Extent of 4.99 ha in Godavari River at Edujarlapalli village, Wazeedu Mandal, Mulugu District, Telangana State","M/S TSMDC LTD","EC Granted","EC",NA
"1022",9,"SIA/TG/IND2/165415/2020","SIA/TG/IND2/165415/2020","Proposed Expansion of Active Pharmaceutical Ingredients (APIs)  and API Intermediates Manufacturing Unit by M/s. MSN Life Sciences Private Limited, Unit-II","MSN LIFE SCIENCES PRIVATE LIMITED","EC Granted","EC",NA
"1023",10,"SIA/TG/MIN/201365/2021","SIA/TG/MIN/201365/2021","Proposed Limestone Slabs Quarry of Sri Kurva Ramulu","SRI KURVA RAMULU","EC Granted","EC",NA
"1024",1,"SIA/TG/MIN/145505/2020","SIA/TG/MIN/145505/2020","M/s.Dhanalaxmi Tradings -Colour Granite-1.80 Ha.","M/S.DHANALAXMI TREADINGS","EC Granted","EC",NA
"1025",4,"SIA/TG/IND3/249105/2021","SIA/TG/IND3/249105/2021","Proposed Expansion of Active Pharmaceutical Ingredients (APIs) and API Intermediates Manufacturing unit along with R&D Facility by M/s. Maithri Laboratories Private Limited, Unit-I","MAITHRI LABORATORIES PRIVATE LIMITED","EC Granted","EC",NA
"1026",5,"SIA/TG/MIN/269016/2022","SIA/TG/MIN/269016/2022","Sri Kuna Shravan Kumar Goud - Rough Stone","SRI K. SHRAVAN KUMAR GOUD","EC Granted","EC",NA
"1027",6,"SIA/TG/MIN/286382/2022","SIA/TG/MIN/286382/2022","Mining of ordinary sand over an Extent of 4.99 Hec. in Godavari River at Veerapuram (V), Cherla Mandal, Bhadradri Kothagudem District, Telangana State","M/S TSMDC LTD","EC Granted","EC",NA
"1028",7,"SIA/TG/MIS/124142/2019","SIA/TG/MIS/124142/2019","360 LIFE ELYSIUM","SHREEMUKH NAMITHA HOMES PRIVATE LIMITED","EC Granted","EC",NA
"1029",8,"SIA/TG/MIS/124499/2019","SIA/TG/MIS/124499/2019","PHOENIX LOTUS INFRASTRUCTURE PVT. LTD. (Mall cum Multiplex complex)","PHOENIX GROUP","EC Granted","EC",NA
"1030",10,"SIA/TG/MIS/141548/2020","SIA/TG/MIS/141548/2020","NORTH POINT","AUREAN ESKAR VENTURES LLP","EC Granted","EC",NA
"1031",1,"SIA/TG/MIS/240877/2021","SIA/TG/MIS/240877/2021","League Woodsville by  M/s League Spaces LLP","LEAGUE SPACES  LLP","EC Granted","EC",NA
"1032",2,"SIA/TG/MIN/243458/2021","SIA/TG/MIN/243458/2021","M/s. Sree Venkateshwara Granites","M/S. SREE VENKATESHWARA GRANITES","EC Granted","EC",NA
"1033",3,"SIA/TG/MIN/77515/2020","SIA/TG/MIN/77515/2020","Smt. Budde Lalitha","SMT. BUDDE LALITHA","EC Granted","EC",NA
"1034",5,"SIA/TG/MIN/136451/2020","SIA/TG/MIN/136451/2020","M/s SRI SAI MINERAL & CHEMICAL INDUSTRIES","M/S SRISAI MINERAL &CHEMICAL INDUSTRIES","EC Granted","EC",NA
"1035",10,"SIA/TG/IND2/206294/2021","SIA/TG/IND2/206294/2021","Manufacturing of API Products","SRI GANAPATHI CHEMICALS","Rejection Letter Granted","EC",NA
"1036",1,"SIA/TG/MIN/38532/2019","SIA/TG/MIN/38532/2019","Sri. M. Damodar Reddy","SRI. M. DAMODAR REDDY","Delisted","EC",NA
"1037",2,"SIA/TG/MIN/42670/2019","SIA/TG/MIN/42670/2019","Proposed Limestone Slabs Quarry of Sri Syed Riyazuddin","SRI SYED RIYAZUDDIN","EC Granted","EC",NA
"1038",4,"SIA/TG/IND2/204332/2021","SIA/TG/IND2/204332/2021","Inclusion of API (Bulk Drugs and Intermediates) Manufacturing Unit of capacity 15 TPM  by M/s Swathi Industries","M/S SWATHI INDUSTRIES","Rejection Letter Granted","EC",NA
"1039",5,"SIA/TG/MIN/62116/2019","SIA/TG/MIN/62116/2019","M/s. Supriya Granites","MS SUPRIYA GRANITES","Rejection Letter Granted","EC",NA
"1040",6,"SIA/TG/MIS/278215/2022","SIA/TG/MIS/278215/2022","M/s Giridhari Constructions","GIRIDHARI CONSTRUCTIONS","EC Granted","EC",NA
"1041",8,"SIA/TG/MIN/169132/2020","SIA/TG/MIN/169132/2020","M/s.Trident Mines and Minerals","M/S TRIDENT MINES AND MINERALS","EC Granted","EC",NA
"1042",9,"SIA/TG/IND2/170321/2020","SIA/TG/IND2/170321/2020","M/s Samvidha Pharma Chem Private Limited","M/S SAMVIDHA PHARMA CHEM PRIVATE LIMITED","Delisted","EC",NA
"1043",10,"SIA/TG/MIN/175318/2020","SIA/TG/MIN/175318/2020","Proposed River Sand Mining Project for mining of ordinary sand over an Extent of 4.96 ha in Alubaka Village, Venkatapuram Mandal, Mulugu District, Telangana State","M/S TSMDC LTD","EC Granted","EC",NA
"1044",2,"SIA/TG/MIS/134788/2020","SIA/TG/MIS/134788/2020","2 BHK Housing @ Injapur","GREATER HYDERABAD MUNICIPAL CORPORATION (GHMC)","EC Granted","EC",NA
"1045",3,"SIA/TG/MIN/155413/2020","SIA/TG/MIN/155413/2020","Sri Ananthapuram Raghuvaran","SRI ANANTHAPURAM RAGHUVARAN","EC Granted","EC",NA
"1046",4,"SIA/TG/MIS/72445/2022","SIA/TG/MIS/72445/2022","Aaditri's Empire by M/s Aaditri Housing Private Limited","AADITRI HOUSING PVT. LTD.,","EC Granted","EC",NA
"1047",5,"SIA/TG/MIS/257385/2022","SIA/TG/MIS/257385/2022","Proposed Hi-Rised Residential Cum Commercial Apartment  M/s AGR INFRA DEVELOPERS","AGR INFRA DEVELOPERS","EC Granted","EC",NA
"1048",6,"SIA/TG/MIN/281498/2022","SIA/TG/MIN/281498/2022","Smt.Puli.Divija","PULI DIVIJA","EC Granted","EC",NA
"1049",7,"SIA/TG/MIN/282183/2022","SIA/TG/MIN/282183/2022","Sri S. Mogili – 0.50 Ha","MOGILI SABBANI","EC Granted","EC",NA
"1050",8,"SIA/TG/IND3/69199/2021","SIA/TG/IND3/69199/2021","Establishment of Synthetic Organic Chemicals (Resin) manufacturing unit by Neopoly Industries","NEO POLY INDUSTRIES","EC Granted","EC",NA
"1051",9,"SIA/TG/MIS/283396/2022","SIA/TG/MIS/283396/2022","Joint venture between Vajram Estates Private Limited and Country Club Hospital & Holidays Limited","VAJRAM ESTATES PRIVATE LIMITED","EC Granted","EC",NA
"1052",10,"SIA/TG/MIN/143592/2020","SIA/TG/MIN/143592/2020","M/s Siddivinayaka Mining Works","M/S SIDDIVINAYAKA MINING WORKS","EC Granted","EC",NA
"1053",1,"SIA/TG/MIN/77771/2019","SIA/TG/MIN/77771/2019","Parameshwara Mines and Minerals","VENKATESHWARA MINES AND MINERALS","EC Granted","EC",NA
"1054",2,"SIA/TG/MIN/39648/2019","SIA/TG/MIN/39648/2019","sri molugu gal reddy","SRI MOLUGU GAL REDDY","WithdrawEC","EC",NA
"1055",3,"SIA/TG/MIN/39956/2019","SIA/TG/MIN/39956/2019","Sri. Boinpally Ranjith Rao","SRI. BOINPALLY RANJITH RAO","Delisted","EC",NA
"1056",6,"SIA/TG/MIN/200345/2021","SIA/TG/MIN/200345/2021","Building Stone & Road Metal Quarry of M/s Chemanthi Stone Crusher 0.5 ha.","M/S CHEMANTHI STONE  CRUSHER","EC Granted","EC",NA
"1057",7,"SIA/TG/MIN/228459/2021","SIA/TG/MIN/228459/2021","M/s. Sai Metals","M/S. SAI METALS","Delisted","EC",NA
"1058",5,"SIA/TG/MIS/214397/2021","SIA/TG/MIS/214397/2021","Janapriya Engineers Syndicate Private Limited","JANAPRIYA ENGINEERS SYNDICATE PVT. LTD.,","EC Granted","EC",NA
"1059",6,"SIA/TG/MIS/215274/2021","SIA/TG/MIS/215274/2021","M/s. Essen Infra Constructions","M/S. ESSEN INFRA CONSTRUCTIONS","EC Granted","EC",NA
"1060",7,"SIA/TG/IND3/248833/2021","SIA/TG/IND3/248833/2021","Proposed Establishment of Active Pharmaceutical Ingredients (APIs) and API Intermediates manufacturing unit along with R&D Facility by M/s. Bhagyanagar Chlorides Private Limited, Unit-III","M/S. BHAGAYNAGAR CHLORIDES PRIVATE LIMITED, UNIT-III","EC Granted","EC",NA
"1061",8,"SIA/TG/IND3/248907/2021","SIA/TG/IND3/248907/2021","Proposed to establish Bulk Drugs & Drug Intermediates Manufacturing Unit by Ideal Detonators Pvt. Ltd. (Pharma Division)","IDEAL DETONATORS PRIVATE LIMITED","EC Granted","EC",NA
"1062",9,"SIA/TG/MIN/249802/2022","SIA/TG/MIN/249802/2022","Sri K. Vittal Reddy -1.0 ha-Building Stone & Road Metal","SRI K. VITTAL REDDY - 1.0 HA","EC Granted","EC",NA
"1063",10,"SIA/TG/MIS/264333/2022","SIA/TG/MIS/264333/2022","WAREHOUSE SHED by M/s. Greenoscale Logix Private Ltd","GREENOSCALE LOGIX PRIVATE LIMITED","EC Granted","EC",NA
"1064",1,"SIA/TG/MIN/194666/2021","SIA/TG/MIN/194666/2021","Mining of ordinary sand over an Extent of 4.80 ha in Manjira River at Block I, Mandarna Village, Bodhan Mandal, Nizamabad District, Telangana State","M/S TSMDC LTD","EC Granted","EC",NA
"1065",2,"SIA/TG/MIN/33029/2019","SIA/TG/MIN/33029/2019","M/s Sri An","M/S. SRI ANJANEYA STONE CRUSHER","EC Granted","EC",NA
"1066",3,"SIA/TG/MIS/228123/2021","SIA/TG/MIS/228123/2021","Sri Pratap Jadeja & Others","SRI PRATAP JADEJA & OTHERS","EC Granted","EC",NA
"1067",4,"SIA/TG/MIN/204207/2021","SIA/TG/MIN/204207/2021","Proposed Road Metal & Building Stone Quarry of Sri Nandi Sanjeev Reddy","SRI NANDI SANJEEV REDDY","EC Granted","EC",NA
"1068",5,"SIA/TG/MIN/253489/2022","SIA/TG/MIN/253489/2022","M/s. R.N. Granites - 2.01 HA","RN GRANITES","EC Granted","EC",NA
"1069",6,"SIA/TG/MIS/276622/2022","SIA/TG/MIS/276622/2022","Smt. Peddi Madhavi Reddy and Others","PEDDI REDDY","EC Granted","EC",NA
"1070",7,"SIA/TG/MIN/276681/2022","SIA/TG/MIN/276681/2022","Smt. M. Mrudula","MRUDULA MADASU","Delisted","EC",NA
"1071",8,"SIA/TG/MIN/277334/2022","SIA/TG/MIN/277334/2022","Sri Vijaya Laxmi Stone Crushers","SRI VIJAYALAXMI STONE CRUSHERS","EC Granted","EC",NA
"1072",9,"SIA/TG/MIN/277374/2022","SIA/TG/MIN/277374/2022","M/s. Gayathri Granites","GAYATHRI GRANITES","EC Granted","EC",NA
"1073",10,"SIA/TG/MIN/34118/2019","","M/s. DMRL Mines &Minerals","DMRL MINES & MINERALS","Delisted","EC",NA
"1074",2,"SIA/TG/MIN/35143/2019","SIA/TG/MIN/35143/2019","N.Yaseem- 4.389 Ha. of Laterite Quarry","N YASMEEN","EC Granted","EC",NA
"1075",3,"SIA/TG/MIN/217999/2021","SIA/TG/MIN/217999/2021","Sri. Mohammad Jani, Stone & Metal Mine","SRI.MOHAMMAD JANI,STONE & METAL MINE","EC Granted","EC",NA
"1076",4,"SIA/TG/IND2/202795/2021","SIA/TG/IND2/202795/2021","Establishment of API (Bulk Drugs and Intermediates) Manufacturing Unit of capacity 5.75 TPD by M/s. Celebrity Drugs and Pharmaceuticals","CELEBRITY DRUGS AND PHARMACEUTICALS","EC Granted","EC",NA
"1077",5,"SIA/TG/MIN/42745/2019","SIA/TG/MIN/42745/2019","M/s. Rani Granite Industries","M/S. RANI GRANITE INDUSTRIES","EC Granted","EC",NA
"1078",6,"SIA/TG/MIS/154564/2020","SIA/TG/MIS/154564/2020","2 BHK Housing @ Korremula","GREATER HYDERABAD MUNICIPAL CORPORATION (GHMC)","Delisted","EC",NA
"1079",7,"SIA/TG/MIN/163053/2020","SIA/TG/MIN/163053/2020","M/s Sai Akshitha Enterprises-4.70 Ha of Colour Granite Quarry,Sy.No.235,Tenkati Vlg,Shankarampet Mdl,Medak Dist.","MS SAI AKSHITHA ENTERPRISES","EC Granted","EC",NA
"1080",8,"SIA/TG/MIS/246611/2021","SIA/TG/MIS/246611/2021","Beccun Infrastructures Limited","BECCUN INFRASTRUCTURES LIMITED","EC Granted","EC",NA
"1081",9,"SIA/TG/MIS/268368/2022","SIA/TG/MIS/268368/2022","M/s. Syamantaka Developers","SYAMANTAKA DEVELOPERS","EC Granted","EC",NA
"1082",10,"SIA/TG/MIN/266719/2022","SIA/TG/MIN/266719/2022","K SHASHIDHAR REDDY","SHASHIDHAR REDDY KASI REDDY","EC Granted","EC",NA
"1083",1,"SIA/TG/MIN/134091/2019","SIA/TG/MIN/134091/2019","Mosaic Chips Quarry of M/s Sangham Minerals","M/S SANGHAM MINERALS","EC Granted","EC",NA
"1084",2,"SIA/TG/IND2/152792/2020","SIA/TG/IND2/152792/2020","Vasant Chemicals Pvt. Ltd","VASANT CHEMICALS PVT  LTD","EC Granted","EC",NA
"1085",3,"SIA/TG/IND2/152719/2020","SIA/TG/IND2/152719/2020","Salicylates and Chemicals Pvt. Ltd","M/S. SALICYLATES AND CHEMICALS PVT. LTD.","EC Granted","EC",NA
"1086",4,"SIA/TG/MIN/37836/2019","SIA/TG/MIN/37836/2019","Stone & Metal  Quarry of Sri P. Raghunath Reddy","SRI P. RAGHUNATHREDDY","EC Granted","EC",NA
"1087",5,"SIA/TG/MIN/37953/2019","SIA/TG/MIN/37953/2019","M/s.Granmar Exports","MS GRANMAR EXPORTS","EC Granted","EC",NA
"1088",6,"SIA/TG/MIS/58795/2020","SIA/TG/MIS/58795/2020","Green Ladder by M/s Shanta Sriram Constructions Private Limited and others","SHANTA SRIRAM CONSTRUCTION PVT LTD","EC Granted","EC",NA
"1089",7,"SIA/TG/MIN/127061/2019","SIA/TG/MIN/127061/2019","Sri Kuncham Mohan","SRI KUNCHAM MOHAN","EC Granted","EC",NA
"1090",8,"SIA/TG/MIS/131203/2019","SIA/TG/MIS/131203/2019","M/s. Lakshmi Infra Projects LLP","M/S. LAKSHMI INFRA PROJECTS LLP","EC Granted","EC",NA
"1091",9,"SIA/TG/MIN/141035/2020","SIA/TG/MIN/141035/2020","Sri V. Naveen","SRI V. NAVEEN","EC Granted","EC",NA
"1092",10,"SIA/TG/IND2/161771/2020","SIA/TG/IND2/161771/2020","Proposed Bulk Drug & Intermediates, Active Pharmaceutical Ingredients Manufacturing Unit","M/S. JET LIFE SCIENCES","Rejection Letter Granted","EC",NA
"1093",1,"SIA/TG/MIS/287188/2022","SIA/TG/MIS/287188/2022","Sanjana Aranya by M/s. Sahiti Suharika Estates Private Limited","SAHITI SUHARIKA ESTATES PRIVATE LIMITED","Delisted","EC",NA
"1094",2,"SIA/TG/MIS/287466/2022","SIA/TG/MIS/287466/2022","Fortune Water Front","SRI SREENIVASA CONSTRUCTIONS","Delisted","EC",NA
"1095",3,"SIA/TG/IND2/175623/2020","SIA/TG/IND2/175623/2020","M/s. SPGK Labs Pvt. Ltd.","SPGK LABS PVT. LTD.","EC Granted","EC",NA
"1096",4,"SIA/TG/IND2/175760/2020","SIA/TG/IND2/175760/2020","Inclusion of Active Pharma Ingredients (Bulk Drugs and Intermediates) Manufacturing Unit in existing solvent distillation facility by M/s. Vega Life Sciences Pvt. Ltd","M/S.VEGA LIFE SCIENCES PVT.LTD.","Rejection Letter Granted","EC",NA
"1097",5,"SIA/TG/IND2/175794/2020","","M/S MYLAN LABORATOREIS LIMITED UNIT-VIII","MYLAN LABORATORIES LIMITED UNIT VII","WithdrawEC","EC",NA
"1098",6,"SIA/TG/MIN/126855/2019","SIA/TG/MIN/126855/2019","Sri Gopu Linga Reddy","SRI GOPU LINGA REDDY","EC Granted","EC",NA
"1099",7,"SIA/TG/MIS/51451/2019","SIA/TG/MIS/51451/2019","Candeur 40","CANDEUR 40","EC Granted","EC",NA
"1100",8,"SIA/TG/MIN/145120/2020","SIA/TG/MIN/145120/2020","Manikanta Granites","M/S MANIKANTA GRANITES","EC Granted","EC",NA
"1101",9,"SIA/TG/MIN/148260/2020","SIA/TG/MIN/148260/2020","M/s. M.P.P. Exports","M/S. M.P.P. EXPORTS","EC Granted","EC",NA
"1102",6,"SIA/TG/MIS/215324/2021","SIA/TG/MIS/215324/2021","THE ARK RESIDENTIAL by ARK Infra Developers Private Limited","ARK INFRA DEVELOPERS PRIVATE LIMITED","EC Granted","EC",NA
"1103",7,"SIA/TG/MIN/286479/2022","SIA/TG/MIN/286479/2022","Mining of ordinary sand over an Extent of 4.95 hec in Godavari River at Vijayanagaram, H.O Thirlapuram GP, Ramanujavaram (V), Manuguru Mandal, Bhadradri Kothagudem District, Telangana State","M/S TSMDC LTD","EC Granted","EC",NA
"1104",8,"SIA/TG/MIN/205553/2021","SIA/TG/MIN/205553/2021","Sri Dande Satish Kumar","SRI DANDE SATISH KUMAR","EC Granted","EC",NA
"1105",9,"SIA/TG/MIS/118550/2019","SIA/TG/MIS/118550/2019","M/s. Spasht Management Consultants Private Limited & Others","M/S. SPASHT MANAGEMENT CONSULTANTS PRIVATE LIMITED & OTHERS.","EC Granted","EC",NA
"1106",10,"SIA/TG/MIS/134792/2020","SIA/TG/MIS/134792/2020","2 BHK Housing @ Gagillapur","GREATER HYDERABAD MUNICIPAL CORPORATION (GHMC)","EC Granted","EC",NA
"1107",2,"SIA/TG/MIN/35943/1900","SIA/TG/MIN/35943/1900","Sri Velmareddy Ram Reddy","SRI VELMAREDDY RAM REDDY","EC Granted","EC",NA
"1108",3,"SIA/TG/MIN/220793/2021","SIA/TG/MIN/220793/2021","Sri M. Venkateshwarlu -black granite -1.0 ha-@13944 m3/annum","SRI. M. VENKATESHWARLU","WithdrawEC","EC",NA
"1109",4,"SIA/TG/MIS/63499/2020","SIA/TG/MIS/63499/2020","EC for Proposed Development of Bhadradri Thermal Power Station (BTPS : 4 X 270 MW) Integrated Township Project (Construction of Residential & Non - Residential Buildings and Other Amenities), Village Ramanujavaram, Mandal Manuguru, District Bhadradri - Kothagudem, Telangana State","TELANGANA STATE POWER GENERATION CORPORATION LIMITED","EC Granted","EC",NA
"1110",5,"SIA/TG/MIN/175581/2020","SIA/TG/MIN/175581/2020","Proposed River Sand Mining Project for mining of ordinary sand over an Extent of 4.80 ha in Ramanjapuram (Suraveedu) village, Venkatapuram Mandal, Mulugu District, Telangana State","M/S TSMDC LTD","EC Granted","EC",NA
"1111",6,"SIA/TG/MIN/131671/2019","SIA/TG/MIN/131671/2019","Sri. T. Venkateshwarlu Patel","SRI. T. VENKATESHWARLU PATEL","EC Granted","EC",NA
"1112",9,"SIA/TG/MIS/54376/2017","SIA/TG/MIS/54376/2017","Vazhraa Nirmaan Pvt. Ltd","VAZHRAA NIRMAAN PVT. LTD.","EC Granted","EC",NA
"1113",10,"SIA/TG/IND2/206825/2021","SIA/TG/IND2/206825/2021","Proposed to establish Bulk Drugs & Drug Intermediates Manufacturing Unit by Shree Jaya Laboratories Pvt. Ltd., Unit-III","SHREE JAYA LABORATORIES PVT. LTD., UNIT-III","EC Granted","EC",NA
"1114",1,"SIA/TG/MIS/220518/2021","SIA/TG/MIS/220518/2021","BTR – Serenity by M/s MAK Projects Private Limited","MAK PROJECTS PRIVATE LIMITED","EC Granted","EC",NA
"1115",2,"SIA/TG/MIS/246840/2021","SIA/TG/MIS/246840/2021","Canny Aravindam by M/s Canny Vistas LLP","CANNY VISTAS LLP","EC Granted","EC",NA
"1116",6,"SIA/TG/MIS/78187/2022","SIA/TG/MIS/78187/2022","Navanaami Projects By M/s. Navanaami  Projects Private Limited","NAVANAAMI PROJECTS PRIVATE LIMITED","EC Granted","EC",NA
"1117",7,"SIA/TG/MIN/282848/2022","SIA/TG/MIN/282848/2022","Ordinary Sand Reach in Manjeera River over an extent of Acres 4.39 Gts. in Sunkini Village Kotagiri Mandal Nizamabad District","RAVI KUMAR VENNAPUSA","EC Granted","EC",NA
"1118",8,"SIA/TG/MIN/282904/2022","SIA/TG/MIN/282904/2022","Karegaon Sand Reacah in Manjeera Riiver","RAVI KUMAR VENNAPUSA","EC Granted","EC",NA
"1119",9,"SIA/TG/MIS/189726/2020","SIA/TG/MIS/189726/2020","M/s. Veekay Infrastructures","M/S. VEEKAY INFRASTRUCTURES","EC Granted","EC",NA
"1120",10,"SIA/TG/MIS/190048/2020","SIA/TG/MIS/190048/2020","Delta One by Urrban Spacecorp Private Limited","URRBAN SPACECORP PRIVATE LIMITED","EC Granted","EC",NA
"1121",1,"SIA/TG/IND3/229214/2021","SIA/TG/IND3/229214/2021","Vital Synthetic Labs Private Limited","VITAL SYNTHETIC LABS PRIVATE LIMITED","Delisted","EC",NA
"1122",2,"SIA/TG/MIS/67566/2021","SIA/TG/MIS/67566/2021","M/s. Yadadri Food Park Infrastructures Private Limited (YFPIPL)","AGRI & FOOD PROCESSING INDUSTRIAL PARK OF M/S. YADADRI FOOD PARK INFRASTRUCTURES PRIVATE LIMITED (YFPIPL)","EC Granted","EC",NA
"1123",3,"SIA/TG/MIS/128839/2019","SIA/TG/MIS/128839/2019","Ira Miracle","IRAREALITY","WithdrawEC","EC",NA
"1124",6,"SIA/TG/MIS/177973/2020","SIA/TG/MIS/177973/2020","K S N Infra","K S N INFRA","EC Granted","EC",NA
"1125",9,"SIA/TG/MIS/70847/2021","SIA/TG/MIS/70847/2021","","M/S CYBERCITY TATTVA LLP","EC Granted","EC",NA
"1126",2,"SIA/TG/MIN/282220/2022","SIA/TG/MIN/282220/2022","M/s. Balaji Stone Crusher – 2.00 Ha","MOGILI SABBANI","EC Granted","EC",NA
"1127",3,"SIA/TG/MIN/282670/2022","SIA/TG/MIN/282670/2022","M/s. G.R. Granites – 1.00 Ha","KISHAN VADDIRAJU","EC Granted","EC",NA
"1128",4,"SIA/TG/MIS/282682/2022","SIA/TG/MIS/282682/2022","Casagrand Hyderwise Private Limited","CASAGRAND HYDERWISE PRIVATE LIMITED","EC Granted","EC",NA
"1129",9,"SIA/TG/IND3/246954/2021","SIA/TG/IND3/246954/2021","Proposed to establish Bulk Drugs & Drug Intermediates Manufacturing Unit by M/s. Nalkem Pharma Pvt. Ltd.","NALKEM PHARMA PRIVATE LIMITED","EC Granted","EC",NA
"1130",10,"SIA/TG/MIN/274544/2022","SIA/TG/MIN/274544/2022","Proposed Stone & Metal Quarry of  Sri G. Srinivas","GAVINOLLA SRINIVAS","EC Granted","EC",NA
"1131",2,"SIA/TG/MIS/123632/2019","SIA/TG/MIS/123632/2019","Pramukh Infra and Developers LLP","PRAMUKH INFRA AND DEVELOPERS LLP","EC Granted","EC",NA
"1132",3,"SIA/TG/MIS/141290/2020","SIA/TG/MIS/141290/2020","Primark Developers","PRIMARK DEVELOPERS","EC Granted","EC",NA
"1133",4,"SIA/TG/MIN/141521/2020","SIA/TG/MIN/141521/2020","Sri Syed Rafiuddin","SRI SYED RAFIUDDIN","EC Granted","EC",NA
"1134",6,"SIA/TG/MIS/144443/2020","SIA/TG/MIS/144443/2020","Value Homes","SRI MYTRI CONSTRUCTIONS AND DEVELOPERS","EC Granted","EC",NA
"1135",8,"SIA/TG/IND3/232550/2021","SIA/TG/IND3/232550/2021","Nalkem Pharma Private Limited","NALKEM PHARMA PRIVATE LIMITED","Delisted","EC",NA
"1136",9,"SIA/TG/MIS/231932/2021","SIA/TG/MIS/231932/2021","M/s Anvita Buildpro LLP","M/S ANVITA BUILDPRO LLP","EC Granted","EC",NA
"1137",10,"SIA/TG/MIN/285400/2022","SIA/TG/MIN/285400/2022","Mining of ordinary sand over an Extent of 4.85 ha in Godavari River at Ambatipally-2 Reach in Ambatipally (V), Mahadevpur Mandal, JayaShankar Bhupalpally District, Telangana State","M/S TSMDC LTD","Delisted","EC",NA
"1138",1,"SIA/TG/MIN/170615/2020","SIA/TG/MIN/170615/2020","M/s Sri Sai Sand Rock Pvt Ltd","M/S SRISAISAND ROCK PVT LTD","Delisted","EC",NA
"1139",3,"SIA/TG/MIS/208341/2021","","M/s. Asrithas Group","M/S. ASRITHAS   GROUP","WithdrawEC","EC",NA
"1140",4,"SIA/TG/MIS/208392/2021","SIA/TG/MIS/208392/2021","M/s. Touchstone Property Developers Pvt. Ltd.","M/S. TOUCHSTONE PROPERTY DEVELOPERS PRIVATE LIMITED","EC Granted","EC",NA
"1141",8,"SIA/TG/MIN/44752/2019","SIA/TG/MIN/44752/2019","M/s.Kanakadurga Stone Crusher-Building Stone & Road metal","KANAKADURGA STONE CRUSHER","EC Granted","EC",NA
"1142",1,"SIA/TG/MIN/74507/2018","","sribhadradrigranites","SRI BHADRADRI","Delisted","EC",NA
"1143",2,"SIA/TG/MIN/74237/2018","","Sri K. Manohar Rao","SRI K. MANOHAR RAO","Delisted","EC",NA
"1144",3,"SIA/TG/NCP/57810/2016","SIA/TG/NCP/57810/2016","M/s Kamala Builders & Developers","MS KAMALA BUILDERS AND DEVELOPERS","EC Granted","EC",NA
"1145",4,"SIA/TG/INFRA2/424378/2023","SIA/TG/INFRA2/424378/2023","Urbanrise County Homes Private Limited","URBANRISE COUNTY HOMES PRIVATE LIMITED","EC Granted","EC",NA
"1146",5,"SIA/TG/MIN/426771/2023","SIA/TG/MIN/426771/2023","M/s. Sri Vaishnavi Granites","VANGAPALLY RAO","EC Granted","EC",NA
"1147",6,"SIA/TG/NCP/56754/2016","SIA/TG/NCP/56754/2016","State Bank of India Data Center by State Bank Institute of Rural Development","STATE BANK INSTITUTE OF RURAL DEVELOPMENT","EC Granted","EC",NA
"1148",7,"SIA/TG/INFRA2/429126/2023","SIA/TG/INFRA2/429126/2023","Jain Radha Krishna Bliss M/s. Jain Constructions","JAIN CONSTRUCTIONS","EC Granted","EC",NA
"1149",8,"SIA/TG/IND2/17115/2016","SIA/TG/IND2/17115/2016","Lee Pharma Limited, Unit-1","LEE PHARMA LIMITED","EC Granted","EC",NA
"1150",9,"SIA/TG/MIN/412350/2022","SIA/TG/MIN/412350/2022","Assistant Director of Mines & Geology Siddipet - 2.3 Ha.,","GAUTHAM GADPALE","EC Granted","EC",NA
"1151",10,"SIA/TG/NCP/61162/2016","SIA/TG/NCP/61162/2016","M/s Rajapushpa Properties Private limited","RAJAPUSHPA PROPERTIES PRIVATE LIMITED","EC Granted","EC",NA
"1152",1,"SIA/TG/MIN/78667/2018","SIA/TG/MIN/78667/2018","Sri S. Ravi Seelamsetty","RAVISEELAMSETTY","EC Granted","EC",NA
