"","X","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"1476",6,"SIA/KA/MIN/30004/2015","","Proposed River Sand Quarry Block No 3 in Krishna River","IGEOSIS","Delisted","EC",NA
"1477",7,"SIA/KA/MIN/181833/2020","SEIAA 423 MIN 2020","ROKKADKATTI BUILDING STONE (M SAND) QUARRY","SRI SHANKARAPPA B LAMANI","Delisted","EC",NA
"1478",8,"SIA/KA/MIN/161616/2020","SEIAA 249 MIN 2020","Granite Quarry of Laxman Rudrappa Nirani","GRANITE QUARRY OF LAXMAN RUDRAPPA NIRANI (8.50 ACRES)","EC Granted - Processed offline","EC",NA
"1479",9,"SIA/KA/MIN/31963/2019","SEIAA 165 MIN 2019","Balgeri Ordinary Sand Quarry of Sri. Shashikanth M Patil","SRI SHASHIKANTH M PATIL","EC Granted","EC",NA
"1480",10,"SIA/KA/MIN/144850/2020","SEIAA 94 MIN 2020","“Kallur Laterite Mineral Quarry” of  Sri. Shivakumar","SRI. SHIVAKUMAR","EC Granted - Processed offline","EC",NA
"1481",1,"SIA/KA/IND2/12307/2016","SEIAA 20 IND 2016","M/s. Chorus Labs Limited,","MS CHORUS LABS LTD","Rejection Letter Granted","EC",NA
"1482",7,"SIA/KA/MIN/93802/2019","SEIAA 144 MIN 2019","Budihal Ordinary Sand Quarry over an extent 5-31 Acres (2.337 Hectares) in Patta Land at Sy. No. 3/1A & 3/1B of Budihal Village, Shirahatti taluk, Gadag district, Karnataka","KALPAVRUKSHA ASSOCIATES","EC Granted","EC",NA
"1483",8,"SIA/KA/IND/222633/2021","SEIAA 44 IND 2021","Proposed “Clinker Grinding Unit (Cement)” by M/s GK Industries","M/S GK INDUSTRIES","EC Granted","EC",NA
"1484",9,"SIA/KA/MIN/216552/2021","SEIAA 287 MIN 2021","Building Stone Quarry","SRI. VINCENT JOSEPH NEELIYARA","EC Granted","EC",NA
"1485",10,"SIA/KA/MIN/2360/2015","SEIAA 1170 MIN 2015","Granite Building Stone Quarry","Global Environment & Mining Services","EC Granted","EC",NA
"1486",1,"SIA/KA/MIS/145933/2020","SEIAA 38 CON 2020","Proposed Residential Apartment & Office Building project by Sri. G. M. Nanjundappa","SRI. G. M. NANJUNDAPPA","EC Granted - Processed offline","EC",NA
"1487",2,"SIA/KA/MIN/91500/2019","SEIAA 32 MIN 2019","“Building Stone Quarry” over an extent of 6-00 Acres at Sy No: 11, jonnalakunte Village, Chikkaballapura Taluk, Chikkaballapura District, Karnataka.","MS PYRAMID GRANITES","Delisted","EC",NA
"1488",3,"SIA/KA/MIN/161467/2020","SEIAA 230 MIN 2020","“ Building Stone Quarry” of  M/s. Shivaganga Stone Crushing and M- sand industries","M/S. SHIVAGANGA STONE CRUSHING AND M- SAND INDUSTRIES","Delisted","EC",NA
"1489",4,"SIA/KA/MIN/235670/2021","SEIAA 292 MIN 2020","“Ordinary Sand Quarry” of Sri. Ramesh Y Kittali","""ORDINARY SAND QUARRY"" OF SRI. RAMESH Y KITTALI","EC Granted","EC",NA
"1490",5,"SIA/KA/MIN/237104/2021","SEIAA 597 MIN 2021","Expansion Of Building Stone Quarry","M/S. VISHWA VINAYAKA BUILD-TECH,","EC Granted","EC",NA
"1491",6,"SIA/KA/MIN/271071/2022","","“Building Stone Quarry” of Sri. Prajwal L S","LEELA PRAJWAL","WithdrawEC","EC",NA
"1492",7,"SIA/KA/MIN/269908/2022","SEIAA 203 MIN 2022","“Building Stone Quarry” of Sri. Vrushbaharaja Kadamba","VRASHABHA KADAMBA","EC Granted","EC",NA
"1493",8,"SIA/KA/NCP/30664/2015","It appears that this proposal is a repetition of p","JANA JEEVA ORCHID","JANAJEEVA ESTATES PVT LTD","Delisted","EC",NA
"1494",2,"SIA/KA/NCP/62334/2017","","Expansion and Modification of Residential Apartment by Athashri","M/S. PARANJAPE SCHEMES BANGALORE","Delisted","EC",NA
"1495",3,"SIA/KA/MIS/104595/2019","SEIAA 68 CON 2019","Brigade Commercial Development-Expansion","BRIGADE ENTERPRISES LIMITED","EC Granted","EC",NA
"1496",4,"SIA/KA/MIN/42379/2016","SEIAA 95 MIN 2016","“Haralahallii Block -2 – River Sand Quarry” Adjacent to Sy. No. 53(P),70,72A1,72A2(P) in Tungabhadra River bed at Haralahallii Village over an extent of 12.35 Acres (5.00 Ha), Haralahallii village, Haveri Taluk, Haveri District, Karnataka.","DISTRICT SAND MONITORING COMMITEE HAVERI","EC Granted","EC",NA
"1497",5,"SIA/KA/MIN/213892/2021","SEIAA 278 MIN 2021","HULIKATTI BUILDING STONE QUARRY","SRI PAWAN B UDAPUDI","EC Granted","EC",NA
"1498",6,"SIA/KA/MIN/214000/2021","SEIAA 229 MIN 2021","Black Granite Quarry","SMT. BORAMMA","EC Granted - Processed offline","EC",NA
"1499",10,"SIA/KA/MIS/190360/2020","SEIAA 45 CON 2020","Proposed Commercial Building project “SILICON FOREST BY MFAR”","“SILICON FOREST BY MFAR”","EC Granted - Processed offline","EC",NA
"1500",1,"SIA/KA/MIN/63738/2017","","Expansion of Validity of EC for River Sand Block in an extent of 8.75 acres (3.54 Ha.) in Block No. 5 along Shirva river at Shirva Village, Udupi Taluk, Udupi","V KODANDARAMMAIH","Delisted","EC",NA
"1501",2,"SIA/KA/MIN/34568/2015","SEIAA 1574 MIN 2015","“Building Stone Quarry” of 
Vijay Kumar at Sy No: 709/2/I (P), Kolhar  Village,
Basavana Bagewadi Taluk,
Vijayapur District, Karnataka. QL area: 4-00 Acres","VIJAY KUMAR","EC Granted","EC",NA
"1502",3,"SIA/KA/MIN/34632/2015","SEIAA 1593 MIN 2015","""Naganapura Lime Stone Mine"" of M/s Nandi Mining Company","NANDI MINING COMPANY","EC Granted","EC",NA
"1503",4,"SIA/KA/MIN/38778/2016","","“Building Stone Quarry” over an extent of 1-00 Acres at Sy No. 33/1, Kerehithalu Village, Sagar Taluk, Shimoga District, Karnataka.","SHAIKH UMAR","Delisted","EC",NA
"1504",5,"SIA/KA/MIN/38869/2016","SEIAA 17 MIN 2016","“Building Stone Quarry” over an extent of 2-38 Acres (1-28 Acres Q L No. 1253 & 1-10 Acres Q L No. 1270) at Sy. No: 13, Ivagalu Village, Ramanagara Taluk, Ramanagar District, Karnataka","K RAJASHEKHARA NAYAKA","Rejection Letter Granted","EC",NA
"1505",6,"SIA/KA/MIN/158179/2020","SEIAA 250 MIN 2020","Building Stone Quarry of N.M. Noor Ahmed (6.0 Ac)","BUILDING STONE QUARRY OF N.M. NOOR AHMED (6.0 AC)","EC Granted - Processed offline","EC",NA
"1506",7,"SIA/KA/MIN/52429/2016","SEIAA 134 MIN 2016","Removal of Sand from Sand Bar SB-YM-05 in an extent of 1.011 Ha. in Kirimanjeshwara Village, Kundapura Taluk, Udupi Dist.","UDUPI DSMC","EC Granted","EC",NA
"1507",8,"SIA/KA/MIN/52448/2016","SEIAA 143 MIN 2016","Removal of Sand from Sand Bar SB-ST-14 in an extent of 1.011 Ha. in Pandeshwara Village, Udupi Taluk & Dist.","UDUPI DSMC","EC Granted","EC",NA
"1508",9,"SIA/KA/MIN/221362/2021","SEIAA 552 MIN 2021","WARKANAHALLI BUILDING STONE QUARRY","SHANKAR SHARNAPPA GOSI","EC Granted","EC",NA
"1509",10,"SIA/KA/MIN/216493/2021","","“Building Stone Quarry” of  M/s. J. J. Mines, Prop: Sri. L. J. Ramdev","""BUILDING STONE QUARRY"" OF M/S. J.J. MINES","Delisted","EC",NA
"1510",5,"SIA/KA/MIN/55164/2016","SEIAA 174 MIN 2016","YANAGUNTI BLOCK - II","DISTRICT SAND MONITORING COMMITTEE KALABURAGI","EC Granted","EC",NA
"1511",7,"SIA/KA/NCP/91311/2019","SEIAA 08 CON 2019","Residential Apartment","MUPPIRIDEVELOPERS","EC Granted","EC",NA
"1512",8,"SIA/KA/MIN/226604/2021","SEIAA 415 MIN 2021","“Ordinary Sand Quarry” of Sri. Shekharagoud L. Hudedamani","SRI. SHEKHARAGOUD L. HUDEDAMANI","Awaiting EC","EC",NA
"1513",9,"SIA/KA/IND2/32111/2019","SEIAA 15 IND 2019","M/s. Sri Indu Drugs India Pvt. Ltd","SRI INDU DRUGS INDIA PVT LTD","EC Granted - Processed offline","EC",NA
"1514",10,"SIA/KA/MIS/201410/2021","SEIAA 33 CON 2021","Modification & Expansion of Residential Project","M/S. GODREJ PROPERTIES LTD","Delisted","EC",NA
"1515",5,"SIA/KA/MIN/232587/2021","SEIAA 555 MIN 2021","“Pink Granite Quarry” of Sri. Abdul Razak Phaniband","SRI.ABDUL RAZAK PHANIBAND","EC Granted","EC",NA
"1516",6,"SIA/KA/MIN/231644/2021","SEIAA 564 MIN 2021","ALURU BUILDING STONE QUARRY","G M PRATHIMA","EC Granted","EC",NA
"1517",7,"SIA/KA/IND3/231852/2021","SEIAA 54 IND 2021","Manixil Bio Organics","MANIXIL BIO ORGANICS","EC Granted","EC",NA
"1518",8,"SIA/KA/MIN/252774/2022","SEIAA 27 MIN 2022","Building Stone Quarry","PARAMESHWARAPPA MALATHESHA","EC Granted","EC",NA
"1519",9,"SIA/KA/MIS/272436/2022","SEIAA 61 CON 2022","Proposed Residential Apartment Building by M/s. M R Groups","MUDDENAHALLI MADHU","EC Granted","EC",NA
"1520",1,"SIA/KA/NCP/62727/2017","seiaa 27 con 2017","Adarsh Mayberry","AKARSH RESIDENCE PRIVATE LIMITED","EC Granted","EC",NA
"1521",2,"SIA/KA/NCP/62739/2017","","Residential apartment at   Survey No.  121/24(P) 121/25(P),121/26(P),121/29  and 121/30,Hebbagodi Village ,Attibele  Hobli, Anekal Taluk. Bangalore by M/s.  India Build Realty Pvt Ltd","MS INDIA BUILD HOMES PVT LTD","Delisted","EC",NA
"1522",3,"SIA/KA/RIV/72509/2018","SEIAA 03 MIN 2018","havanurordinarysandblock","SRI RAJU S","EC Granted","EC",NA
"1523",4,"SIA/KA/MIN/38426/2016","","Granite Building Stone Quarry of Smt. G.S.Rathnamma","G S RATHNAMMA","Delisted","EC",NA
"1524",8,"SIA/KA/MIN/30019/2015","","SHIRONGALA BLACK GRANITE QUARRY","VICTOR TECH SOLUTION","Delisted","EC",NA
"1525",1,"SIA/KA/MIN/63409/2017","SEIAA 26 MIN 2017","“Green quartz Quarry”
Sri M R Umesh","SRI M R UMESH OF GREEN QUARTZ QUARRY","EC Granted","EC",NA
"1526",3,"SIA/KA/MIN/210099/2021","SEIAA 258 MIN 2021","SOORATUR BUILDING STONE QUARRY","SRI MADAN U D S/O K.P.DUGGAPPA GOWDA","EC Granted","EC",NA
"1527",4,"SIA/KA/MIN/234705/2021","SEIAA 575 MIN 2021","“Building Stone (M-Sand) Quarry” of  Sri. K. S. Venkateshappa","SRI. K. S.  VENKATESHAPPA","Delisted","EC",NA
"1528",5,"SIA/KA/MIN/234663/2021","SEIAA 571 MIN 2021","Black Granite Quarry","SMT. SANTHOSH MITTAL","EC Granted","EC",NA
"1529",6,"SIA/KA/IND/76909/2021","SEIAA 37 IND 2021","M/s SATISH SUGARS LTD (TMT DIVISION)","SATISH SUGARS TMT DIVISION","EC Granted","EC",NA
"1530",7,"SIA/KA/MIN/255042/2022","SEIAA 46 MIN 2022","Building Stone Quarry","SMT. K.S HEMAVATHI","EC Granted","EC",NA
"1531",8,"SIA/KA/IND3/247079/2021","SEIAA 62 IND 2021","M/s Biogreen Technochem Pvt. Ltd","BIOGREEN TECHNOCHEM PRIVATE LIMITED","Delisted","EC",NA
"1532",9,"SIA/KA/MIS/265951/2022","SEIAA 39 CON 2022","Development of Residential Apartments with Civic Amenities– “Aratt Centrum”","VISHAL VINCENT","EC Granted","EC",NA
"1533",10,"SIA/KA/MIN/94286/2019","","“Sand Quarry at Shingataloor Sand Mining Block-3” in Tungabhadra river bed adjacent to Sy. No- 78 & 79 in Shingataloor - Village, Mundargi – Taluk, Gadag","SRI ANANDA","Delisted","EC",NA
"1534",1,"SIA/KA/MIN/224774/2021","SEIAA 386 MIN 2021","“Building Stone/ M-Sand Quarry” of  Sri D. Shankarappa","SRI D. SHANKARAPPA","EC Granted","EC",NA
"1535",2,"SIA/KA/MIN/145768/2020","SEIAA 110 MIN 2020","V. K. Minerals","V. K. MINERALS","EC Granted - Processed offline","EC",NA
"1536",5,"SIA/KA/IND2/16404/2016","SEIAA 28 IND 2016","-1","MICRO LABS LIMITED","Rejection Letter Granted","EC",NA
"1537",6,"SIA/KA/MIN/257424/2022","SEIAA 69 MIN 2022","Expansion of Building Stone Quarry(QL No. 718)","M/S. GANAPATHI ENTERPRISES","Request for withdraw","EC",NA
"1538",7,"SIA/KA/MIS/259446/2022","","Proposed Expansion of Residential Apartment Building project called “Suvilas Palms” by M/s. Suvilas Properties Pvt. Ltd.,","M/S. SUVILAS PROPERTIES PVT. LTD.,","Delisted","EC",NA
"1539",8,"SIA/KA/MIN/268545/2022","SEIAA 194 MIN 2022","Taveragera Building stone Quarry","PRAVEEN ANDRAL","EC Granted","EC",NA
"1540",9,"SIA/KA/MIN/148248/2020","SEIAA 124 MIN 2020","“Ordinary Sand Quarry” of Sri. Siddalingesh. H. Goudar","SRI. SIDDALINGESH. H. GOUDAR","EC Granted - Processed offline","EC",NA
"1541",10,"SIA/KA/MIN/148301/2020","SEIAA 126 MIN 2020","“Building Stone Quarry” of Sri. Hanumanthachar P. Joshi","SRI. HANUMANTHACHAR P. JOSHI","EC Granted - Processed offline","EC",NA
"1542",9,"SIA/KA/NCP/53975/2016","","proposed residential apartment project by Anjannappa Reddy at Sy. No. 25, 27/3 Bidare Agrahara village, Bidarahalli Hobli, Bangalore East Taluk.","ANJANNAPPA REDDY","Delisted","EC",NA
"1543",10,"SIA/KA/MIN/59353/2020","SEIAA 458 MIN 2020","Haruvanahalli Quartz Mine of M/s. M.M Trading Company (ML.No.2232)","QUARRYING PLAN OF HARUVANAHALLI QUARTZ MINE OF M/S M M TRADING COMPANY (ML NO. 2232)","EC Granted","EC",NA
"1544",1,"SIA/KA/NCP/58769/2016","SEIAA 132 CON 2016","proposed Residential Apartment project at Sy. No. 383 & 384 Hoskote village, Kasaba Hobli, Hoskote Taluk, Bengaluru Rural District","CMRS PROJECTS PRIVATE LTD","EC Granted","EC",NA
"1545",2,"SIA/KA/MIN/34215/2015","","“Building Stone Quarry” over an extent of 2-00 Acres at Sy No. 43/4(P), Rajnal Village, Kalburgi Taluk, Kalburgi District, Karnataka.","SRI SIDDAPPA","Delisted","EC",NA
"1546",4,"SIA/KA/MIN/139719/2020","SEIAA 68 MIN 2020","“Building Stone Quarry” of Sri. Siddanna S. Tumbaramatti","SRI.  SIDDANNA S. TUMBARAMATTI","EC Granted - Processed offline","EC",NA
"1547",5,"SIA/KA/MIN/145394/2020","SEIAA 112 MIN 2020","Grey Granite quarry of M/s. Prajashree International Granites Pvt. Ltd","GREY GRANOTE QUARRY OF M/S. PRAJASHREE INTERNATIONAL PVT. LTD.,","EC Granted - Processed offline","EC",NA
"1548",6,"SIA/KA/MIN/148633/2020","SEIAA 138 MIN 2020","ALUR BUILDING STONE(M SAND) QUARRY","M/S DAVANAGERE STONE CRUSHER SRI MIRZA SANAULLA S/O MIRZA ANWARULLA","EC Granted - Processed offline","EC",NA
"1549",7,"SIA/KA/MIS/208958/2021","SEIAA 57 CON 2021","M/s Gulbarga Institute of Medical Sciences (GIMS)","M/S GULBARGA INSTITUTE OF MEDICAL SCIENCES","EC Granted - Processed offline","EC",NA
"1550",8,"SIA/KA/MIN/230602/2021","SEIAA 516 MIN 2021","Shahabad Stone (Cherty Limestone) Quarry","SRI. MOHAMMED DAWOOD","EC Granted","EC",NA
"1551",9,"SIA/KA/MIS/251859/2022","SEIAA 14 CON 2022","Residential Apartment and a Club House","CASA GRANDE GARDEN CITY BUILDERS PVT. LTD.","EC Granted","EC",NA
"1552",10,"SIA/KA/MIN/76906/2020","SEIAA 455 MIN 2020","White Quartz Mine of M/s. National Mining Company ML.No.2253","WHITE QUARTZ MINE OF (ML 2253) OF M/S NWHITE QUARTZ QUARRY OF M/S NATIONAL MINING COMPANY (ML NO. 2253) EXTENT 8.09 HA.","EC Granted","EC",NA
"1553",4,"SIA/KA/MIN/153740/2020","SEIAA 151 MIN 2020","“Building Stone Quarry” of Sri. Ramesh Hulagappa","""BUILDING STONE QUARRY OF SRI. RAMESH HULAGAPPA""","EC Granted - Processed offline","EC",NA
"1554",5,"SIA/KA/MIN/195632/2021","SEIAA 60 MIN 2021","“Building Stone Quarry” of  Sri. P. S. Manjunath","SRI. P. S. MANJUNATH","Delisted","EC",NA
"1555",6,"SIA/KA/MIS/156730/2020","SEIAA 96 CON 2020","Brigade Residential Development","BRIGADE ENTERPRISES LIMITED","EC Granted - Processed offline","EC",NA
"1556",7,"SIA/KA/MIN/129353/2019","SEIAA 810 MIN 2019","Building Stone Quarry","SRI. GANESH SHETTY","Delisted","EC",NA
"1557",8,"SIA/KA/MIN/55219/2016","SEIAA 170 MIN 2016","REMOVAL OF SAND BAR IN KAPILA RIVER HEBBALAGUPPE BLOCK NO 4","DISTRICT SAND MONITORING COMMITTEE","Rejection Letter Granted","EC",NA
"1558",9,"SIA/KA/MIN/225971/2021","SEIAA 406 MIN 2021","“Building Stone Quarry” of   Sri. Farooq Baig","SRI. FAROOQ BAIG","EC Granted","EC",NA
"1559",10,"SIA/KA/MIS/59488/2020","SEIAA 01 IND 2021","Setting up of Municipal Solid Waste Management Facility (MSWMF) at Varalahalli Village, Hagaribommanahalli Taluk, Vijayanagara District, Karnataka by Town Municipal Council, Hagaribommanahalli","TOWN MUNICIPAL COUNCIL, HAGARIBOMMANAHALLI","EC Granted","EC",NA
"1560",1,"SIA/KA/MIN/194482/2021","SEIAA 64 MIN 2021","Building Stone Quarry","SRI. A.M MOHIN KUNHI","Delisted","EC",NA
"1561",2,"SIA/KA/MIS/135360/2020","SEIAA 04 CON 2020","M/s. Nestled Haven Developers LLP","MS. NESTLED HAVEN DEVELOPERS LLP","EC Granted - Processed offline","EC",NA
"1562",3,"SIA/KA/MIN/263726/2022","SEIAA 145 MIN 2022","“Building Stone Quarry” of Sri. Chethan G Patil","SRI. CHETHAN   G   PATIL","EC Granted","EC",NA
"1563",4,"SIA/KA/MIS/283659/2022","SEIAA 99 CON 2022","District Hospital Udupi","DISTRICT HOSPITAL UDUPI","Pending at PP due to eds","EC",NA
"1564",5,"SIA/KA/MIN/68518/2017","SEIAA 67 MIN 2017","Environmental Clearance for River Sand Quarry Activity of 15-00 Acres in Vedhavathi River Bed, Block No. 01, Adj. Sy. Nos. 35, 27, 26, 24, & 23 Kannagondi Village, Hosadurga Taluk, Chitradurga District, Karnataka","SRI. CHANDRASHEKHAR S.M.","EC Granted","EC",NA
"1565",6,"SIA/KA/MIN/68832/2017","SEIAA 68 MIN 2017","Natural Sand Quarry Of G Srinivasalu at Molkalmuru","NATURAL SAND QUARRY OF SRI G SRINIVASALU","EC Granted","EC",NA
"1566",7,"SIA/KA/MIN/31549/2019","","“Ordinary Building stone Quarry” over an extent of 5-00 Acres at Sy No. 123/6, Kattaya village, Hassan Taluk, Hassan District, Karnataka.","K CHANDRASHEKAR","Delisted","EC",NA
"1567",8,"SIA/KA/MIS/30633/2019","SEIAA 11 IND 2019","Capital Dredging at Old Port  Mangalore (Bengre Side)","EXECUTIVE ENGINEER PORT AND FISHERIES DIVISION","EC Granted","EC",NA
"1568",9,"SIA/KA/IND2/30815/2019","SEIAA 02 IND 2019","M/s. Natural Capsules Limited","M/S. NATURAL CAPSULES LIMITED","EC Granted - Processed offline","EC",NA
"1569",1,"SIA/KA/MIN/184284/2020","SEIAA 390 MIN 2020","Building Stone Quarry","SRI. K.M. VIDYASAGAR","EC Granted - Processed offline","EC",NA
"1570",2,"SIA/KA/MIN/184666/2020","SEIAA 347 MN 2020","Building Stone Quarry","SMT. PRATHIBA","EC Granted - Processed offline","EC",NA
"1571",3,"SIA/KA/MIN/221644/2021","SEIAA 330 MIN 2021","Building stone and M-Sand Quarry","M/S. SAMRUDDHI STONES AND SAND, PARTNER: SRI VIKAS M BOLSHETTY),","Delisted","EC",NA
"1572",4,"SIA/KA/MIN/215209/2021","SEIAA 256 MIN 2021","""Ordinary Sand Quarry"" of Sri. Abdul Rasheed","""ORDINARY SAND QUARRY"" OF SRI. ABDUL RASHEED","EC Granted","EC",NA
"1573",5,"SIA/KA/MIS/188932/2020","SEIAA 150 CON 2020","Proposed Residential Apartment","M/S. GODREJ PROPERTIES LTD","EC Granted - Processed offline","EC",NA
"1574",6,"SIA/KA/MIS/134524/2020","SEIAA 01 CON 2020","Proposed Multi Storey Residential Flats Under “1 Lakh Multi Storey Bengaluru Housing Programme","M/S. RAJIVGANDHI HOUSING CORPORATION LTD.,","EC Granted - Processed offline","EC",NA
"1575",4,"SIA/KA/MIN/91439/2019","SEIAA 11 MIN 2019","“Building Stone Quarry” over an extent of 4-00 Acres at Sy No: 7, Varlakondahalli Village. Gudibande Taluk, Chikkaballapura District, Karnataka of Sri. K. Ranga Reddy","K RANGAREDDY","EC Granted","EC",NA
"1576",6,"SIA/KA/NCP/86790/2018","SEIAA 174 CON 2018","Residential Apartment","AZEEM INFINITE DWELLING INDIA PVT LTD","Rejected - Processed offline","EC",NA
"1577",7,"SIA/KA/MIN/131317/2019","SEIAA 839 MIN 2019","“Ordinary Sand Mining”of  Sri. Irganteppa M Sindageri,","SRI. IRGANTEPPA M SINDAGERI,","EC Granted - Processed offline","EC",NA
"1578",8,"SIA/KA/MIN/157124/2020","SEIAA 185 MIN 2020","Soap Stone Quarry","SRI. MOHAMMED AKRAM","EC Granted - Processed offline","EC",NA
"1579",9,"SIA/KA/MIS/186708/2020","SEIAA 139 CON 2020","Development of Residential Apartment","M/S.  SUMADHURA HOMES LLP","EC Granted - Processed offline","EC",NA
"1580",10,"SIA/KA/MIN/888/2015","SEIAA 1009 MIN 2015","“Building Stone Quarry” of  Sri. H. T. Ravi","H T RAVI","EC Granted","EC",NA
"1581",1,"SIA/KA/MIN/73576/2018","SEIAA 23 MIN 2018","– Itagi Sand Mining Block - BLY—OSB-12 over an extent 22.239 Acres (9.0ha) in Tungabhadra River Bed opp to part of Sy. No - 01 ,02 ,03 & 04 in Itagi - Village, Hospete – Taluk, Ballari – District","SRI J D MANJUNATHA","EC Granted","EC",NA
"1582",2,"SIA/KA/MIS/103684/2019","SEIAA 62 CON 2019","Proposed IT/BT Building at Khata NO: 2657, SY NO:91/1, 91/2, 92/1, 92/2B, 92/2B 92/4, 92/4 & 92/4 ,Municipal NO: 182, Ward NO: 149, Panathur Village,Varthur Hobli, Bangalore  by Sri. Errol Fernandes","SRI. ERROL FERNANDES","EC Granted","EC",NA
"1583",3,"SIA/KA/NCP/74912/2018","","Proposed Office Building project by Qualcomm India Pvt Ltd., at Part of Sy No.16/1 & 16/2 of Sonnenahalli Village, Plot No 125, 126 & 127, EPIP, Phase II, Whitefield, K R Puram Hobli, Bangalore","QUALCOMM INDIA PVT LTD","Delisted","EC",NA
"1584",9,"SIA/KA/MIS/60861/2017","SEIAA 09 IND 2015","PROPOSED DEVELOPMENT OF SCIENTIFIC LANDFILL SITE OF CAPACITY 600 TPD FOR DISPOSAL OF SOLID WASTE  BY- M/S: BRUHAT BANGALORE MAHANAGARA PALIKE","BBMP WEST","EC Granted - Processed offline","EC",NA
"1585",10,"SIA/KA/MIS/231378/2021","SEIAA 118 CON 2021","D. Sundara Rami Reddy","SRI. D SUNDARA RAMI REDDY","EC Granted","EC",NA
"1586",6,"SIA/KA/MIN/166014/2020","SEIAA 273 MIN 2020","“Ordinary Sand Mining” of  Sri. Ashif L Dantali","SRI. ASHIF L DANTALI","EC Granted - Processed offline","EC",NA
"1587",8,"SIA/KA/IND2/60688/2017","","proposed Distillery, Sugar and Co-Gen Unit at Sy. No. 40/1, 40/2, 40/3, 40/4, 40/5, 40/6, 41/2, 41/3, 41/4, 41/5, 41/6, 42, 47(P), 50/1(P), 41/1, 47/2, 49/1, 49/2, 53/5a/1, 62/2 of Chatnahalli Village, Hirekerur Taluk, Haveri District, Karnataka State by M/s. G M Sugars & Energy Ltd","GM SUGARS AND ENERGY LTD","Delisted","EC",NA
"1588",9,"SIA/KA/MIN/280835/2022","SEIAA 310 MIN 2022","Ornamental Granite (Grey Granite) Quarry","SRI. V.K. SWAMINATH","EC Granted","EC",NA
"1589",10,"SIA/KA/MIN/281777/2022","SEIAA 319 MIN 2022","HALEKOTE BUILDING STONE QUARRY","SHAIKKOPPAL AMJEDBASHA","EC Granted","EC",NA
"1590",1,"SIA/KA/MIN/32058/2019","SEIAA 175 MIN 2019","“Building Stone Quarry” of Sri. Shankaragouda H Patil","SRI SHANKARGOUDA H PATIL","EC Granted","EC",NA
"1591",2,"SIA/KA/IND2/167317/2020","SEIAA 56 IND 2020","Bulk Drugs and Intermediates manufacturing","SREEVEN PHARMA PVT LTD","Delisted","EC",NA
"1592",3,"SIA/KA/MIS/167623/2020","SEIAA 38 CON 2021","M/s. Chalet Hotels Limited Modification of Project for Mixed Use Development (Commercial and Residential)","M/S. CHALET HOTELS LIMITED","EC Granted","EC",NA
"1593",4,"SIA/KA/NCP/57890/2016","SEIAA 118 CON 2016","“Hara Vijaya Heights” at Sy. No. 7/14 (New No. 48), Katha No. 84, Uttarahalli Manavarthe Kaval Village, Uttarahalli Hobli, Bangalore South Taluk, Bangalore","HARA VIJAYA ENTERPRISES","EC Granted","EC",NA
"1594",5,"SIA/KA/NCP/83158/2018","SEIAA 153 CON 2018","Residential Apartment with Commercial Space and Club House","ALLAM INFINITE INDIA PVT LTD","EC Granted","EC",NA
"1595",6,"SIA/KA/MIN/3062/2015","SEIAA 1265 MIN 2015","Multi Color Granite","N H SHIVASIDDEGOWDA","EC Granted","EC",NA
"1596",7,"SIA/KA/MIN/34631/2015","","Naganapura Lime Stone Mine of M/s Nandi Mining Co.","NANDI MINING COMPANY","Delisted","EC",NA
"1597",8,"SIA/KA/MIN/34708/2015","SEIAA 1585 MIN 2015","“Building Stone Quarry” over an extent of 2-20 Acres at Sy No. 73, Kavalagirena Halli Village, Malur Taluk, Kolar District, Karnataka.","MS HABEEB AND COMPANY","Rejection Letter Granted","EC",NA
"1598",9,"SIA/KA/MIS/102601/2019","","Proposed Commercial cum Service ApartmentBuilding at  Sy. No 65/1A, 62, 63 of Kaikondarahalli Village, Varthur Hobli, Bangalore East Taluk, Bangalore  by BREN CORPORATION PVT.LTD","BREN CORPORATION PRIVATE LTD","Delisted","EC",NA
"1599",10,"SIA/KA/NCP/29219/2015","","","WELCOME FOODS LTD.","Delisted","EC",NA
"1600",4,"SIA/KA/NCP/17833/2016","SEIAA 183 CON 2016","Proposed Construction of District Office Complex at Mysore","PUBLIC WORKS DEPARTMENT MYSURU","EC Granted","EC",NA
"1601",5,"SIA/KA/MIN/34995/2015","SEIAA 1595 MIN 2015","“Multicolor Granite Quarry” of 
M/s Sri Matha Granites
Sy No: 636 (Part), 
Kanakapura Village,
Kanakapura Taluk,
Ramanagara District,
Karnataka
QL area: 3-06 Acres","SRI MATHA GRANITES","EC Granted","EC",NA
"1602",6,"SIA/KA/MIN/231027/2021","SEIAA 531 MIN 2021","Karaguru Sand Block 02","KARNATAKA STATE MINERALS  CORPORATION LIMITED","Delisted","EC",NA
"1603",7,"SIA/KA/MIN/229029/2021","SEIAA 488 MIN 2021","“Building Stone Quarry” of Sri. Kempegowda","SRI. KEMPEGOWDA","EC Granted","EC",NA
"1604",8,"SIA/KA/MIN/200846/2021","SEIAA 111 MIN 2021","“Building Stone Quarry” of  Sri. Vikas M. Khatawate","SRI. VIKAS M. KHATAWATE","EC Granted - Processed offline","EC",NA
