"","X","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"114",8,"SIA/UK/MIS/150302/2020","","Environmental Clearance for Proposed Construction of Wellness Centre By M/s Punarnava Yog Foundation located at Naliyana Village, Bhitarli, Kimadi, Lambidhar Road, Mussoorie, Dehradun, Uttarakhand","M/S PUNARNAVA YOG FOUNDATION","Delisted","EC",NA
"115",9,"SIA/UK/NCP/124680/2019","EC-9(47)/2019","Environmental Clearance for Proposed Installation of Hot Mix Plant For M/s M. G. Contractors Pvt. Ltd.","M G CONTRACTORS PVT LTD","Under examination of SEIAA after SEAC","EC",NA
"116",10,"SIA/UK/NCP/154084/2020","EC-9(64)/2020","Balmer Lowrie Van Leer Ltd","BALMER LAWRIE VAN LEER LIMITED","EC Granted","EC",NA
"117",1,"SIA/UK/MIS/191502/2021","EC-8(30)/2021","DSR CONTINENTAL","HOTEL DSR CONTINENTAL","EC Granted","EC",NA
"118",2,"SIA/UK/NCP/161248/2020","E.C No- 5(16)/2020","IKON PHARMACHEM PVT. LTD.","IKON PHARMACHEM PVT. LTD","EC Granted","EC",NA
"119",3,"SIA/UK/IND/222526/2021","EC-09(88)/2021","M/s Shutec","M/S SHUTEC","EC Granted","EC",NA
"120",4,"SIA/UK/MIS/222550/2021","EC-08(44)/2021","DR. K.K.B.M. Subharti Hospital & other Infrastructure, NH-72 Jhajara Chakrata Road District- Dehradun, Uttarakhand Pin -248007","RAVINDRA PRATAP SINGH","EC Granted","EC",NA
"121",5,"SIA/UK/MIN/222539/2021","EC-01(191)/2021","Soil Excavation","M/S LAKHVINDER SINGH","Delisted","EC",NA
"122",6,"SIA/UK/MIN/32520/2018","","Bilkhet Sand Bajri boulder mine","THANESHWAR PRASHAD BADOLA","Under examination of SEIAA manually process","EC",NA
"123",7,"SIA/UK/NCP/146520/2020","E.C- 09(57)/2020","Environmental Clearance for Proposed Installation of Green insulated DG Set and Screen-printing facility to manufacture of Shoes in the existing Complex by M/s Shutec (Unit-II), Khasra No. 205, Indust","SHUTEC","EC Granted","EC",NA
"124",8,"SIA/UK/MIS/68694/2020","EC-07(18)/2020","Development of Scientific Land Fill Site  (Integrated Solid Waste Management (ISWM) Project)","NAGAR NIGAM RISHIKESH","EC Granted","EC",NA
"125",9,"SIA/UK/MIN/62603/2019","EC-01(98)/2019","Talla Dhapoli Soapstone Mine","SHRI PRAKASH SINGH DHAPOLA","EC Granted","EC",NA
"126",10,"SIA/UK/MIN/66046/2019","EC-01(83)/2019","Bajeta Soapstone Mining Project","J D MINERALS","EC Granted","EC",NA
"127",1,"SIA/UK/MIN/39348/2019","E.C- 01(88)/2019","Tript Kaur","TRIPT KAUR","EC Granted","EC",NA
"128",3,"SIA/UK/MIN/42760/2018","EC-1(13)/2018","Mining of Soapstone from Lease Area (4.620Ha.)  at Village- Palichak Titoli, Tehsil- Kanda, District-Bageshwar, Uttarakhand by Shri Govind Singh Rautela","DEHRADUN","EC Granted - Processed offline","EC",NA
"129",7,"SIA/UK/MIS/116500/2019","E.C- 09(41)/2019","BHARAT OXYGEN TRADERS","BHARAT OXYGEN TRADERS","EC Granted - Processed offline","EC",NA
"130",8,"SIA/UK/NCP/198090/2021","EC-09(74)/2021","Environmental Clearance for Proposed Manufacturing Unit of Herbal & Nutraceutical Formulation Products along with Utilities Viz. LPG Based Boiler & Green Insulated DG Set by M/s Swaranimakash Lifescience Private Limited","M/S SWARANIMAKASH LIFESCIENCE PRIVATE LIMITED","EC Granted","EC",NA
"131",9,"SIA/UK/MIN/44624/2019","E.C- 01-(126)/2019","Badkholu RBM Project","VIJAY JOSHI","Under examination of SEAC manually process","EC",NA
"132",1,"SIA/UK/MIN/126195/2019","EC-1(120)/2019","Sumerpur RBM Project","SUMERPUR RBM PROJECT","EC Granted","EC",NA
"133",2,"SIA/UK/MIN/126139/2019","EC-1(126)/2019","Nagarsal RBM Project","NAGARSAL R RBM PROJECTS","Accepted By SEAC","EC",NA
"134",3,"SIA/UK/MIN/45588/2018","EC-1(47)/2018","UKROLI SAND BAJRI BOULDER MINE OF JITENDRA SINGH","JITENDRA  SINGH","Under examination of SEAC","EC",NA
"135",4,"SIA/UK/IND/222768/2021","EC-03(02)/2021","Proposed expansion in production of M.S. Billets, Rolling Mill and Induction Furnace by M/S Shree Vasu Steels Private Limited, Unit II at Khasra No. 375, 376 & 377, Kie Industrial Area, Village Mundyaki, Tehsil Roorkee, District Haridwar Uttarakhand","MS SHREE VASU STEELS PVT LTD UNIT II","EC Granted","EC",NA
"136",5,"SIA/UK/IND2/202628/2021","E.C- 09(81)/2021","M/s Clean Easy (Industrial Laundry)","CLEAN EASY","EC Granted","EC",NA
"137",6,"SIA/UK/MIN/140971/2020","EC-1(146)/2020","Majrikanda II VS Project","MAJRIKANDA II V.S. RBM PROJECT","EC Granted","EC",NA
"138",7,"SIA/UK/MIS/252586/2022","EC-09(07)/2022","Environmental Clearance for proposed establishment of 100 MTPH Stone Crusher Plant along with One Green Insulated DG set by M/s Maa Bala Sundari Stone Crusher at Village Abdulapur, Tehsil Vikasnagar, District Dehradun, Uttarakhand","MAA BALA SUNDARI STONE CRUSHER","EC Granted","EC",NA
"139",8,"SIA/UK/NCP/119128/2019","E.C- 09(43)/2019","Environment Clearance for installation of DG Set and Enhancement of Man power along with painting facility for Passenger Motor Car Service Centre in the existing complex by M/s Dee Dee Cars Private Li","DEE DEE CARS PRIVATE LIMITED","Under examination of SEAC manually process","EC",NA
"140",9,"SIA/UK/MIN/37396/2019","E.C- 01(92)/2019","sand, bajri boulder mining project at vill-kotkharra(lot no. 2), kiccha ,udhamsinghnagar at river","KAWALJEET SINGH","Delisted","EC",NA
"141",10,"SIA/UK/MIN/56091/2018","EC-1(29)/2018","Bajina Soapstone Mine, Near Village-Bajina, District-Bageshwar, Uttrakhand","BAJINA SOAPSTONNE MINE","EC Granted","EC",NA
"142",1,"SIA/UK/MIS/273002/2022","EC-09(13)/2022","Environmental Clearance for proposed establishment of 200 TPH Stone Crusher Plant along with 500 KVA DG set by M/s Shri Ganpati Stone Crusher at Khata No. 1283 (Khasra No. 356 Kha, 357 Kha, 358, 359, 360, 361 & 362) and Khata No. 1284 (Khasra No. 283","SHRI GANPATI STONE CRUSHER","EC Granted","EC",NA
"143",3,"SIA/UK/MIN/42729/2018","E.C - 1(39)/20109","Mining of Soapstone from Lease Area (4.945 Ha.)  at Village- Gulampargarh, Tehsil- Kapkot, District-Bageshwar, Uttarakhand by Mr. Madho Singh Papola","MADHO SINGH PAPOLA","EC Granted - Processed offline","EC",NA
"144",5,"SIA/UK/MIN/57096/2018","EC-01(27)/2018","Mining of Proposed Soapstone Mine from Lease Area (4.982 Ha.) at Village – Dayali Kuroli, Tehsil – Dugnakuri, District - Bageshwar, Uttarakhand","GOVIND SINGH BHORIYAL","EC Granted","EC",NA
"145",7,"SIA/UK/MIN/31893/1900","E.C 1(73)/2019","Mining of Sand, Bajri and Boulder (Minor Mineral) from Tons river Bed in  Devta range, Bhasla Compartment Nos. 1,2 & 3, Distt. Uttarkashi","M/S SJVN LIMITED","EC Granted - Processed offline","EC",NA
"146",1,"SIA/UK/MIN/190658/2020","EC-1(161)/2021","Taulyakatal RBM Project","DAYAL SINGH","EC Granted","EC",NA
"147",2,"SIA/UK/IND2/167902/2020","EC-5(18)/2020","Environmental Clearance for Proposed API Bulk Drugs & Intermediates Manufacturing Unit by M/s Marush Overseas Private Limited at Khasra No. 652 Kha, Village – Lodiwala Grant Pargana & Tehsil Bhagwanpur, District – Haridwar, Uttarakhand","M/S MARUSH OVERSEAS PRIVATE LIMITED","EC Granted","EC",NA
"148",5,"SIA/UK/MIN/57069/2019","EC-01(77)/2019","H.B Corporation","H.B CORPORATION","EC Granted","EC",NA
"149",9,"SIA/UK/MIS/203314/2021","E.C- 08(32)/2021","Viobility Research Private Limited","VIOBILITY RESEARCH PVT LTD","EC Granted","EC",NA
"150",2,"SIA/UK/NCP/141522/2020","E.C- 09(56)/2020","Environmental Clearance for Proposed Unit for Manufacturing of LPG Cylinders by M/s Sai Globe Packaging (Unit – II) at Plot No. 122/48 Mi, Central Hope Town, Selaqui, Dehradun, Uttarakhand.","SAI GLOBE PACKAGING UNIT II","EC Granted","EC",NA
"151",4,"SIA/UK/MIS/263230/2022","","Sarvottam Residency Pvt Ltd","NEERAJ GOEL","Pending at PP due to eds","EC",NA
"152",5,"SIA/UK/MIN/413763/2023","EC-01(11)/2023","sand,bajri,boulder deposit","BANSHIDHAR BHATT","EC Granted","EC",NA
"153",6,"SIA/UK/MIS/42895/2016","E.C- 8(57)/2016","Dr. Antriksh K. Saini & Dr. Pratibha Saini","DR ANTRIKSH SAINI","EC  has been Granted Manually","EC",NA
"154",7,"SIA/UK/MIN/93456/2019","E.C- 1(69)/2019","RBM (Sand, Bajari and Boulder)","RBM NAUGAON","Under examination of SEAC manually process","EC",NA
"155",8,"SIA/UK/NCP/35248/2015","E.C- 8(59)/2016","HARIDWAR GREENS, Haridwar, UK, Hero Realty Pvt. Ltd.","HERO REALTY PVT LTD","EC  has been Granted Manually","EC",NA
"156",9,"SIA/UK/MIN/87882/2018","E.C    -1(30)/2019","Jai Ambika Mines","JAI AMBIKA MINES","Under examination of SEAC manually process","EC",NA
"157",10,"SIA/UK/IND1/406895/2022","EC-09(64)/2023","LUXMI SCREENERS","MUKUL AGGARWAL","Rejected by SEAC","EC",NA
"158",1,"SIA/UK/MIS/237542/2021","EC-09(98)/2018","Environmental clearance for Installation of RBM Screening Plant by M/s Om Screening Plant at Khata No. 10 & 85 Village- Fatepur Tanda, Tehsil- Doiwala, Dehradun (Uttarakhand)","M/S OM SCREENING PLANT","Awaiting EC","EC",NA
"159",2,"SIA/UK/MIN/30687/2015","1-(752)/2015","Rakhvinder Kaur","RAKHVINDER KAUR","EC  has been Granted Manually","EC",NA
"160",3,"SIA/UK/IND2/90018/2018","E.C   -9(23)/2019","CU V KAR GENETIC MEDICINES PRIVATE LIMITED","CU V KAR GENETIC MEDICINES PVT LTD","Under examination of SEAC manually process","EC",NA
"161",4,"SIA/UK/IND2/87708/2018","E.C-  9(21)/2019","Environmental Clearance for proposed expansion of existing project for installation of additional Phosphating & Surface coating, DG set and production line by M/s Amber Enterprises India Limited (Unit - II)","AMBER ENTERPRISES INDIA LIMITED","Under examination of SEAC manually process","EC",NA
"162",5,"SIA/UK/NCP/80373/2018","-8(02)/2018","Best Price Modern Wholesale Cash & Carry at Dehradun","WALMART INDIA PRIVATE LIMITED","Under examination of SEAC manually process","EC",NA
"163",6,"SIA/UK/MIN/90374/2019","E.C- 1(59)/2019","Bajina Soap Stone near village Bajina, Tehsil- Kanda Dist. Bageshwar State – Uttrakhand. Lease Area 4.941 ha","SHRI DINESH SINGH PARIHAR","Accepted By SEAC manually process","EC",NA
"164",7,"SIA/UK/MIN/32315/2019","E.C- 01(113)/2019","Govind Singh Rawat","GOVIND SINGH RAWAT","Under examination of SEAC manually process","EC",NA
"165",8,"SIA/UK/MIS/237163/2021","EC-08(52)/2021","Proposed La Roche Hotels and Resorts at Mauza Malsi, Pargana Pachhawa Doon, District Dehradun","LA ROACHE HOTELS AND RESORTS","EC Granted","EC",NA
"166",9,"SIA/UK/NCP/105902/2019","E.C- 9(33)/2019","Environment Clearance for the Proposed Installation of DG Set and enhancement of Manpower in existing Assembling Unit of Roof Mounted Air Conditioner, Electric Panel, Heat Convectors and Water Cooler","INTEC CORPORATION","Under examination of SEAC manually process","EC",NA
"167",10,"SIA/UK/IND/218074/2021","EC-03(05)/2021","M/s Tehri Iron & Steel Industries,  Khasra Nos.- 314, 315, 331 & 332, Village Raipur, Post Bhagwanpur Tehsil - Roorkee, District Haridwar, Uttarakhand.","TEHRI IRON & STEEL INDUSTRIES","Delisted","EC",NA
"168",1,"SIA/UK/MIS/272988/2022","EC-09(14)/2022","Environmental Clearance for proposed establishment of 200 TPH Stone Crusher Plant along with 500 KVA DG set by M/s Yamuna Associates (LLP) at Khata No. 1283 (Khasra No. 356 Kha, 357 Kha, 358, 359, 360, 361 & 362), Khata No. 1284 (Khasra No. 292,355,","YAMUNA ASSOCIATES LLP","EC Granted","EC",NA
"169",2,"SIA/UK/MIN/32361/1990","E.C- 01(116)/2019","Purana Srinagar RBM Projects","PRAVEEN SINGH RBM","Under examination of SEAC","EC",NA
"170",3,"SIA/UK/MIN/68970/2018","EC-01(09)/2018","Sirala Soap Stone Mine","M/S MAHESH SINGH BHAURYAL","EC Granted","EC",NA
"171",4,"SIA/UK/NCP/217353/2021","EC-09(83)/2021","Environmental Clearance for Assaying & Hallmarking Laboratory including Green Insulated DG Set by M/s DRB Assaying & Hallmarking Lab at 55/47, Dhamawala Bazar, Dehradun, Uttarakhand","M/S DRB ASSAYING & HALLMARKING LAB","EC Granted","EC",NA
"172",5,"SIA/UK/MIN/55167/2018","EC-1(3)/2018","POKHRI & BINTOLI SOAPSTONE MINING PROJECT","POKHRI & BINTOLI SOAPSTONE MINING PROJECT","EC Granted","EC",NA
"173",6,"SIA/UK/MIS/124670/2019","EC-8(20)/2019","Aam Wala Tarla Group Housing Project (LIG, MIG, HIG & EWS)” located at Khasra No. 102 JHA, Village: Aam Wala Tarala, Teh: Dehradun, Dist.: Dehradun","MUSSOORIE DEHRADUN DEVELOPMENT AUTHORITY","Under examination of SEIAA after SEAC","EC",NA
"174",7,"SIA/UK/MIN/411535/2022","EC-1(212)/2021","Khuldaudi Soapstone Deposit","NIRMALA DEVI W/O SHRI NARENDRA SINGH","EC Granted","EC",NA
"175",8,"SIA/UK/IND/32262/2015","E.C 9-(60)/2015","Installation of Proposed Green insulated DG Set (375.0 KVA i.e. 125.0 KVA & 250.0 KVA) & Enhancement of Man Power for smooth operation of existing Unit to Produce Engineering Goods in the Existing Complex by M/s Sara Sae Private Limited (Div - I) at","SARA SAE PRIVATE LIMITED","EC  has been Granted Manually","EC",NA
"176",9,"SIA/UK/MIN/34511/2015","11","Proposed Thada Ijar Soapstone Mine","PROPOSED THADAIJAR SOAPSTONE MINE","EC  has been Granted Manually","EC",NA
"177",10,"SIA/UK/INFRA2/428135/2023","09(54)/2023","Environmental Clearance for Proposed Expansion of production capacity of Shoes in the Existing Complex by M/s Mochiko Shoes (A Unit of Mochiko Shoes Pvt. Ltd.) at Khasra No. 3914, Lal  Tappar Industrial Area, Mouza Majri Grant, Tehsil Rishikesh, District Dehradun, Uttarakhand.","M/S MOCHIKO SHOES PVT. LTD","EC Granted","EC",NA
"178",1,"SIA/UK/MIN/126113/2019","EC-1(122)/2019","Gavnigaon RBM Project","GAVNI RBM PROJECT","EC Granted","EC",NA
"179",4,"SIA/UK/MIS/272588/2022","EC-08(02)/2022","Environmental Clearance for the Proposed EWS Housing under Pradhan Mantri Awasiya Yojana by M/s Ojas Build Well Private Limited located at Khasra No. 86/1, 87, 88/1 & 91, Village Matkota, Tehsil Rudrapur, District Udham Singh Nagar, Uttarakhand (Buil","OJAS BUILD WELL PRIVATE LIMITED","EC Granted","EC",NA
"180",8,"SIA/UK/MIS/123704/2019","E.C- 8(19)/2019","Proposed expansion of “Hotel Pacific” by constructing additional Rooms and installation of green insulated DG Set by M/s Nagalia Hotels located at Fern Hill Estate, Camel Back Road, Mussoorie, Distric","M/S NAGALIA HOTELS","Under examination of SEIAA after SEAC","EC",NA
"181",9,"SIA/UK/MIN/113296/2019","E.C- 01(92)/2019","Sand, Bajri and Boulder Mining Project, (Area 0.840 ha)","SHRI MATBAR SINGH NEGI","Under examination of SEAC manually process","EC",NA
"182",1,"SIA/UK/MIN/89626/2018","E.C   -1(41)/2019","Ranjit Singh","RANJIT SINGH RAMNI","Under examination of SEAC manually process","EC",NA
"183",2,"SIA/UK/INFRA2/413739/2023","F.No.-09(26)/2023","Environmental Clearance for Assaying & Hallmarking Laboratory including Green Insulated DG Set by M/s RD Assaying & Hallmarking Centre","RAJESH PHAKADE","EC Granted","EC",NA
"184",3,"SIA/UK/THE/413475/2023","EC-09(20)/2023","Environmental clearance for proposed expansion of footwear pair manufacturing unit by M/s Campus Activewear Limited at Plot No. C9 & 10, Industrial Area Selaqui, Vikasnagar, Dehradun, Uttrakhand.","CAMPUS ACTIVEWEAR LIMITED","EC Granted","EC",NA
"185",4,"SIA/UK/MIN/50445/2016","0","Environmental Clearance for the Proposed Digging / Excavation of Minor Minerals i.e. “Brick Earth” for Brick manufacturing from lease area of Village Naqibpur urf Ghosipura, Pargana Manglaur (0.963 Hectare) by M/s Doab Bhatta Company","DOAB BHATTA COMPANY","EC  has been Granted Manually","EC",NA
"186",5,"SIA/UK/MIN/90178/2018","E.C   -1(36)/2019","M/s Sai Mines and Minerals","SAI MINES AND MINERALS","Under examination of SEAC manually process","EC",NA
"187",6,"SIA/UK/MIS/84441/2018","E.C  -9(13)/2018","DPM Hyundai ( A Unit of Patricia holdings Pvt. Ltd.)","DPM HYUNDAI","EC Granted - Processed offline","EC",NA
"188",7,"SIA/UK/MIN/31692/2015","1-(755)/2015","Baikori Soapstone mine","BAIKORI SOAPSTONE MINE","EC  has been Granted Manually","EC",NA
"189",8,"SIA/UK/MIN/31655/2015","1_(770)/2015","River Bed Mining","RIVER BED MINING PROJECT","EC  has been Granted Manually","EC",NA
"190",9,"SIA/UK/MIN/446761/2023","EC-01(204)/2021","Proposed Soapstone mining project (Mining lease Area 2.480 Ha) located at Village: Udiyar, Tehsil: Dugnakuri, District: Bageshwar, State : Uttarakhand by Shri Rajendra Singh S/o Shri Madho Singh","UDIYAR SOAPSTONE MINING PROJECT","EC Granted","EC",NA
"191",10,"SIA/UK/MIN/32168/2015","1-(775)/2015","Extraction /
Collection of Soapstone (Existing Mine) from Uneven Agricultural land (4.049
Hectare) at Village: Dhunga Patli, Tehsil & District – Bageshwar, Uttarakhand.","SUBODH LAL SAH","EC  has been Granted Manually","EC",NA
"192",1,"SIA/UK/MIN/34504/2015","1-(795)/2015","Proposed Soapstone Mine at Village Bheruchaubatta, Tehsil & District - Bageshwar","PROPOSED SOAPSTONE MINE AT VILLAGE BHERUCHAUBATTA TEHSIL BAGESHWAR DISTRICT BAGESHWAR UTTARAKHAND","EC  has been Granted Manually","EC",NA
"193",2,"SIA/UK/MIN/32284/2015","1-(779)/2015","Proposed Balu/Bajri/Boulder Mine, Mine Lease Area- 0.232, Panar River Bed At Village - Reghaav, Tehsil - Barakot, District- Champawat, Uttarakhand","NARAYAN SINGH PROPOSED BALU BAJRI BOULDER MINE PANAR RIVER BED AT VILLAGE REGHAAV TEHSIL BARAKOT DISTRICT CHAMPAWAT UTTARAKHAND","EC  has been Granted Manually","EC",NA
"194",3,"SIA/UK/MIN/30711/2015","1-(747)/2015","Prior Environmental Clearance for Proposed Extraction / Collection of Minor Minerals i.e. Sand, Bajri & Boulders (Kh. No. –02, 03, 07 & 08, M.L. Area – 0.056 Ha, near Nayar River Bed) at Village – Chota Marora/Chota Marwara, Patti Langur Valla – 1, T","SUBODH SINGH","EC  has been Granted Manually","EC",NA
"195",4,"SIA/UK/MIN/90422/2019","E.C- 1(61)/2019","M/s Ramnik Mines and Minerals","RAMNIK MINES","Under examination of SEAC manually process","EC",NA
"196",5,"SIA/UK/MIN/89519/2018","E.C   -1(42)/2019","Soapstone Mining Project, Area of 4.996 Hac. to M/s Shiv Shakti Mines and Minerals, Mandal Shera, Post-Bageshwar, Dist-Bageswar State- Uttarakhand","SHIV SHAKTI","Under examination of SEAC manually process","EC",NA
"197",6,"SIA/UK/MIN/52982/2018","EC-1(42)/2018","Soapstone mining at Village: Biladi, Tehsil: Bageshwar, District- Bageshwar by M/s Shiv Shakti Mines and Minerals","SHIV SHAKTI","EC Granted","EC",NA
"198",7,"SIA/UK/MIN/230269/2021","EC-01(200)/2021","Sand Bajri Boulder Mining Project Khasra No: 3073, 3078, Area: 4.805 ha Village-Dyuri, Tehsil- Poornagiri District-Champawat (Uttarakhand)","KMVN DYURI","EC Granted","EC",NA
"199",8,"SIA/UK/MIS/207404/2021","EC-08(37)/2021","M/s Hotel Paras Grand at Khasra No 272 D , 284 Ka ,  Village- Majra, Pargarna- Pachhwadoon , District- Dehradun , Uttarakhand Pin -248001","HOTEL PARAS GRAND","EC Granted","EC",NA
"200",9,"SIA/UK/MIN/222681/2021","EC-01(192)/2021","Ghingrani RBM Mining Project","GHINGRANI RBM PROJECT","EC Granted","EC",NA
"201",10,"SIA/UK/MIN/57070/2019","EC-01(97)/2019","SAKIDA SOAPSTONE MINING PROJECT","SAKIDA SOAP STONE MINING PROJECT","EC Granted","EC",NA
"202",1,"SIA/UK/MIS/232588/2021","","Group Housing Project","BRAZEN ARROW COMPANY PVT. LTD.","Delisted","EC",NA
"203",2,"SIA/UK/MIN/236933/2021","EC-01(221)/2021","Sand, Bajri & Boulder Mining from Nayar Riverbed over an area of 4.985 ha. Out of 7.028 ha. at Kharsa No. 146/1328, Village Maroda, Tehsil & District –Pauri Garwal, Uttarakhand","M/s Grahwal Mandal Vikas Nigam Ltd.","Awaiting EC","EC",NA
"204",3,"SIA/UK/MIN/66223/2020","EC-01(154)/2021","Mining of Minor Minerals (Sand, Bajri and Boulder) from the riverbed of Jakhan-1 by M/s Uttarakhand Forest Development Corporation","M/S UTTARAKHAND FOREST DEVELOPMENT CORPORATION","EC Granted","EC",NA
"205",4,"SIA/UK/IND/217945/2021","EC-03(04)/2021","M/s Uttaranchal Ispat (P) Limited at Plot Nos. D-1 to D-8, Pipalia Industrial Area, Village Jagannathpur, Bazpur, District Udham Singh Nagar, Uttarakhand.","M/S UTTARANCHAL ISPAT PVT LTD.","Delisted","EC",NA
"206",6,"SIA/UK/MIS/284967/2022","EC-08(07)/2023","Proposed Construction of Hotel “M/S REGENCY HOLIDAYZ PRIVATE LIMITED”","PRATEEK KARANWAL","EC Granted","EC",NA
"207",8,"SIA/UK/NCP/203067/2021","E.C- 09(79)/2021","Environmental Clearance for Proposed Manufacturing Unit of Personal Care Cosmetics Products by M/s Meraki Aesthetic Cosmetics LLP at 428Ka, Village Chharba, Vikasnagar, Dehradun, Uttarakhand.","M/S MERAKI AESTHETIC COSMETICS LLP","EC Granted","EC",NA
"208",9,"SIA/UK/MIN/236649/2021","EC-01(223)/2021","Sand, Bajri, Boulder Mining with production capacity of 34065.886 TPA from Nayar Riverbed over an area of 0.702 ha. Out of 9.004 ha. at Kharsa No. 900, Village Badkholu, Tehsil & District- Pauri Garwal, Uttarakhand","M/s Grahwal Mandal Vikas Nigam Ltd.","EC Granted","EC",NA
"209",1,"SIA/UK/MIS/82633/2018","E.C  -8(06)/2018","VALLEY HOTEL & RESORT

NH 72, Central Hope Town, 
Selaqui Industrial Area, 
DEHRA DUN - UTTARKHAND","VALLEY HOTEL & RESORTS","Under examination of SEAC","EC",NA
"210",2,"SIA/UK/MIS/42980/2016","E.C- 8(56)/2016","Nilaya Hills Heights","NILAYA HILLS HEIGHTS","Under examination of SEAC","EC",NA
"211",3,"SIA/UK/MIN/9562/2013","","Naugaon Sand & Boulder Mining Project","M/s Grahwal Mandal Vikas Nigam Ltd.","Under examination of SEIAA","EC",NA
"212",4,"SIA/UK/INFRA2/431848/2023","EC-08(30)/2023","Residential GH (PMY, Urban)","VISHAL BINDAL","EC Granted","EC",NA
"213",5,"SIA/UK/INFRA2/437106/2023","EC-09(74)/2023","Environmental Clearance for proposed Pharmaceutical Formulations Unit by M/s BLBK Pharmaceutical Pvt. Ltd.","SHELANDRA KUMAR","EC Granted","EC",NA
"214",9,"SIA/UK/IND2/190828/2020","EC-9(67)/2020","Niharith Pharma Pvt Ltd","NIHARITH PHARMA PVT LID","EC Granted","EC",NA
"215",10,"SIA/UK/IND3/234504/2021","EC-09(94)/2021","Environmental Clearance for proposed installation of Rosin & Turpentine Oil manufacturing unit of by M/s Khurana Brothers located at Khasra No. 3827, Lal Tappar Industrial Area, Majiri Grant, District Dehradun, Uttarakhand.","M/S KHURANA BROTHERS","EC Granted","EC",NA
"216",2,"SIA/UK/MIS/272990/2022","EC-09(16)/2022","Environmental Clearance for proposed establishment of 200 TPH Stone Crusher Plant along with 500 KVA DG set by M/s Yamuna Stone Crusher (II) at Khasra No. 29 Mi, Village Dhummipura Gangmewa Dhukrani, Tehsil Vikasnagar, District Dehradun, Uttarakhand","YAMUNA STONE CRUSHER","EC Granted","EC",NA
"217",4,"SIA/UK/MIN/234607/2021","EC-01(216)/2021","Jirmoli RBM Mining Project","JIRMOLI RBM MINING PROJECT","EC Granted","EC",NA
"218",5,"SIA/UK/MIN/45671/2019","EC-1(127)/2019","Chamtoli RBM Project","M/S MAANSAROVAR INTERPRISE","Delisted","EC",NA
"219",7,"SIA/UK/IND2/202574/2021","EC-09(78)/2021","M/S Rapport Remedies at E/7-2, U.P.S.I.D.C., Selaqui, Dehradun, Uttarakhand","THE RAPPORT REMEDIES","EC Granted","EC",NA
"220",8,"SIA/UK/IND2/42302/2019","E.C- 05(7)/2019","Environment Clearance for installation of proposed PU Foam manufacturing Unit and seat assembly M/s S. S. Industries located at Village: Fulsunga, Post Transit Camp, Tehsil Rudrapur, District Udham Si","S S INDUSTRIES","Under examination of SEAC manually process","EC",NA
"221",1,"SIA/UK/MIS/211926/2021","EC-08(40)/2021","Hotel Project","RAJ KUMAR MITTAL","EC Granted","EC",NA
"222",2,"SIA/UK/MIN/39252/2019","E.C- 01(102)/2019","Jaula RBM Project","JAULA RBM PROJECT","Under examination of SEAC manually process","EC",NA
"223",3,"SIA/UK/MIS/203797/2021","EC-08(34)/2021","AHILYA & RESORTS","M/S AHILYA HOTEL & RESORT","EC Granted","EC",NA
"224",5,"SIA/UK/MIS/267602/2022","","Lakshmi Constructions Co.  Ltd","SACHIN TYAGI","Pending at PP due to eds","EC",NA
"225",6,"SIA/UK/INFRA2/429564/2023","EC-08(27)/2023","ORIONS HOSPITALITY","RASHMI GARG","EC Granted","EC",NA
"226",7,"SIA/UK/MIN/48976/2016","E.C- 1(816)/2016","Pukhrora Soapstone Mine","PUKHRORA SOAPSTONE MINE","EC  has been Granted Manually","EC",NA
"227",8,"SIA/UK/MIN/89094/2018","E.C   -1(34)/2019","Teekh Soap Stone Deposit (Khasra no. 2887, 2888, 3140 and others)","SMT. RAJANI SHAHI","Under examination of SEAC manually process","EC",NA
"228",9,"SIA/UK/NCP/60489/2016","","Environmental Clearance for Proposed 
Aam Wala Tarla Group Housing Project (LIG, MIG, HIG & EWS)” 
located at Khasra No. 102 JHA, Village: Aam Wala Tarala, Teh: Dehradun, Dist.: Dehradun","MUSSORIE DEHRADUN DEVELOPMENT AUTHORITY","Delisted","EC",NA
"229",10,"SIA/UK/MIN/411066/2022","EC-01(43)/2023","Sasola Soapstone Mining Project","ASHOK PAL","EC Granted","EC",NA
"230",1,"SIA/UK/INFRA2/410800/2022","EC-08(15)/2023","Hotel Terrakotta Risikesh","SURBHI SHOREWALA","EC Granted","EC",NA
"231",2,"SIA/UK/MIN/33577/2015","1-(784)/2015","Amba Mines & Minerals","AMBA MINES MINERALS","EC  has been Granted Manually","EC",NA
"232",3,"SIA/UK/MIN/50410/2016","E.C No- 933 -1-(856)/2016
Dated- 3.3.2016","Environmental Clearance for Proposed
Extraction / Collection of Minor Minerals i.e. Sand, Bajri & Boulders from near
Mandakini River Bed (ML Area 1.291 Hectare) at Village – Giwari Gaon
(Parkandi), Tehsil Ukhimath, District Rudraprayag Uttarakhand","MAHAVIR SINGH RAWAT","EC  has been Granted Manually","EC",NA
"233",6,"SIA/UK/MIN/31091/2015","E.C 1-(754)/2015","Badeu Boulder Mining Project, Pithoragarh","ECON LABORATORY AND CONSULTANCY","EC  has been Granted Manually","EC",NA
