"","Proposal.No.","File.No.","Project.Name","Company","Proposal.Status","Project.Type","View"
"258","SIA/BR/MIN/33964/2019","","Proposed Sand Mining Project  of area 4.10 ha at Pain Ghat on  Kalyugwa River of District- Sheikhpura of State-Bihar","MS KATYAYNI CONTRACTORS PRIVATE LIMITED","Pending at PP due to eds","EC",NA
"259","SIA/BR/NCP/59758/2016","","Proposed Expansion (Phase I) of Darbhanga Medical College and Hospital, District Darbhanga, Bihar","BIHAR MEDICAL SERVICES AND INFRASTRUCTURE CORPORATION LIMITED","Delisted","EC",NA
"260","SIA/BR/MIN/59791/2016","","""KAURIAH GHAT ON MAHANI RIVER"" (Khasra No. 29,322)","NM FOOD PRODUCT PVT LTD","TransferToDEIAA","EC",NA
"261","SIA/BR/MIN/134020/2019","","Brick Earth Mining Project at Village- Anjani, P.O- Anjani, P.S- Parsa, District- Saran(Bihar)","M/S- S.K.S BRICKS","Delisted","EC",NA
"262","SIA/BR/MIN/134382/2019","","Brick Earth Mining Project at Village- Bhatandi, P.O- Bharwari, P.S– Rosera, District- Samastipur (Bihar","M/S- RAMAN INT UDYOG","Delisted","EC",NA
"263","SIA/BR/MIS/140546/2020","SIA/8(a)/990/2020","Government Medical College & Hospital at Jhanjharpur, Madhubani, Bihar","DEPARTMENT OF HEALTH GOVERMENT OF BIHAR","EC Granted","EC",NA
"264","SIA/BR/MIN/71314/2017","","Sand Mining Projct at Inguni Sand Ghat on Buddh River, Anchal-Paraiya,Dist- Gaya, Bihar","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"265","SIA/BR/MIN/135396/2020","","Bagha Kusmar (Khasra No. 2392, 3081, 3080, 2535, 2387, 2381, 2391 , 2394, 2392 ) soil brick mining project","M/S GANESH INT UDYOG","Delisted","EC",NA
"266","SIA/BR/MIN/31209/2015","SIA/1(a)/06/2015","V.M.B Int Udyog","MANISH KUMAR SINGH","Delisted","EC",NA
"267","SIA/BR/MIN/31345/2015","SIA/1(a)/12/2015","A to Z Bricks","VIJAY KUMAR","Delisted","EC",NA
"268","SIA/BR/MIN/33741/2019","","Pipra Balu Ghat","VINAY  KUMAR","Pending at PP due to eds","EC",NA
"269","SIA/BR/MIN/32207/2019","SIA/1(a)/537/18","Barui Pachna & Pachna Stone Mine   (ML Area– 6.88 Ha.) Production capacity of 14,07,224 TPA","PRINCECONSJAMUI","EC Granted","EC",NA
"270","SIA/BR/MIN/132103/2019","","Brick Earth Mining Project at Village- Daulatpur, P.O- Daulatpur, P.S- Khodabandpur, District- Begusarai (Bihar)","M/S- PRAMILA INT UDYOG","Delisted","EC",NA
"271","SIA/BR/MIN/132309/2019","","Brick Earth Mining Project of Area 4.50 Acres or 1.82 Hectare M/S OM Traders & Int Udyog at Mauza- Garurha, P.O- Narkatiyaganj, P.S – Shikarpur, Block- Narkatiyaganj, District- West Champaran, State -","M/S OM TRADERS & INT UDYOG","Delisted","EC",NA
"272","SIA/BR/MIN/32328/2015","SIA/1(a)/54/2015","M/s Malik Int Udyog","SRI NARAYAN DUBEY","Delisted","EC",NA
"273","SIA/BR/MIN/41830/2019","SIA/1(a)/614/19","Simaria Sand Ghat","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"274","SIA/BR/MIN/41913/2019","","Proposed Sand Mining Project of Area 1.40 Ha at Rampurwa- Banjaria Ghat on Gandak River of District-Gopalganj of State-Bihar","MR KAMAKHYA MISHRA","Pending at PP due to eds","EC",NA
"275","SIA/BR/MIN/64348/2017","SIA/1(a)/490/17","Sand Mining Project at Maranchi Sand Ghat on Buddh River","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"276","SIA/BR/MIN/64371/2017","SIA/1(a)/495/17","Sand Mining Project at Chotiya Sand Ghat on Mohana River.","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"277","SIA/BR/MIN/64376/2017","SIA/1(a)/468/17","Sand Mining Project at Hardavan Ghat on Lilajan River","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"278","SIA/BR/MIN/30928/2019","SIA/1(a)/546/18","Ghosi Kundi sand Ghat Mining Project of Area 22.0 ha District Lakhisarai Bihar on Kiul River","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"279","SIA/BR/MIN/131216/2019","","Proposed Brick Earth Mining Project of Area 3.00 Acres or 1.21 Hectare for M/s Julee Bricks at Mauza + P.O- Alipur Bihta, P.S- Salimpur, Block- Bakhtiyarpur , District- Patna, State- Bihar","M/S JULEE BRICKS","Delisted","EC",NA
"280","SIA/BR/INFRA2/409087/2022","","Winsome Icon (Commercial cum Residential Building Porject)","WINSOME REALTORS","Pending at PP due to eds","EC",NA
"281","SIA/BR/MIN/135994/2020","","BRICK EARTH MINING PROJECT FOR M/S M.K. INT UDYOG, MAUZA- ASANDI /MAHUAWA, KUCHAIKOT, GOPALGANJ, AREA- 2.62 Ac, 1.06 Ha","M/S. M.K. INT UDYOG, PROP- BINOD KUMAR SINGH.","Delisted","EC",NA
"282","SIA/BR/MIN/59796/2016","","“MOHANPUR GHAT ON BADHUA RIVER”","NM FOOD PRODUCT PVT LTD","TransferToDEIAA","EC",NA
"283","SIA/BR/MIN/64343/2017","SIA/1(a)/474/17","Sand Mining Project at Baijudham Sand Ghat on Morhar River","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"284","SIA/BR/MIN/66288/2017","SIA/1(a)/550/18","Sand Mining Project at Rampur sand Ghat (Block no-14) on River Kiul","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"285","SIA/BR/MIN/17977/2015","SIA/1(a)/409/17","Rajauli (Block 2) Building  Stone Mining Project,Village: Rajauli, Tehsil-Nawada &  District-Nawada, State-Bihar","MS MAHADEV ENCLAVE PVT LTD","EC Granted","EC",NA
"286","SIA/BR/MIN/35982/2019","","Mauza- Aurangpur, P.O- Nataul, P.S- Kadirganj, Block- Dhanarua, District- Patna, State- Bihar","JMK INT UDYOG","Pending at PP due to eds","EC",NA
"287","SIA/BR/MIN/36050/2019","","Proposed Brick Earth Mining Project of Area 2.44 Acres or 0.99 Hectare for M/s  Mamta Int Udyog at Mauza + P.O- Dariapur, P.S + Block- Naubatpur, District- Patna, State-  Bihar.","MAMTA INT UDYOG","Pending at PP due to eds","EC",NA
"288","SIA/BR/MIS/31274/2018","SIA/7(da)/650/19","COMMON BIO MEDICAL WASTE TREATMENT FACILITY” LOCATED AT VILLAGE: RAM CHAK BAIRIYA, TEHSIL AND DISTRICT –PATNA (BIHAR)","M/S SANGAM MEDISERVE PVT LTD","EC Granted","EC",NA
"289","SIA/BR/MIN/126024/2019","","Brick earth Mining in Gata No. 150,8,151,151/136,9,10,51,163/3311,163,62,62/1360 in village Pasopur, Tehsil-Bhagwanpur, Dist-Begusarai,Bihar","CHANDRIKA BRICK-INDUSTRIES","Delisted","EC",NA
"290","SIA/BR/MIN/132402/2019","","M/s Manoj Bricks","M/S MANOJ BRICKS (MANOJ KUMAR)","Delisted","EC",NA
"291","SIA/BR/MIN/34602/2019","","Sugauli & Chand Parsa Balu Ghat on Burhi Gandak River","VINAY  KUMAR","Delisted","EC",NA
"292","SIA/BR/MIS/60656/2016","SIA/8(a)/408/16","Lotus Adobe (Residential Building Project of Nutan Construction)","NUTAN CONSTRUCTION","EC Granted","EC",NA
"293","SIA/BR/MIN/60670/2016","SIA/1(a)/392/16","Sand Mining Project at Shahpur & Chhitnawa Ghat on river Ganga","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"294","SIA/BR/MIN/60711/2016","SIA/1(a)/389/16","Proposed Sand Mining Project of Area 23.16 Ha at Katari Ghat on Son River of District-
Patna, State-Bihar","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"295","SIA/BR/MIN/59829/2016","SIA/1(a)/350/16","THAIBAI (1.8 HA.), KHAUHA (1.3HA.), MANIYA (11.7 HA.)
AND RANADHI (8.3 HA.) GHATS OF BADHUA RIVER
TEHSIL TARAPUR AND SANGRAMPUR
DISTRICT MUNGER, BIHAR
M.L. AREA 23.10 HA.,","NM FOOD PRODUCT PVT LTD","EC Granted","EC",NA
"296","SIA/BR/MIN/129733/2019","","Brick Earth Mining Project at Village- Ramubariya, P.O- Mazariya, P.S – Buxar Ind, District- Buxar(Bihar)","M/S ANIL INT UDYOG","Delisted","EC",NA
"297","SIA/BR/MIN/146445/2020","","Brick Earth Mining Project at Mauza- Shahpur, P.O- Daudpur, P.S - Shahpur, District- Patna(Bihar)","M/S- PUJA BRICKS","Delisted","EC",NA
"298","SIA/BR/MIN/64382/2017","SIA/1(a)/482/17","Sand Mining Project at Pachmahla Ghat on Morhar River","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"299","SIA/BR/MIN/64385/2017","SIA/1(a)/488/17","Sand Mining Project at Tarwadih Sand Ghat on Morhar River","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"300","SIA/BR/MIN/66269/2017","SIA/1(a)/577/18","Sand Mining Project at Dumri Sand Ghat on Barnar River.","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"301","SIA/BR/MIN/132799/2019","","Report of Brick Earth Mining Project of Area 3.03 Acres or 1.23 Hectare for M/s P.N.T Bricks at Vill/Mauza- Risaura, P.O-Risaura, P.S + Block- Maharajganj, District- Siwan, State- Bihar","M/S P.N.T BRICKS","Delisted","EC",NA
"302","SIA/BR/MIN/136024/2020","","BRICK EARTH MINING PROJECT FOR M/S. DIVYA SHAKTI INT UDYOG, MAUZA- KARASA, CIRCLE- BIKRAM, DISTRICT- PATNA, AREA- 2.59 Ac, 1.05 Ha","M/S. DIVYA SHAKTI INT UDYOG, PROP-MUKESH KUMAR SINHA","Delisted","EC",NA
"303","SIA/BR/MIN/138166/2020","","BRICK EARTH MINING PROJECT FOR M/S JAI MAA BRICKS, MAUZA BADALPUR, TELHARA, EAKANGARSARAI, NALANDA, AREA 3.43 Ac","M/S JAI MAA BRICKS PROP SATENDRA PRASAD","Delisted","EC",NA
"304","SIA/BR/MIN/138571/2020","","Simaria, Pergana Malki (Khasra/Plot(s) No. 3641, 3642, 3643, 3644, 3645, 3646, 3647, 3648, 3649, 3650 & 3651) soil brick mining project.","M/S JAI RAM BRICKS","Delisted","EC",NA
"305","SIA/BR/MIN/138832/2020","","Ordinary Clay bscpl Infrastructure ltd mauza boraj, hathauri, shivaji nagar, samastipur","BSCPL INFRASTRUCTURE LTD MAUZA BORAJ AREA 7.04 AC","Delisted","EC",NA
"306","SIA/BR/MIN/142763/2020","","BRICK EARTH PROJECT FOR MAUZA SARDALPATTI PARIHAR SITAMARHI AREA 2.58","M/S YUVRAJ INT UDYOG PART VIRBAHADUR PRASAD YADAV & PRATIBHA KUMARI YADAV","Delisted","EC",NA
"307","SIA/BR/MIN/31207/2015","SIA/1(a)/06/2015","V.M.B Int Udyog","MANISH KUMAR SINGH","Delisted","EC",NA
"308","SIA/BR/MIN/69938/2017","","Proposed Sand Mining Project at Ghoraghat Sand Ghat on Lilajan River.","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"309","SIA/BR/MIN/139746/2020","","ODINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD. MAUZA TELNI BITHAN SAMASTIPUR, AREA 6.23 Ac","BSCPL INFRASTRUCTURE LTD. MAUZA TELNI AREA 6.23 AC","Delisted","EC",NA
"310","SIA/BR/MIN/48975/2016","","River Sand (Minor Mineral) Mining Project for Sidhipur Ghat (52650 TPA), Area 2.60 ha, in 
District- Buxar (Bihar)","MS KATYAYNI CONTRACTORS PVT LTD","Delisted","EC",NA
"311","SIA/BR/MIN/133334/2019","","Brick Earth Mining Project at Village- Maujipur, P.O- Gadhochak, P.S - Fatuha, District-Patna(Bihar)","M/S- S.B.M BRICKS","Delisted","EC",NA
"312","SIA/BR/MIN/18872/2015","SIA/1(a)/461/17","Rajauli (Block 6) Ordinary Stone Mining Project Village: Rajauli, Tehsil-Nawada &  District-Nawada, State-Bihar","MS BSCPL INFRASTRUCTURE LTD","EC Granted","EC",NA
"313","SIA/BR/MIN/66277/2017","","Sand Mining Project at Narodih Sand Ghat on Gajhi River.","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"314","SIA/BR/MIN/48526/2016","","River Sand (Minor Mineral) Mining Project for Rivers , Manikpur,  in Bhagalpur District of Bihar","MS SAINIK FOOD PVT LTD","Delisted","EC",NA
"315","SIA/BR/MIN/143776/2020","","ORDINARY CLAY BSCPL INFRASTRUCTURE LTD MINING PROJECT FOR MAUZA KHARARI HAYAGHAT BAHERI DARBHANGA AREA 12.32 Ac","BSCPL INFRASTRUCTURE LTD. MAUZA KHARARI AREA 12.32 AC","Delisted","EC",NA
"316","SIA/BR/MIN/144104/2020","","BRICK EARTH MINING PROJECT FOR M/S TRIMURTI EET UDYOG MAUZA BISHUNPUR BELA PARIHAR SITAMARHI AREA 3.09 Ac","M/S TRIMURTI EET UDYOG PROP DINESH RAY","Delisted","EC",NA
"317","SIA/BR/MIS/258662/2022","","Beautification of Barari Ghat including Laser Show River Front Development","BHAGALPUR SMART CITY LIMITED","Delisted","EC",NA
"318","SIA/BR/MIN/66045/2017","SIA/1(a)/545/18","Sand mining project at Maliya Sand Ghat (Block no-10) on Kiul river, Lakhisarai","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"319","SIA/BR/MIN/57079/2015","SIA/1(a)/1260/2020","Mining of Stone at Mirzapur Block-1 By M/s Sainik Food Pvt. Ltd.","M/S SAINIK FOOD PVT. LTD.","EC Granted","EC",NA
"320","SIA/BR/MIN/59818/2016","","Balu/ Sand Mining (Minor Mineral); M.L. Area- 3.2 ha, Cat.- B2 at Khapara Ghat of Mahani River in Tehsil: Sangrampur, District- Munger (Bihar).","NM FOOD PRODUCT PVT LTD","TransferToDEIAA","EC",NA
"321","SIA/BR/MIN/59788/2016","SIA/1(a)/363/16","CHOTKI MOHALI OF GANGA RIVER TEHSIL MUNGER, DISTRICT MUNGER, BIHAR
ML AREA 14.7 HA","NM FOOD PRODUCT PVT LTD","EC Granted","EC",NA
"322","SIA/BR/MIN/135986/2020","","BRICK EARTH MINING PROJECT FOR M/S. TATA BRICKS, MAUZA- MANJHA, MANJHA, GOPALGANJ, AREA- 2.83 Ac, 1.15 Ac","M/S. TATA BRICKS, PROP- RAJESH KUMAR","Delisted","EC",NA
"323","SIA/BR/MIS/228225/2021","SIA/8(a)/1529/2021","Proposed Mall cum Residential Building “Golden Tower / Residency” by Concicon Construction Pvt. Ltd.","CONCICON CONSTRUCTION PVT. LTD.","EC Granted","EC",NA
"324","SIA/BR/MIN/48806/2016","","Lewar Ghat (41512.5 TPA), Area 2.05 ha, in District- Buxar (Bihar)","MS KATYAYNI CONTRACTORS PVT LTD","Delisted","EC",NA
"325","SIA/BR/MIN/131486/2019","","Proposed Brick Earth Mining","MS HINDI KAMAL INT","Delisted","EC",NA
"326","SIA/BR/MIN/64370/2017","SIA/1(a)/481/17","Sand Mining Project at Bhaluachatti Baijnathpur Sand Ghat on Mohana River.","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"327","SIA/BR/MIN/156340/2020","","The proposed Soil mining is at Village- Gothauli, Post- Son Nagar, P.S- Barun, District- Aurangabad (Bihar).","M/S JHAJHARIA - GALVANO - MAXWELL (JV)","Delisted","EC",NA
"328","SIA/BR/MIN/128786/2019","","Brick Earth Mining Project at Village- Padri, P.O- Churamanpur, P.S – Buxar, District- Buxar(Bihar)","M/S VIKASH BRICKS","Delisted","EC",NA
"329","SIA/BR/MIN/31520/2019","SIA/1(a)/646/19","sand mining project on Deddour ghat on Ganga river over an area of 23 ha in district Patna, Bihar","BROADSON COMODITIES PVT LTD","Delisted","EC",NA
"330","SIA/BR/MIN/140955/2020","","ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD","BSCPL INFRASTRUCTURE LTD MAUZA JAKHAR AREA 12.27 AC","Delisted","EC",NA
"331","SIA/BR/MIN/33416/2019","","Gogachak sand mining project at Badua river","KATYAYNI CONTRACTORS PVT. LTD.","Pending at PP due to eds","EC",NA
"332","SIA/BR/MIS/33772/2017","SIA/8(a)/687/19","Proposed Expansion of Residential Building “Winsome Empire” at Plot No.- 531 & 613 and 614,  Mauza- Sikandarpur, Thana- Danapur, District- Patna., Bihar","WINSOME EMPIRE","EC Granted","EC",NA
"333","SIA/BR/MIN/31588/2015","SIA/1(a)/32/2015","Brick Clay Mining Project of M/s Aman Marka  Bricks","SANJAY SINGH","Delisted","EC",NA
"334","SIA/BR/MIN/137987/2020","","ODINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD. MAUZA PARWAN, HATHAURI, SHIVAJI NAGAR, SAMASTIPUR AREA- 11.42 Ac, 4.62 Ha","BSCPL INFRASTRUCTURE LTD. MAUZA PARWANA AREA 11.42 AC","Delisted","EC",NA
"335","SIA/BR/MIS/158118/2020","","Upgradation of Regional Institute of Ophthalmology (RIO) under Pradhan Mantri Swasthaya Suraksha Yojana (PMSSY) Phase- V (B) at IGIMS","CENTRAL PUBLIC WORKS DEPARTMENT","Delisted","EC",NA
"336","SIA/BR/MIN/148886/2020","","Brick Earth Village- Sabalpur, P.O- Sonpur, P.S- Sonpur, District- Saran(Bihar)","RADHA BRICKS.","Delisted","EC",NA
"337","SIA/BR/MIN/60747/2016","SIA/1(a)/390/16","Sand Mining Project  of Area 7 Ha  at  Bibipur Nanaura-Marhipar Ghat on Dhardha Karuara River  of District-Patna  of State-Bihar","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"338","SIA/BR/MIN/30962/2019","SIA/1(a)/592/18","Bhour Sand Ghat","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"339","SIA/BR/MIN/30968/2019","SIA/1(a)/559/18","kendua Sand Ghat","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"340","SIA/BR/MIN/17507/2016","SIA/1(a)/347/16","-1","MAHADEV ENCLAVE PVT LTD","EC Granted","EC",NA
"341","SIA/BR/MIN/64411/2017","SIA/1(a)/486/17","Sand Mining Project at Rajan-II Sand Ghat on Morhar River","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"342","SIA/BR/IND/19010/2016","SIA/3(b)/336/16","Bihar cement Plant - A Unit of Shree Cement Limited","Shree Cement Ltd.","EC Granted","EC",NA
"343","SIA/BR/MIN/61248/2016","SIA/1(a)/416/17","Proposed Sand Mining Project at Kamaluchak and Semra Ghat(Area: 20 Ha.) on river Son of district Bhojpur","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"344","SIA/BR/MIN/34531/2019","","Proposed Sand Mining Project of  area  4.80  ha at  Chak  Ghat on  Ganga River of District- Begusarai of State- Bihar","RADHA SWAMI AUTOMOBILES","Pending at PP due to eds","EC",NA
"345","SIA/BR/MIN/17923/2016","SIA/1(a)/441/17","Shanti nagar ghat sand mining project","WESTLINK TRADING PVT LTD","EC Granted","EC",NA
"346","SIA/BR/MIN/170732/2020","","BRICK EARTH MINING PROJECT FOR M/S RADHA BRICKS MAUZA JETHULI NADI THANA FATUHA PATNA AREA 2.47 Ac","M/S RADHA BRICKS PROP BHUSHAN KUMAR","Delisted","EC",NA
"347","SIA/BR/MIN/65391/2017","SIA/1(a)/520/17","Sand Mining Project at Singha Sand Ghat on Paimar River.","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"348","SIA/BR/MIN/32540/2019","SIA/1(a)/679/19","Sand mining project at Madan Singh ka Bigha ghat 1 & 2 (cluster) on Son river over an area of 24 ha in district Arwal in Bihar","MOR MUKAT MARKETING PRIVATE LIMITED","Rejection Letter Granted","EC",NA
"349","SIA/BR/MIN/154091/2020","","Brick Clay Mining for M/s M.G Contractors Pvt. Ltd","M/S JHAJHARIA GALVANO MAXWELL(JV)","Delisted","EC",NA
"350","SIA/BR/MIS/224624/2021","SIA/8(a)/1282/2021","Proposed Residential Building “Kashyap Green City, Phase-2” by Kashyap Green Homes Pvt. Ltd.","KASHYAP GREEN CITY PHASE-2","EC Granted","EC",NA
"351","SIA/BR/MIS/172376/2020","SIA/8(a)/1237/2020","Crystal Towers","MUNDESHWARI MULTICOM PVT. LTD.","EC Granted","EC",NA
"352","SIA/BR/MIN/135591/2020","","BRICK EARTH MINING PROJECT FOR M/S. HERO BRICKS, MAUZA- SONAWAN, DIDARGANJ, SADAR PATNA, PATNA, AREA- 2.50 Ac, 1.01 Ha","M/S. HERO BRICKS, PROP- SURESH PRASAD","Delisted","EC",NA
"353","SIA/BR/MIN/31544/2019","SIA/1(a)/647/19","Sand mining project at Diara Malahi ghat on Ganga River over an area of 24.9 ha iin District Patna, Bihar","BROADSON COMODITIES PVT LTD","Referred Back to SEAC(A)","EC",NA
"354","SIA/BR/MIN/31023/2019","SIA/1(a)/623/19","Sand Mining Project at Haripur & Sadashipur Ghat 1 on Son River in district Bhijpur, Bihar","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"355","SIA/BR/MIN/63524/2017","SIA/1(a)/454/17","Soil Mining Project at Village- Sadpur, PS- Sahebpur Kamal, Begusarai, Bihar","PUNJLLOYD LIMITED","EC Granted","EC",NA
"356","SIA/BR/MIN/33831/2019","","Govindganj Balu Ghat","VINAY  KUMAR","Pending at PP due to eds","EC",NA
"357","SIA/BR/MIN/30965/2019","SIA/1(a)/581/18","kendih Sand Ghat","WESTLINK TRADING PRIVATE LIMITED","EC Granted","EC",NA
"358","SIA/BR/MIN/136027/2020","","BRICK EARTH MINING PROJECT FOR M/S. S.B.S. INT UDYOG, MAUZA- MATIHANI MADHO, HATHUA, DISTRICT- GOPALGANJ, AREA- 2.30 Ac, 0.93 Ha","M/S. S.B.S. INT UDYOG, PROP- BIRENDRA CHAUDHARI","Delisted","EC",NA
"359","SIA/BR/MIN/144003/2020","","BRICK EARTH MINING PROJECT FOR M/S S R P ENT UDYOG MAUZA KAMALDAH BATHNAHA SITAMARHI AREA 3.11 Ac","M/S S R P ENT UDYOG PROP SUNIL KUMAR","Delisted","EC",NA
"360","SIA/BR/MIN/145649/2020","","Bricks Earth Mining Project at Mauza- Gundi, P.o.- Saraiya, P.S.- Krishnagarh/Saraiya, Dist.-Bhojpur (Bihar)","M/A- NUTAN BRICKS","Delisted","EC",NA
"361","SIA/BR/MIN/60613/2016","SIA/1(a)/368/16","Proposed Sand Mining Project of Area 15 Ha at LCT Domwa Ghat on Ganga River of
District- Saran of State- Bihar","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"362","SIA/BR/MIS/230256/2021","SIA/8(a)/1592/2021","Proposed Commercial Cum Hotel Building by Kumar Infratrade Enterprises Pvt. Ltd.","KUMAR INFRATRADE ENTERPRISES PVT. LTD.","EC Granted","EC",NA
"363","SIA/BR/MIN/128622/2019","","M/S SWASTIK BRICKS","M/S SWASTIK BRICKS","Delisted","EC",NA
"364","SIA/BR/IND/18806/2017","SIA/3(a)/449/17","-1","J G FOUNDRY LTD","EC Granted","EC",NA
"365","SIA/BR/MIN/130640/2019","","M/s- BSCPL INFRASTRUCTURE LIMITED","M/S BSCPL INFRASTRUCTURE LTD","Delisted","EC",NA
"366","SIA/BR/MIN/71233/2017","","Sand Mining Project at Donaiya Sand Ghat","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"367","SIA/BR/MIN/33245/2019","","Proposed Sand Mining Project  of area 1.40 ha at Rampurwa-Banjaria Ghat on Gandak  River of District-Gopalganj  of State-Bihar","MR KAMAKHYA MISHRA","Pending at PP due to eds","EC",NA
"368","SIA/BR/MIN/144564/2020","","Soil clay  Mine at Village- Panapur, P.O- Maniyarpur, P.S- Bidupur, District- Vaishali (Bihar)","M/S UTTAM CITY INFRA & SERVICES PVT. LTD.","Delisted","EC",NA
"369","SIA/BR/MIN/60614/2016","SIA/1(a)366-A/16","Proposed Sand Mining Project of Area 24 Ha at Jhaua-Gosaipur Dighwara Ghat on
Ganga River of District- Saran of State- Bihar","BROADSON COMODITIES PVT LTD","Delisted","EC",NA
"370","SIA/BR/MIN/60662/2016","SIA/1(a)/387/16","Sand Mining Project at Manachak Ghat on River Son","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"371","SIA/BR/MIN/66275/2017","SIA/1(a)/591/18","Sand Mining Project at Pakri Sand Ghat on River Kiul","WESTLINK TRADING PRIVATE LIMITED","Delisted","EC",NA
"372","SIA/BR/MIN/133565/2019","","Proposed Brick Earth Mining Project of Area 3.12 Acres or 1.26 Hectare for M/S VIP Bricks Company at Village- Madhopur, Tehsil- Bakhtiyarpur, P.S + Anchal- Bakhtiyarpur, District- Patna, State- Bihar.","M/S VIPBRICKSCOMPANY","Delisted","EC",NA
"373","SIA/BR/MIN/135869/2020","","Brick Earth Mining Project at Mauza/Village- Fatehpur, P.O- Fatehpur, P.S+Anchal- Fatehpur, District- Gaya (Bihar)","M.S K.B.C INT UDYOG","Delisted","EC",NA
"374","SIA/BR/MIN/138866/2020","","Proposed Brick Earth Mining Project of Area 3.00 Acres or 1.21 Hectare for M/S Hathi Bricks at Village- Jagdishpur, P.O- Dariyapur, P.S - Gangta, Block- Maner, District- Patna, State – Bihar","M/S HATHI BRICKS","Delisted","EC",NA
"375","SIA/BR/MIN/31036/2019","SIA/1(a)/680/19","Sand mining project at Ekbalganj Nisarpura ghat on Son river over an area of 24.5 ha in district Patna, Bihar","BROADSON COMODITIES PVT LTD","EC Granted","EC",NA
"376","SIA/BR/MIS/29945/2015","3405","Soil Mining Project","SINGH AND COMPANY","Delisted","EC",NA
"377","SIA/BR/MIS/142940/2020","SIA/8(a)/989/2020","Government Medical College & Hospital At Begusarai","DEPARTMENT OF HEALTH GOVERMENT OF BIHAR","EC Granted","EC",NA
"378","SIA/BR/MIN/143371/2020","","ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD MAUZA POKHAR BHINDA ROSERA SHIVAJI NAGAR SAMASTIPUR AREA 12.09 Ac","BSCPL INFRASTRUCTURE LTD.MAUZA POKHAR BHINDA AREA 12.09 AC","Delisted","EC",NA
"379","SIA/BR/MIN/59794/2016","SIA/1(a)/351/16","""MARWA GHAT ON BADHUA RIVER""","NM FOOD PRODUCT PVT LTD","EC Granted","EC",NA
"380","SIA/BR/MIN/154051/2020","","Brick Clay Mining for M/s BSCPL INFRASTRUCTURE LTD.","M/S BSCPL INFRASTRUCTURE LTD.","Delisted","EC",NA
"381","SIA/BR/MIN/51625/2020","","Final EIA report of Jamui Kiul 6 Balu ghat","ATIK ENTERPRISES","Delisted","EC",NA
"382","SIA/BR/MIN/128770/2019","","M/s Vikash Enterprises","M/S VIKASH ENTERPRISES","Delisted","EC",NA
"383","SIA/BR/MIN/136174/2020","","M/s RKS Int Udyog","M/S RKS INT UDYOG","Delisted","EC",NA
"384","SIA/BR/MIN/129529/2019","","Proposed Brick Earth Mining Project of Area 1.21 Hectare Or 3.00 Acre M/s Shan Bricks at Mauza- Madhopur, P.O + P.S + Block- Bakhtiyarpur, District- Patna, State- Bihar","M/S SHAN BRICKS","Delisted","EC",NA
"385","SIA/BR/MIN/142752/2020","","Dumra (Khasra/Plot(s) No. 4740, 2407, 4241, 2461, 4279, 4284, 4289, 4288, 4293, 4294, 4295, 4297, 4303, 2617, 3936, 3671 & 3601) soil brick mining project.","M/S MAHAN INT. UDYOG","Delisted","EC",NA
"386","SIA/BR/MIN/61868/2017","SIA/1(a)/432/17","Sand Mining Project at Dakra-Bhapatia Ghat on Tilawe River, Village Bhapatia, District- Saharsa, Bihar","CHANDAN KUMAR","EC Granted","EC",NA
