,Unnamed: 0,X...,Proposal.No.,File.No.,Project.Name,Company,Proposal.Status,Project.Type,View,Form_Type
1108,1109,1,SIA/BR/MIN/66109/2017,SIA/1(a)/592/18,Sand mining Project at Bhour Sand ghat on River Kiul,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1109,1110,2,SIA/BR/MIN/442628/2023,SIA/1(a)/2086/2022,Proposed Sand Mining Project of Area  33.70 Ha at Rohtas Sone  Ghat 14 on Sone River of District-Rohtas State-Bihar.,RUDRA MINING LLP,EC Granted,EC,, 
1110,1111,3,SIA/BR/MIN/66261/2017,SIA/1(a)/573/18,Sand Mining Project at Manjhway sand ghat on River Kiul,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1111,1112,4,SIA/BR/MIN/59811/2016,SIA/1(a)/356/16,"KALISHAN FULKIA OF GANGA RIVER TEHSIL BARIARPUR, DISTRICT MUNGER, BIHAR
ML AREA 6.6 HA.",NM FOOD PRODUCT PVT LTD,Delisted,EC,, 
1112,1113,5,SIA/BR/MIN/60668/2016,SIA/1(a)/384/16,Sand Mining Project at Brahmchari Ghat on river Ganga,BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
1113,1114,6,SIA/BR/NCP/65555/2017,SIA/8(a)/521/17,"Proposed Multi Storeyed Staff Quarters For Patna High Court at Adalatganj, Buddh Marg, Patna",BIHAR STATE BUILDING CONSTRUCTION CORPORATION LTD.,EC Granted,EC,, 
1114,1115,7,SIA/BR/MIN/446410/2023,SIA/1(a)/2424/2023,"Sand Mining Project, Nalanda Cluster-03 Sand Ghat of District- Nalanda, State-Bihar",MANI RAM,EC Granted,EC,, 
1115,1116,8,SIA/BR/NCP/76543/2018,,"Proposed construction of Govt Medical College and Hospital Block at Govt Sadar Hospital Complex, Line Bazar, Purnia town, Purnia East Tehsil, Purnia District, Bihar","BIHAR MEDICAL SERVICES & INFRASTRUCTURE CORPORATION LTD.,",Delisted,EC,, 
1116,1117,9,SIA/BR/MIN/59789/2016,,"Balu/ Sand Mining (Minor Mineral) Category- B2 (M.L. Area- 2.3 ha) with Production Capacity of 15000 TPA at Hamjapur Ghat of Ganga River in Tehsil: Dharhara, District: Munger (Bihar)",NM FOOD PRODUCT PVT LTD,TransferToDEIAA,EC,, 
1117,1118,10,SIA/BR/MIN/66274/2017,,Sand Mining Project on Rangmatia Sand Ghat on Patro River.,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1118,1119,1,SIA/BR/MIN/446017/2023,SIA/1(a)/2383/2023,"Sand Mining Project, Patna Culster-12 (Patna Sone- 15)  Sand Ghat of District- Patna, State-Bihar",MADHURENDRA SINGH,EC Granted,EC,, 
1119,1120,2,SIA/BR/MIN/446160/2023,SIA/1(a)/2305/2023,Sand Ghat Mining Project (Jehanabad Block No-13) at Riverbed of Dardha,RAMA & SONS,Deferred by SEAC,EC,, 
1120,1121,2,SIA/BR/MIN/150196/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD,BSCPL INFRASTRUCTURE LTD MAUZA HARDIYA AREA 10.67 AC,Delisted,EC,, 
1121,1122,6,SIA/BR/MIN/129833/2019,,Sand Mining Project at Runnisaidpur   Sand Ghat (4.80 Ha.) on Baghmati riverbed in Sitamarhi district of Bihar,NAVEENKUMAR SITAMARHI,Delisted,EC,, 
1122,1123,7,SIA/BR/MIN/131713/2019,,"Proposed Brick Earth Mining Project of Area 1.21 Hectare Or 3.00 Acre M/s Saif Int Udyog at Vill- Taulaha, Block- Narkatiaganj, P.S- Ramnagar, District-West Champaran, State- Bihar",M/S SAIF INTUDYOG,Delisted,EC,, 
1123,1124,10,SIA/BR/MIN/31629/2015,SIA/1(a)/44/2015,M/s Balaji Int Udyog,HARENDRA PRASAD,Delisted,EC,, 
1124,1125,7,SIA/BR/MIN/64732/2017,SIA/1(a)/463/17,"Sand Mining Project at Sital Patti- Kanp Kapasiya Balu Ghat     
on Tilawe, River, District Saharsa,State-Bihar.",CHANDAN KUMAR,Delisted,EC,, 
1125,1126,8,SIA/BR/NCP/92135/2019,,Proposed Type A Staff Quarters on  plot No. B1 In Housing Development Gardanibagh at Patna,BUILDING CONSTRUCTION DEPARTMENT,Delisted,EC,, 
1126,1127,9,SIA/BR/MIN/439214/2023,SIA/1(a)/2069/2022,Proposed Sand Mining Project of Area 46 Ha at Bhojpur Ghat 14 on Son River of District-Bhojpur State-Bihar.,DIGVIJAY SINGH,EC Granted,EC,, 
1127,1128,10,SIA/BR/INFRA2/444371/2023,SIA/8(a)/2478/2023,Proposed Residential Cum Commercial Building  “IOB Galaxy Phase-II”,ASHIRWAD ENGICON PRIVATE LIMITED,EC Granted,EC,, 
1128,1129,8,SIA/BR/MIN/442993/2023,SIA/1(a)/2284/2023,Proposed Sand Mining Project of Area 77 Ha at Bhojpur Ghat 25 on Sone River of District-Bhojpur State-Bihar.,DIGVIJAY SINGH,EC Granted,EC,, 
1129,1130,9,SIA/BR/MIN/66270/2017,,Sand Mining Project at Liptawa Sand Ghat on Barnar River.,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1130,1131,10,SIA/BR/MIN/438433/2023,SIA/1(a)/2254/2023,Sand Ghat Mining Project (Bhoj Son 21 Sand Ghat) at Riverbed of Son River,SHIVSHANKAR KAUSHIK INFRASTRUCTURE PRIVATE LIMITED,Rejection Letter Granted,EC,, 
1131,1132,9,SIA/BR/MIN/444106/2023,SIA/1(a)/2400/2023,Patna Sone 02 Sand ghat Sand Mining Project,RANJAN ENGICON PRIVATE LIMITED,EC Granted,EC,, 
1132,1133,10,SIA/BR/MIN/446922/2023,,"Proposed Sand Mining Project of Area 8.25 Ha at Nalanda Lokain – 05, Lokain Sand Ghat No -08 on Lokain River of District- Nalanda, State-Bihar.",BIMAL KUMAR,Pending at PP due to eds,EC,, 
1133,1134,4,SIA/BR/MIN/446668/2023,SIA/1(a)/2395/2023,Saharsa Tilawe River Unit 01,ABHISHEK SINGH,EC Granted,EC,, 
1134,1135,5,SIA/BR/MIN/32580/2015,SIA/1(a)/55/2015,Brick Kiln Mining Project,NATIONAL BRICKS FIELD,Delisted,EC,, 
1135,1136,6,SIA/BR/MIN/29972/2015,3398,Brick Clay Mining Project,MS AMBIKA BRICKS,Delisted,EC,, 
1136,1137,7,SIA/BR/MIN/444223/2023,SIA/1(a)/2377/2023,"Sand Mining Project, Block 49 (Gaya Dhadhar 01/02/03/04)  Sand Ghat of District- Gaya, State-Bihar.",RAVI SINGH,EC Granted,EC,, 
1137,1138,8,SIA/BR/MIN/74976/2018,SIA/1(a)/526/18,"Proposed  Stone  Mining  Project  at  Village:  Chakandara / Barari,  Block- Chewra, District: 
Shekhpura,  State: Bihar",NATRAJ IRON & CASTINGS PVT. LTD,Delisted,EC,, 
1138,1139,9,SIA/BR/MIN/18783/2015,SIA/1(a)/451/17,Bhadokhara Stone Mine,MAHADEV ENCLAVE PVT LTD,EC Granted,EC,, 
1139,1140,10,SIA/BR/MIN/59834/2016,SIA/1(a)/352/16,Balu/Sand Mining at Tarapur and Bighma Ghats of Badhua River Tehsil Tarapur District  munger Bihar Lease area 11.30 Ha,NM FOOD PRODUCT PVT LTD,EC Granted,EC,, 
1140,1141,8,SIA/BR/MIN/30886/2019,SIA/1(a)/682/19,"Sand mining project at Anandpur Mahui ghat on Son river over an area of 24.7 ha in district Patna, Bihar",BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
1141,1142,1,SIA/BR/MIN/41189/2019,SIA/1(a)/580/18,Sair & Pandeydih Sand Ghat,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
1142,1143,2,SIA/BR/MIN/41270/2019,SIA/1(a)/561/18,Sono Sand Ghat,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
1143,1144,4,SIA/BR/MIN/139144/2020,,"Brick Earth Mining Project at Mauza- Kormathu, P.O- Kormathu, P.S- Men, Anchal-Belaganj, District- Gaya(Bihar)",M/S- S.K.V BRICKS,Delisted,EC,, 
1144,1145,5,SIA/BR/MIN/140069/2020,,Kalyanpur (Khasra/Plot(s) No. 121 & 98) soil brick mining project.,M/S BABA BAIDNATH BRICKS,Delisted,EC,, 
1145,1146,6,SIA/BR/MIN/140089/2020,,ORDINARY CLAY MINING PROJECT FOR BSCPL INFRASTRUCTURE LTD MAUZA KHIRNIYA,BSCPL INFRASTRUCTURE LTD. MAUZA KHIRNIYA AREA 12.21 AC 4.94 HA,Delisted,EC,, 
1146,1147,4,SIA/BR/MIN/66264/2017,SIA/1(a)/579/18,Sand mining Project at parsa sand ghat on river Kiul,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1147,1148,5,SIA/BR/MIN/444059/2023,SIA/1(a)/2320/2023,"Sand Mining Project, Falgu River (Block No.- 10) Sand Ghat  of District- Gaya, State-Bihar.",M/S LETZ BUILD ENGKON,Rejection Letter Granted,EC,, 
1148,1149,6,SIA/BR/MIN/66120/2017,SIA/1(a)/581/18,Sand Mining Project at Kendih Sand Ghat on Kiul River.,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1149,1150,7,SIA/BR/IND1/447146/2023,,Sri SAI INDUSTRIES,LAXMI PRASAD,Pending at PP due to eds,EC,, 
1150,1151,8,SIA/BR/INFRA2/411282/2022,SIA/8(a)/2295/2023,"Construction of New Campus of Rajkiya Tibbi College & Hospital Kadamkauna at NMCH Campus, Agamkauna Patna.",BIHAR MEDICAL SERVICES AND INFRASTRUCTURE CORPORATION LIMITED,Delisted,EC,, 
1151,1152,9,SIA/BR/MIN/444062/2023,SIA/1(a)/2373/2023,"Sand Mining Project, Patna Sone 04 Sand Ghat of District- Patna , State-Bihar.",EKLAVAYA STONE AND MINES PRIVATE LIMITED,EC Granted,EC,, 
1152,1153,10,SIA/BR/MIN/60670/2016,SIA/1(a)/392/16,Sand Mining Project at Shahpur & Chhitnawa Ghat on river Ganga,BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
1153,1154,7,SIA/BR/MIN/438704/2023,SIA/1(a)/2068/2022,Proposed Sand Mining Project of Area 30 Ha at Bhojpur Ghat 07 on Son River of District-Bhojpur State-Bihar.,BISHWAJEET KUMAR,EC Granted,EC,, 
1154,1155,8,SIA/BR/MIN/64383/2017,SIA/1(a)/485/17,Sand Mining Project on Sobh Sand Ghat on Gulsakhri River.,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
1155,1156,9,SIA/BR/MIN/138455/2020,,BRICK EARTH MINING PROJECT FOR MAUZA MAKHDUMPUR ISLAMPUR DISTRICT NALANDA AREA 3.94 Ac 1.59 Ha,M/S RITIKA EET UDYOG PROP RAJESH KHANNA,Delisted,EC,, 
1156,1157,10,SIA/BR/MIN/31041/2019,SIA/1(a)/624/19,"Sand mining project at Modahi ghat on Son river over an area of 24 ha in district Patna, Bihar",BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
1157,1158,6,SIA/BR/INFRA2/445473/2023,,Proposed Common Bio-Medical Waste Treatment and Disposal Facility M/s Prakriti Waste Management,OM PRAKASH,Pending at PP due to eds,EC,, 
1158,1159,7,SIA/BR/MIN/64506/2017,SIA/1(a)/494/17,Sand Mining Project at Dadu Barma Sand Ghat on Morhar River.,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
1159,1160,1,SIA/BR/MIN/442746/2023,,Sand Ghat Mining Project (Jamui Kiul Block - 12) at Riverbed of Kiul River,ASHUTOSH ANAND,Pending at PP due to eds,EC,, 
1160,1161,2,SIA/BR/MIN/48975/2016,,"River Sand (Minor Mineral) Mining Project for Sidhipur Ghat (52650 TPA), Area 2.60 ha, in 
District- Buxar (Bihar)",MS KATYAYNI CONTRACTORS PVT LTD,Delisted,EC,, 
1161,1162,3,SIA/BR/NCP/59758/2016,,"Proposed Expansion (Phase I) of Darbhanga Medical College and Hospital, District Darbhanga, Bihar",BIHAR MEDICAL SERVICES AND INFRASTRUCTURE CORPORATION LIMITED,Delisted,EC,, 
1162,1163,4,SIA/BR/MIN/441326/2023,SIA/1(a)/2076/2022,Proposed Sand Mining Project of Area  69.60 Ha at Rohtas Sone  Ghat 15 on Sone River of District-Rohtas State-Bihar.,SANJAY KUMAR TECHNOCRATE PRIVATE LIMITED,EC Granted,EC,, 
1163,1164,2,SIA/BR/MIN/453158/2023,SIA/1(a)/2372/2023,Sand Ghat Mining Project (Ulai River Block No. -08 Sand Ghat) at Ulai River bed,NAVEEN KUMAR,EC Granted,EC,, 
1164,1165,3,SIA/BR/MIN/440416/2023,SIA/1(a)/2257/2023,"Proposed Sand Mining Project of Area  28.70 Ha at Rohtas Sone  Ghat 02 on Sone River of District-Rohtas, State-Bihar.",AARUNYA CONSTRUCTION & SUPPLY SERVICES PRIVATE LIMITED,EC Granted,EC,, 
1165,1166,4,SIA/BR/MIN/441266/2023,SIA/1(a)/2260/2023,Proposed Sand Mining Project of Area  86.1 Ha at Rohtas Sone  Ghat 16 on Sone River of District-Rohtas State-Bihar.,KATYAYNI NATURAL RESOURCES LIMITED,EC Granted,EC,, 
1166,1167,5,SIA/BR/MIN/66076/2017,SIA/1(a)/583/18,Sand Mining Project at Balio Sand Ghat on Ulai River,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1167,1168,1,SIA/BR/MIN/440984/2023,SIA/1(a)/2315/2023,Sand Ghat Mining Project (Chanan Block No. – 06) at Chanan River Bed,MAIHAR DEVELOPERS,EC Granted,EC,, 
1168,1169,1,SIA/BR/IND/19010/2016,SIA/3(b)/336/16,Bihar cement Plant - A Unit of Shree Cement Limited,Shree Cement Ltd.,EC Granted,EC,, 
1169,1170,2,SIA/BR/NCP/71970/2017,,"Proposed “Harinagar Group Housing” near AIIMS, NH-98 Bhusaula Danapur & Mohammadpur Korji, P.S.- Phulwarisharif, District- Patna, Bihar by M/s Balprada Built Pvt. Ltd",BALPRADA BUILT PRIVATE LIMITED,Delisted,EC,, 
1170,1171,3,SIA/BR/IND/19030/2016,SIA/3(a)/220/16,Balmukund Concast Ltd (Expansion Project),BALMUKUND CONCAST LIMITED,EC Granted,EC,, 
1171,1172,4,SIA/BR/MIN/445049/2023,SIA/1(a)/2452/2023,"Proposed Sand Mining Project of Area 9.45 Ha at Patna Punpun Cluster- 3 (Patna Punpun-22, 23, 24, 25, 26) on Punpun River of District-Patna, State-Bihar",BHAWESH TIWARI,EC Granted,EC,, 
1172,1173,5,SIA/BR/MIN/60619/2016,SIA/1(a)/372/16,"Proposed Sand Mining Project of Area 15 Ha at Nayagaon Rajapur Ghat on Ganga
River of District- Saran of State- Bihar",BROADSON COMODITIES PVT LTD,Delisted,EC,, 
1173,1174,6,SIA/BR/MIN/438822/2023,SIA/1(a)/2055/2022,"Proposed Sand Mining Project Bhojpur Ghat 19 on Son River of District- Bhojpur, State- Bihar",LAV SINGH,EC Granted,EC,, 
1174,1175,7,SIA/BR/MIN/443114/2023,SIA/1(a)/2269/2023,Sand Ghat Mining Project (Block – 01 Fathepur Sand Ghat) at Riverbed of Bunbuni River,M/S RUBY DEVI,EC Granted,EC,, 
1175,1176,8,SIA/BR/MIN/61248/2016,SIA/1(a)/416/17,Proposed Sand Mining Project at Kamaluchak and Semra Ghat(Area: 20 Ha.) on river Son of district Bhojpur,BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
1176,1177,9,SIA/BR/MIN/66258/2017,SIA/1(a)/559/18,Sand Mining Project at Kendua Sand Ghat on Barnar River.,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1177,1178,10,SIA/BR/MIN/446618/2023,SIA/1(a)/2406/2023,Sand Mining Project of Area 18.63 Ha at East Champaran Unit-5 ( includes 4  sand blocks)  on Burhi Gandak River of District- East Champaran of State-Bihar,VIKASH KUMAR,EC Granted,EC,, 
1178,1179,1,SIA/BR/MIN/64491/2017,SIA/1(a)/501/17,Sand Mining Project at Khijarsarai Sand Ghat on Falgu River,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
1179,1180,2,SIA/BR/MIN/64377/2017,SIA/1(a)/470/17,Sand Mining Project at Karea Ghat on Buddh River.,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
1180,1181,4,SIA/BR/MIN/31242/2015,3502,BRICK CLAY MINING PROJECT-PRINCE BRICKS-B2,SHIVAM BRICKS,Delisted,EC,, 
1181,1182,5,SIA/BR/INFRA2/430479/2023,SIA/8(a)/2050/2022,Ujjwal City,UJJWAL HOMES PRIVATE LIMITED,For further consideration(SEIAA),EC,, 
1182,1183,6,SIA/BR/MIN/66287/2017,SIA/1(a)/549/18,Sand mining Project at Nagardar Sand Ghat (Block no-13) on River Kiul,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1183,1184,7,SIA/BR/MIN/59799/2016,SIA/1(a)/364/16,“BOMBER GHAT ON MAHANI RIVER”,NM FOOD PRODUCT PVT LTD,Delisted,EC,, 
1184,1185,2,SIA/BR/MIN/456998/2023,,"Sand Mining Project, Block 35 (Gaya Morhar 22) Sand Ghat of District- Gaya, State-Bihar.",RINA SINGH,Pending at PP due to eds,EC,, 
1185,1186,3,SIA/BR/MIN/31576/2015,SIA/1(a)/29/2015,BRICK CLAY MINING PROJECT- GANESH INT UDYOG,GANESH INT UDYOG,Delisted,EC,, 
1186,1187,4,SIA/BR/MIN/31207/2015,SIA/1(a)/06/2015,V.M.B Int Udyog,MANISH KUMAR SINGH,Delisted,EC,, 
1187,1188,5,SIA/BR/MIS/29945/2015,3405,Soil Mining Project,SINGH AND COMPANY,Delisted,EC,, 
1188,1189,6,SIA/BR/MIN/48818/2016,,"River
Sand (Minor Mineral) Mining Project for Rohinibhan (Dihari) Ghat (295447.5 TPA),
Area 14.59 ha, in District- Buxar (Bihar)",MS KATYAYNI CONTRACTORS PVT LTD,Delisted,EC,, 
1189,1190,7,SIA/BR/MIN/17375/2015,SIA/1(a)/342/16,Mining of Stone at Mirzapur Block 1 Village Mirzapur Aanchal Manpur District Gaya Bihar,SAINIK FOOD PRIVATE LIMITED,Rejection Letter Granted,EC,, 
1190,1191,8,SIA/BR/MIN/48820/2016,,"Panchdharwa Ghat (141547.5 TPA), Area 6.99 ha, in District- Buxar (Bihar)",MS KATYAYNI CONTRACTORS PVT LTD,Delisted,EC,, 
1191,1192,9,SIA/BR/MIN/451010/2023,SIA/1(a)/2361/2023,"Sand Mining Project, Block 46 (Gaya Lilajan 12/13/14/15)  Sand Ghat of District- Gaya, State-Bihar.",M/S GOPAL KUMAR SINGH,EC Granted,EC,, 
1192,1193,10,SIA/BR/MIN/31702/2015,SIA/1(a)/47/2015,M/s AKS Int Udyog,ANIL KUMAR,Delisted,EC,, 
1193,1194,6,SIA/BR/MIN/134030/2019,,"Brick Earth Mining Project at Village- Jafra, P.O- Sarawe, P.S- Muffasil Siwan, Anchal- Siwan Sadar, District- Siwan (Bihar)",M/S- A.K.S ENT UDYOG,Delisted,EC,, 
1194,1195,7,SIA/BR/MIN/134252/2019,,"Brick Earth Mining Project of Area 3.00 Acres or 1.21 Hectare M/S RKJ BRICKS at Mauza- Jabdaul Asram Brindavan, P.S: Chanpatiya, District-West Champaran, State - Bihar",M/S RKJ BRICKS,Delisted,EC,, 
1195,1196,9,SIA/BR/MIN/31517/2019,SIA/1(a)/626/19,"Sand mining project on Mustafapur ghat on Son river over an area of 23,5 ha in district Patna, Bihar",BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
1196,1197,10,SIA/BR/MIN/30884/2019,SIA/1(a)/636/19,"Sand mining project at Muhammadpur ghat on Son river over an area of 24.7 ha in district Patna, Bihar",BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
1197,1198,3,SIA/BR/MIS/224624/2021,SIA/8(a)/1282/2021,"Proposed Residential Building “Kashyap Green City, Phase-2” by Kashyap Green Homes Pvt. Ltd.",KASHYAP GREEN CITY PHASE-2,EC Granted,EC,, 
1198,1199,1,SIA/BR/NCP/87123/2018,,Proposed Officers Quarters in Officers Enclave on Plot No. C of Gardanibagh Housing Development at Patna,BUILDING CONSTRUCTION DEPARTMENT,Delisted,EC,, 
1199,1200,2,SIA/BR/MIN/64391/2017,SIA/1(a)/499/17,Sand Mining Project Darna Sand Ghat on Morhar River.,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
1200,1201,3,SIA/BR/MIN/455462/2023,SIA/1(a)/2297/2023,Sand Mining Project of Area 05.0 Ha at Sand Block-01 Ghat on Bajan River  of District-Jamui of State-Bihar.,KUNDAN KUMAR,EC Granted,EC,, 
1201,1202,4,SIA/BR/MIN/437922/2023,SIA/1(a)/2252/2023,Sand Ghat Mining Project (Bhoj Son 04 Sand Ghat) at Riverbed Of Son River,PINTU KUMAR,EC Granted,EC,, 
1202,1203,5,SIA/BR/MIN/445913/2023,SIA/1(a)/2283/2023,Sand Ghat Mining Project (Jehanabad Block No-15 Sand Ghat) at Riverbed of Dhab River,ALOK KUMAR,EC Granted,EC,, 
1203,1204,6,SIA/BR/MIN/445282/2023,SIA/1(a)/2437/2023,"Sand Mining Project, Block- 07 (Sultanpur/Bishunpur)  Sand Ghat",SIYARAM CONSTRUCTION,EC Granted,EC,, 
1204,1205,8,SIA/BR/NCP/79705/2018,SIA/8(a)/598/18,"Proposed cultural centre at Bodhgaya, Bihar by M/s Bihar State Tourism Development Corporation (BSTDC)",BIHAR STATE TOURISM DEVELOPMENT CORPORATION (BSTDC),EC Granted,EC,, 
1205,1206,5,SIA/BR/MIN/127922/2019,,"Brick Earth Mining Project of  Area 1.25 Ha or 3.10 Acres M/s Baba Int Udyog  at Mauza- Donrapur, P.O- Siswaniya, P.S + Block- Uchka Gaon, District- Gopalganj, State- Bihar",M/S BABA INT UDYOG,Delisted,EC,, 
1206,1207,1,SIA/BR/MIN/71322/2017,,"Sand Mining Project at Sirampur-Barawan sand Ghat on Buddh River, Anchal- Sherghati, Dist-Gaya, Bihar",WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1207,1208,2,SIA/BR/IND1/431625/2023,SIA/3(a)/2245/2023,"Environment clearance of existing unit of M/S Dina Mahabir Re-rollers Pvt. Ltd Patna  with proposed production capacity 94,500 TPA of TMT bar.",DINA MAHABIR RE ROLLERS PRIVATE LIMITED,EC Granted,EC,, 
1208,1209,3,SIA/BR/MIN/66045/2017,SIA/1(a)/545/18,"Sand mining project at Maliya Sand Ghat (Block no-10) on Kiul river, Lakhisarai",WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1209,1210,4,SIA/BR/INFRA2/411545/2022,Kindly upload the revised form-1/1A/Conceptual pla,"Proposed Residential Building “Aranya P.N.B. Residency” at Godhana, Patna",ARANYA ENGICON PRIVATE LIMITED,EDS Under SEIAA,EC,, 
1210,1211,6,SIA/BR/MIN/59818/2016,,"Balu/ Sand Mining (Minor Mineral); M.L. Area- 3.2 ha, Cat.- B2 at Khapara Ghat of Mahani River in Tehsil: Sangrampur, District- Munger (Bihar).",NM FOOD PRODUCT PVT LTD,TransferToDEIAA,EC,, 
1211,1212,7,SIA/BR/MIN/65392/2017,SIA/1(a)/519/17,Sand Mining Project at Siinghapur Sand Ghat on Morhar River.,WESTLINK TRADING PRIVATE LIMITED,EC Granted,EC,, 
1212,1213,8,SIA/BR/MIN/453572/2023,SIA/1(a)/2267/2023,"Sand Mining Project, Jamui Barnar-01 Sand Ghat  of District- Jamui, State-Bihar.",MANISH KUMAR,EC Granted,EC,, 
1213,1214,9,SIA/BR/MIN/60747/2016,SIA/1(a)/390/16,Sand Mining Project  of Area 7 Ha  at  Bibipur Nanaura-Marhipar Ghat on Dhardha Karuara River  of District-Patna  of State-Bihar,BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
1214,1215,10,SIA/BR/MIN/30501/2015,3453,BRICKS EARTH KILN,SPB BRICKS,Delisted,EC,, 
1215,1216,1,SIA/BR/MIN/66178/2017,SIA/1(a)/587/18,Sand Mining Project at Babudih Sand Ghat on Ajay River.,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1216,1217,2,SIA/BR/MIN/456296/2023,SIA/1(a)/2477/2023,"Sand Mining Project, Patna Punpun Culster-02 (Patna Punpun-14,15,16,17,18,19,20 & 21) Sand Ghat of District- Patna, State-Bihar",SWIFT ENGICON PRIVATE LIMITED,EC Granted,EC,, 
1217,1218,3,SIA/BR/MIN/444210/2023,SIA/1(a)/2393/2023,"Sand Mining Project, , Patna Culster-16 (Patna Sone- 19)  Sand Ghat of District- Patna, State-Bihar",FRONTLINE (NCR) BUSINESS SOLUTIONS PRIVATE LIMITED,EC Granted,EC,, 
1218,1219,4,SIA/BR/MIN/446106/2023,SIA/1(a)/2339/2023,"Sand Mining Project, Jamui Barnar-16  Sand Ghat  of District- Jamui, State-Bihar.",SHAMBHU NATH CHOUDHARY,EC Granted,EC,, 
1219,1220,5,SIA/BR/MIN/439754/2023,SIA/1(a)/2059/2022,Sand Mining Project at Bhoj Son 10 Sand Ghat on River bed of Son River in District - Bhojpur Area - 72.0,SUBHASH SINGH,EC Granted,EC,, 
1220,1221,6,SIA/BR/MIN/70063/2017,,Proposed Sand Mining Project Dhirabigha Sand Ghat on Morhar River.,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1221,1222,1,SIA/BR/MIN/437776/2023,SIA/1(a)/2071/2022,Sand Mining Project at Kiul River Cluster I (Block No.- 03 & 04) Lakhisarai Sand Ghat over Area 44.30 Hect.,VINAY CONSTRUCTION,EC Granted,EC,, 
1222,1223,2,SIA/BR/INFRA2/438864/2023,SIA/8(b)/2427/2023,"Mega Food Park, Motipur (A project of Bihar Industrial Area Development Authority)",BIHAR INDUSTRIAL AREA DEVELOPMENT AUTHORITY,EC Granted,EC,, 
1223,1224,3,SIA/BR/MIN/60638/2016,SIA/1(a)/374/16,"Sand Mining Project, at Narayan pur ghat",BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
1224,1225,4,SIA/BR/MIN/32706/2015,SIA/1(a)/56/2015,Brick Clay Mining Project of M/s Pradhan Int Bhatta,PRADHAN INT BHATTA,Delisted,EC,, 
1225,1226,5,SIA/BR/MIN/66116/2017,SIA/1(a)/576/18,Sand Mining Project at Katauna Ghat on Kiul River,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1226,1227,6,SIA/BR/IND2/437742/2023,SIA/5(g)/2045/2022,Vishnu Sugar Mills Ltd. (Molasse based Distillery Project),VISHNU SUGAR MILLS       LIMITED,EC Granted,EC,, 
1227,1228,7,SIA/BR/MIN/451260/2023,,"Sand Mining Project, Jamui Barnar-09  Sand Ghat  of District- Jamui, State-Bihar.",DEOGHAR TRACTORS,Pending at PP due to eds,EC,, 
1228,1229,3,SIA/BR/MIN/138240/2020,,AS,ENTERPRISE,Delisted,EC,, 
1229,1230,1,SIA/BR/MIN/66104/2017,SIA/1(a)/557/18,Sand Mining Project at Kalyanpur Sand Ghat on River Kiul,WESTLINK TRADING PRIVATE LIMITED,Delisted,EC,, 
1230,1231,4,SIA/BR/MIN/129956/2019,,"proposed Brick Earth Mining Project at Vill: Sukumarpur, P.O- Jafrabad, P.S + Block - Raghopur, District- Vaishali, State- Bihar, Area: 1.04 Ha of M/s Radha Bricks",RADHA BRICKS 123,Delisted,EC,, 
1231,1232,5,SIA/BR/MIN/129867/2019,,Sand Mining Project at  Gmhariya  Sand Ghat (4.70 Ha.) on Baghmati riverbed in Sitamarhi district of Bihar,NAVEENKUMAR SITAMARHI,Delisted,EC,, 
1232,1233,6,SIA/BR/MIN/31472/2019,SIA/1(a)/639/19,"Sand mining project at Lodipur ghat on Son river in district Bhojpur, Bihar",BROADSON COMODITIES PVT LTD,EC Granted,EC,, 
